,PlayerID,Player,Team,Position,Headshot,Team Logo,Jersey Number,playerStripped,GP,TOI,TOI/GP,CF/60,CA/60,CF%,FF/60,FA/60,FF%,SF/60,SA/60,SF%,GF/60,GA/60,GF%,xGF/60,xGA/60,xGF%,SCF/60,SCA/60,SCF%,HDCF/60,HDCA/60,HDCF%,HDGF/60,HDGA/60,HDGF%,MDCF/60,MDCA/60,MDCF%,MDGF/60,MDGA/60,MDGF%,LDCF/60,LDCA/60,LDCF%,LDGF/60,LDGA/60,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts/60,Neu. Zone Starts/60,Def. Zone Starts/60,On The Fly Starts/60,Off. Zone Start %,Off. Zone Faceoffs/60,Neu. Zone Faceoffs/60,Def. Zone Faceoffs/60,Off. Zone Faceoff %
0,8474590,John Carlson,WSH,D,https://assets.nhle.com/mugs/nhl/20232024/WSH/8474590.png,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,74,johncarlson,82.0,2123.1166666667,25.891666666667,61.66,66.72,48.03,43.72,47.05,48.16,28.74,31.43,47.77,3.14,3.31,48.68,3.72,3.6,50.8,31.03,31.14,49.91,13.2,13.06,50.27,1.67,1.67,50.00,23.78,24.12,49.65,1.13,1.21,48.39,52.98,61.68,46.21,0.86,0.9,48.84,10.91,89.48,1.004,8.14,10.23,10.17,36.17,44.44,23.8,17.49,25.24,48.53
1,8474563,Drew Doughty,LAK,D,https://assets.nhle.com/mugs/nhl/20232024/LAK/8474563.png,https://assets.nhle.com/logos/nhl/svg/LAK_20192020-20232024_light.svg,8,drewdoughty,82.0,2115.0666666667,25.793495934959,63.74,52.85,54.67,46.18,37.47,55.21,31.35,25.59,55.06,3.23,2.01,61.62,3.37,2.83,54.39,29.05,24.82,53.92,11.77,10.21,53.55,1.39,1.02,57.65,23.03,19.48,54.18,1.32,0.79,62.50,57.65,47.37,54.9,1.07,0.45,70.27,10.32,92.13,1.024,8.23,10.69,9.65,30.18,46.03,21.93,16.94,19.03,53.53
2,8476875,Mike Matheson,MTL,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476875.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,8,michaelmatheson,82.0,2095.3333333333,25.552845528455,55.09,68.52,44.57,40.89,47.91,46.05,29.01,33.45,46.45,3.06,3.75,44.96,3.12,3.84,44.83,27.38,34.79,44.04,10.77,14.0,43.47,1.43,1.6,47.17,22.14,27.72,44.41,1.34,1.6,45.45,48.06,57.41,45.57,0.87,1.16,42.86,10.56,88.78,0.993,8.5,10.34,12.66,27.89,40.19,20.76,15.95,24.65,45.71
3,8477495,Seth Jones,CHI,D,https://assets.nhle.com/mugs/nhl/20232024/CHI/8477495.png,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,3,sethjones,67.0,1707.45,25.484328358209,57.38,58.19,49.65,41.71,42.52,49.52,29.97,29.59,50.32,2.78,3.13,47.02,3.09,3.32,48.21,27.41,28.6,48.93,11.14,12.65,46.82,1.37,1.62,45.88,21.69,21.27,50.49,1.22,1.03,54.17,51.01,52.13,49.46,0.61,0.86,41.38,9.26,89.43,0.987,9.63,10.3,10.05,31.87,48.93,23.72,16.06,21.61,52.33
4,8480839,Rasmus Dahlin,BUF,D,https://assets.nhle.com/mugs/nhl/20232024/BUF/8480839.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,26,rasmusdahlin,81.0,2059.2166666667,25.422427983539,71.36,52.33,57.69,52.36,38.11,57.87,36.95,25.47,59.20,3.23,2.8,53.62,3.66,3.03,54.76,32.87,25.82,56.01,12.56,10.84,53.67,1.25,1.37,47.78,27.08,19.97,57.56,1.4,1.13,55.38,65.82,42.68,60.67,1.18,0.76,60.87,8.75,89.02,0.978,11.77,12.3,8.36,35.63,58.47,28.35,17.37,16.81,62.77
5,8482122,Brock Faber,MIN,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8482122.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,7,brockfaber,82.0,2047.8833333333,24.97418699187,57.98,63.58,47.7,41.57,45.85,47.55,29.47,31.99,47.95,3.25,3.46,48.47,3.07,3.16,49.27,28.07,29.56,48.70,11.98,11.57,50.87,1.64,1.7,49.12,21.45,23.99,47.21,1.25,1.41,47.06,50.66,60.05,45.76,0.72,0.97,42.50,11.03,89.19,1.002,9.05,11.4,11.1,32.64,44.91,21.15,18.63,24.11,46.73
6,8479325,Charlie McAvoy,BOS,D,https://assets.nhle.com/mugs/nhl/20232024/BOS/8479325.png,https://assets.nhle.com/logos/nhl/svg/BOS_20232024_light.svg,73,charliemcavoy,74.0,1838.6,24.845945945946,61.22,58.38,51.19,45.13,42.13,51.72,31.75,29.3,52.00,3.49,2.84,55.15,3.56,2.99,54.4,32.83,29.08,53.03,13.84,12.56,52.41,1.83,1.73,51.38,25.32,22.02,53.49,1.31,0.96,57.69,54.73,47.61,53.48,0.85,0.33,72.00,11.00,90.31,1.013,13.12,9.5,9.27,39.39,58.60,27.93,14.2,18.73,59.86
7,8475167,Victor Hedman,TBL,D,https://assets.nhle.com/mugs/nhl/20232024/TBL/8475167.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,77,victorhedman,78.0,1934.7333333333,24.804273504274,68.88,57.96,54.3,50.52,42.95,54.05,34.49,30.27,53.26,4.68,3.04,60.64,4.0,3.63,52.45,34.33,28.62,54.53,13.74,12.4,52.55,2.05,1.4,59.46,27.46,21.63,55.94,1.82,1.24,59.46,60.74,47.03,56.36,1.79,0.76,70.18,13.58,89.96,1.035,9.99,8.99,8.56,35.6,53.85,25.83,15.13,17.61,59.46
8,8480069,Cale Makar,COL,D,https://assets.nhle.com/mugs/nhl/20232024/COL/8480069.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,8,calemakar,77.0,1907.2666666667,24.769696969697,69.59,57.76,54.64,50.74,42.5,54.42,36.21,30.39,54.37,4.75,3.37,58.53,3.86,3.3,53.92,34.35,26.52,56.43,13.46,11.8,53.30,2.23,1.79,55.47,27.85,19.63,58.66,1.76,1.05,62.69,67.3,51.57,56.61,1.41,0.95,59.62,13.12,88.92,1.020,15.38,10.95,9.19,26.33,62.61,32.25,16.36,19.88,61.86
9,8471724,Kris Letang,PIT,D,https://assets.nhle.com/mugs/nhl/20232024/PIT/8471724.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,58,krisletang,82.0,2024.45,24.688414634146,63.63,64.22,49.77,45.64,47.12,49.2,31.95,31.8,50.12,3.23,3.23,50.00,3.37,3.47,49.28,29.96,31.53,48.72,12.12,12.03,50.18,1.45,1.87,43.75,23.79,26.0,47.78,1.15,1.19,49.15,56.98,54.5,51.11,1.03,0.6,63.16,10.11,89.84,1.000,8.51,12.51,10.73,35.06,44.22,21.37,19.03,24.18,46.91
10,8480800,Quinn Hughes,VAN,D,https://assets.nhle.com/mugs/nhl/20232024/VAN/8480800.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,43,quinnhughes,82.0,2024.1666666667,24.684959349593,73.45,44.58,62.23,51.93,34.56,60.04,34.59,24.54,58.50,4.8,2.28,67.78,4.15,2.51,62.37,37.11,21.58,63.23,16.3,10.7,60.37,2.46,1.39,63.85,27.74,14.5,65.67,1.62,0.79,67.21,67.99,34.04,66.64,1.46,0.3,82.93,13.88,90.70,1.046,11.09,9.04,5.72,35.66,65.96,25.58,13.99,12.18,67.74
11,8474600,Roman Josi,NSH,D,https://assets.nhle.com/mugs/nhl/20232024/NSH/8474600.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,59,romanjosi,82.0,2019.75,24.631097560976,77.18,52.11,59.7,55.52,37.46,59.71,38.56,27.45,58.42,4.4,2.94,59.92,4.3,2.76,60.89,38.8,24.42,61.37,16.22,9.74,62.47,2.35,1.13,67.52,30.1,19.57,60.61,1.35,1.15,53.97,71.02,41.97,62.86,1.33,1.07,55.36,11.40,89.29,1.007,12.39,8.73,4.93,36.51,71.53,30.95,15.86,13.31,69.93
12,8480036,Miro Heiskanen,DAL,D,https://assets.nhle.com/mugs/nhl/20232024/DAL/8480036.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,4,miroheiskanen,71.0,1742.3666666667,24.540375586854,74.31,47.8,60.86,53.34,35.33,60.16,35.85,24.35,59.55,4.1,2.58,61.34,4.13,2.22,64.98,37.74,20.28,65.04,16.6,8.54,66.03,2.38,1.34,63.89,28.19,15.66,64.29,1.61,0.92,63.64,68.64,43.22,61.36,0.75,0.65,53.57,11.43,89.39,1.008,12.91,10.85,7.37,33.16,63.67,30.58,16.87,16.53,64.91
13,8480865,Noah Dobson,NYI,D,https://assets.nhle.com/mugs/nhl/20232024/NYI/8480865.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,53,noahdobson,79.0,1937.1166666667,24.520464135021,66.62,61.82,51.87,48.32,43.92,52.38,34.32,30.85,52.66,3.87,2.85,57.60,3.53,3.18,52.64,32.65,29.18,52.81,13.44,11.52,53.85,1.8,1.46,55.24,25.61,23.54,52.10,1.73,1.07,61.76,58.21,49.39,54.1,1.12,0.54,67.57,11.28,90.76,1.020,8.95,9.04,7.22,43.05,55.36,22.92,15.21,16.76,57.77
14,8478460,Zach Werenski,CBJ,D,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8478460.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,8,zachwerenski,70.0,1711.6,24.451428571429,70.32,64.71,52.08,49.99,47.39,51.33,34.77,33.2,51.16,3.93,3.68,51.61,3.54,3.52,50.14,33.34,30.74,52.02,12.55,13.32,48.51,1.89,1.72,52.43,27.72,23.23,54.40,1.87,1.22,60.61,63.19,54.84,53.54,0.81,1.27,39.02,11.29,88.91,1.002,10.27,10.13,7.71,33.16,57.12,26.29,16.69,17.56,59.95
15,8475764,Cam Fowler,ANA,D,https://assets.nhle.com/mugs/nhl/20232024/ANA/8475764.png,https://assets.nhle.com/logos/nhl/svg/ANA_20132014-20232024_light.svg,17,camfowler,81.0,1978.25,24.422839506173,52.02,66.0,44.08,37.67,48.89,43.52,26.33,33.48,44.02,2.31,4.28,35.02,2.57,3.91,39.65,23.48,32.36,42.04,9.16,13.86,39.79,0.94,1.97,32.29,19.09,24.67,43.62,1.01,1.9,34.72,48.72,59.98,44.82,0.79,1.1,41.86,8.76,87.23,0.960,9.1,10.16,12.04,34.67,43.04,21.2,15.16,23.29,47.65
16,8474578,Erik Karlsson,PIT,D,https://assets.nhle.com/mugs/nhl/20232024/PIT/8474578.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,65,erikkarlsson,82.0,1990.0166666667,24.268495934959,78.72,52.64,59.93,55.75,40.07,58.18,39.14,26.53,59.60,3.62,2.68,57.42,4.35,2.76,61.24,39.92,25.06,61.44,17.22,9.77,63.80,1.9,1.63,53.85,30.27,20.38,59.76,1.13,0.72,60.87,69.46,42.94,61.8,1.22,0.61,66.67,9.24,89.89,0.991,10.61,10.76,6.54,36.81,61.86,27.5,17.61,15.86,63.42
17,8477504,Josh Morrissey,WPG,D,https://assets.nhle.com/mugs/nhl/20232024/WPG/8477504.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,44,joshmorrissey,81.0,1958.7666666667,24.182304526749,69.14,51.19,57.46,51.55,38.01,57.56,35.96,26.86,57.24,4.04,2.02,66.67,3.78,2.56,59.56,33.88,23.4,59.14,14.3,10.63,57.37,2.33,0.98,70.37,26.1,17.03,60.51,1.8,0.82,68.75,64.47,41.59,60.78,0.49,0.35,57.89,11.24,92.47,1.037,12.41,9.71,6.43,38.57,65.85,29.99,15.84,14.03,68.13
