,PlayerID,Player,Team,Position,Headshot,Team Logo,Jersey Number,playerStripped,GP,TOI,TOI/GP,CF/60,CA/60,CF%,FF/60,FA/60,FF%,SF/60,SA/60,SF%,GF/60,GA/60,GF%,xGF/60,xGA/60,xGF%,SCF/60,SCA/60,SCF%,HDCF/60,HDCA/60,HDCF%,HDGF/60,HDGA/60,HDGF%,MDCF/60,MDCA/60,MDCF%,MDGF/60,MDGA/60,MDGF%,LDCF/60,LDCA/60,LDCF%,LDGF/60,LDGA/60,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts/60,Neu. Zone Starts/60,Def. Zone Starts/60,On The Fly Starts/60,Off. Zone Start %,Off. Zone Faceoffs/60,Neu. Zone Faceoffs/60,Def. Zone Faceoffs/60,Off. Zone Faceoff %
0,8467332,Bryan Allen,FLA,D,https://assets.nhle.com/mugs/nhl/20082009/FLA/8467332.png,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,6,bryanallen,2,54.366666666667,27.183333333333,51.87,55.18,48.45,40.83,38.63,51.39,32.0,26.49,54.72,3.31,2.21,60.00,2.35,2.75,46.11,24.28,29.8,44.9,7.73,12.14,38.89,2.21,2.21,50.00,22.07,23.54,48.39,1.47,0.0,100.00,33.48,33.48,50.00,0.0,0.0,-,10.34,91.67,1.020,4.41,16.55,11.04,34.21,28.57,9.93,25.38,24.28,29.03
1,8470151,Jay Bouwmeester,FLA,D,https://assets.nhle.com/mugs/nhl/20082009/FLA/8470151.png,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,19,jaybouwmeester,82,2213.0166666667,26.988008130081,52.98,60.62,46.63,40.45,47.55,45.96,28.6,33.84,45.81,2.87,2.93,49.53,2.72,3.13,46.42,25.38,26.98,48.47,10.14,11.66,46.52,1.55,1.68,47.90,20.32,20.42,49.87,0.9,0.8,53.19,34.35,42.33,44.79,0.9,0.67,57.50,10.05,91.35,1.014,10.0,11.36,11.79,34.22,45.90,21.58,20.12,24.35,46.99
2,8459424,Chris Pronger,ANA,D,https://assets.nhle.com/mugs/nhl/20082009/ANA/8459424.png,https://assets.nhle.com/logos/nhl/svg/ANA_20062007-20122013_light.svg,N/A,chrispronger,82,2209.1833333333,26.941260162602,55.65,50.0,52.67,44.68,40.28,52.59,31.42,28.9,52.09,3.34,2.88,53.71,3.13,2.67,53.97,27.89,22.08,55.82,11.84,9.51,55.47,1.93,1.63,54.20,21.4,16.77,56.07,1.16,0.72,61.54,34.91,36.25,49.06,0.71,0.75,48.65,10.63,90.04,1.007,11.03,12.11,10.16,30.53,52.05,23.47,21.21,19.17,55.03
3,8458517,Scott Niedermayer,ANA,D,https://assets.nhle.com/mugs/nhl/20082009/ANA/8458517.png,https://assets.nhle.com/logos/nhl/svg/ANA_20062007-20122013_light.svg,27,scottniedermayer,82,2207.4833333333,26.920528455285,53.95,50.64,51.59,42.48,41.56,50.55,30.52,30.44,50.07,3.1,3.1,50.00,3.02,2.96,50.49,27.48,24.82,52.55,11.31,11.44,49.70,1.6,1.44,52.68,21.56,17.83,54.74,1.27,1.16,52.24,33.76,33.45,50.23,0.75,0.9,45.24,10.15,89.82,1.000,8.78,11.5,10.25,29.03,46.14,19.03,18.81,20.19,48.51
4,8470602,Dion Phaneuf,CGY,D,https://assets.nhle.com/mugs/nhl/20082009/CGY/8470602.png,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,3,dionphaneuf,80,2122.3,26.52875,66.35,49.79,57.13,50.27,41.05,55.05,36.36,29.8,54.96,3.93,3.45,53.26,3.38,2.79,54.73,30.59,23.52,56.53,12.86,10.18,55.83,2.23,1.92,53.74,23.63,17.79,57.05,1.39,1.13,55.22,45.08,33.08,57.68,0.9,0.9,50.00,10.81,88.43,0.992,9.98,9.13,6.81,39.98,59.43,24.6,15.92,13.32,64.88
5,8465009,Zdeno Chara,BOS,D,https://assets.nhle.com/mugs/nhl/20082009/BOS/8465009.png,https://assets.nhle.com/logos/nhl/svg/BOS_20082009-20222023_light.svg,33,zdenochara,80,2084.9666666667,26.062083333333,57.01,51.74,52.42,43.94,39.77,52.49,32.4,29.64,52.23,3.57,2.47,59.05,2.97,2.61,53.18,24.81,24.55,50.26,10.39,9.06,53.40,2.16,1.21,64.10,19.22,20.64,48.22,0.88,0.88,50.00,40.49,33.59,54.66,0.91,0.75,55.00,11.01,91.65,1.027,8.66,10.73,10.96,32.49,44.13,20.89,19.51,21.81,48.92
6,8471242,Mike Green,WSH,D,https://assets.nhle.com/mugs/nhl/20082009/WSH/8471242.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,27,michaelgreen,68,1752.4833333333,25.77181372549,76.55,49.03,60.96,56.66,38.07,59.81,40.88,27.22,60.03,4.96,2.12,70.05,4.01,2.45,62.11,37.76,25.81,59.4,12.98,9.79,56.99,1.95,1.16,62.64,33.05,21.36,60.74,2.51,0.91,73.33,49.45,29.38,62.74,1.43,0.4,78.38,12.14,92.20,1.043,10.37,9.83,6.27,36.63,62.35,24.92,17.6,11.61,68.23
7,8470281,Duncan Keith,CHI,D,https://assets.nhle.com/mugs/nhl/20082009/CHI/8470281.png,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,2,duncankeith,77,1967.9166666667,25.557359307359,53.63,49.12,52.2,42.14,38.54,52.23,32.75,29.73,52.42,3.32,2.68,55.33,2.59,2.61,49.75,23.26,23.45,49.8,9.57,10.46,47.79,1.71,1.59,51.85,18.25,17.32,51.31,1.1,0.73,60.00,38.09,32.33,54.10,0.97,0.75,56.41,10.15,90.97,1.011,6.68,11.77,9.76,38.54,40.63,15.28,20.24,20.37,42.86
8,8468309,Mark Streit,NYI,D,https://assets.nhle.com/mugs/nhl/20082009/NYI/8468309.png,https://assets.nhle.com/logos/nhl/svg/NYI_19971998-20092010_light.svg,32,markstreit,74,1866.0333333333,25.216666666667,62.44,52.57,54.29,45.66,39.13,53.85,33.25,28.3,54.02,3.6,2.83,56.00,3.24,2.68,54.75,28.97,24.44,54.24,12.83,10.9,54.07,1.93,1.61,54.55,21.52,18.05,54.39,0.81,0.77,51.35,40.27,34.0,54.22,1.35,0.88,60.42,10.83,90.00,1.008,13.15,11.61,9.74,28.1,57.44,27.2,18.91,17.52,60.82
9,8458951,Sergei Gonchar,PIT,D,https://assets.nhle.com/mugs/nhl/20082009/PIT/8458951.png,https://assets.nhle.com/logos/nhl/svg/PIT_20062007-20152016_light.svg,55,sergeigonchar,25,630.16666666667,25.206666666667,64.17,50.94,55.75,48.65,38.28,55.97,35.51,27.04,56.77,4.57,2.38,65.75,3.92,2.47,61.35,31.71,23.14,57.81,13.23,9.05,59.40,2.76,1.43,65.91,24.63,18.79,56.73,1.4,0.89,61.11,42.63,33.69,55.86,1.1,0.41,72.73,12.87,91.20,1.041,10.57,11.52,6.95,31.33,60.33,25.04,18.19,13.81,64.46
