,PlayerID,Player,Position,Team,Age,ATOI,Gper1kChunk,A1per1kChunk,A2per1kChunk,GPprb,xGA/60,GA/60,ATOI_StDev,Gper1kChunk_StDev,A1per1kChunk_StDev,A2per1kChunk_StDev,GPprb_StDev
0,8478403,Jack Eichel,C,VGK,28,20.731678754840562,9.502079938300517,9.41056365268448,12.294392494700372,0.9859221842172203,3.0736618767715087,2.8055372935969656,0.6515706603728112,1.5035645655424685,0.7725897779692443,0.5212954614086754,0.06195182104868905
1,8479407,Jesper Bratt,L,NJD,26,18.784609954444637,8.995420487666374,13.10885026721901,11.256675769222937,0.9858972756528224,2.958082325865582,2.9114451996873063,0.774525508396289,0.8413904064169623,1.0219497151642336,0.75141961644736,0.05244443509599142
2,8479343,Clayton Keller,R,UTA,26,19.377510195294864,10.814946019871584,10.040723724166254,10.928319067018176,0.9858806458141987,2.685266872731651,2.8554074130407194,0.5927552692348784,0.9432407548815227,0.9628318359439783,0.7881844656102588,0.04946997167257335
3,8479249,Andrew Poturalski,C,SJS,30,13.865032319745074,1.9085695311571378,7.620459050831175,10.368558283437459,0.03315890027499842,3.219574669396005,2.624232865659202,8.63556291323238,2.9519530188094194,3.6316644696069385,2.601408040662607,0.26452814550318915
4,8480803,Evan Bouchard,D,EDM,25,23.527437453653825,4.85288516383463,4.268722202151128,10.182644194448367,0.9858479082288641,2.518740716329435,2.3161257674054405,1.4496193537517237,0.5382026200244882,1.0878763339887252,1.0074470626715126,0.04459414173652741
5,8477492,Nathan MacKinnon,C,COL,29,22.828485949024785,10.617491105153304,15.874503955417634,10.158957983482148,0.9860048999705542,2.707599582904723,2.519471040120939,1.1583227959242988,1.7101776270233953,1.9732069640311405,1.2367619846332127,0.06999367839286107
6,8482116,Tim Stützle,C,OTT,22,20.254755195397127,8.971030834965333,9.359099551413296,10.085819479898449,0.9858055720336772,2.4209535328934835,2.5795315905315124,0.5844191634718572,0.8708876305072843,1.1203426362324143,0.9480127450177673,0.06399602302319843
7,8477493,Aleksander Barkov,C,FLA,29,20.28944299860815,8.996612806835804,10.894952791126151,9.883128901159926,0.966889762425661,2.894778508442204,2.8599477572557404,0.5469497292117534,1.1388249440739702,1.7380841156611342,1.2258298366141682,0.07445506672485651
8,8476453,Nikita Kucherov,R,TBL,31,21.418572856793478,11.892613578452528,17.067994563665227,9.73918541268688,0.97899953461765,2.676942020509301,2.970819744017066,0.8368626558522523,1.4048005225457294,2.9380081340035975,1.907016121973356,0.0959188542747657
9,8476906,Shayne Gostisbehere,D,CAR,31,18.699137279552644,3.8630920704270313,5.178956544654988,9.498794007595999,0.9724933748300576,2.4454673052997125,2.451193083670081,1.0432148256583487,0.4780905039033208,1.1418095650299487,0.7760016227225468,0.03653341077352436
