,PlayerID,Player,Team,Position,Headshot,Team Logo,Jersey Number,playerStripped,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
0,8477495,Seth Jones,CHI,D,https://assets.nhle.com/mugs/nhl/20212022/CHI/8477495.png,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,3,sethjones,78.0,2044.3666666667,5.0,46.0,18.0,28.0,51.0,53.68,194.0,2.58,9.46,365.0,255.0,106.0,29.0,7.0,13.0,28.0,14.0,14.0,0.0,0.0,12.0,71.0,34.0,99.0,148.0,145.0,0.0,0.0,-
1,8478469,Thomas Chabot,OTT,D,https://assets.nhle.com/mugs/nhl/20212022/OTT/8478469.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,72,thomaschabot,59.0,1545.3333333333,7.0,31.0,14.0,17.0,38.0,40.43,173.0,4.05,9.59,330.0,227.0,93.0,21.0,5.0,26.0,26.0,13.0,13.0,0.0,0.0,18.0,68.0,29.0,73.0,108.0,81.0,0.0,0.0,-
2,8470613,Brent Burns,SJS,D,https://assets.nhle.com/mugs/nhl/20212022/SJS/8470613.png,https://assets.nhle.com/logos/nhl/svg/SJS_20082009-20232024_light.svg,8,brentburns,82.0,2144.0333333333,10.0,44.0,25.0,19.0,54.0,46.96,203.0,4.93,9.13,446.0,293.0,90.0,9.0,10.0,34.0,42.0,21.0,21.0,0.0,0.0,8.0,97.0,68.0,55.0,60.0,40.0,0.0,1.0,0.00
3,8471724,Kris Letang,PIT,D,https://assets.nhle.com/mugs/nhl/20212022/PIT/8471724.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,58,krisletang,78.0,2010.6333333333,10.0,58.0,34.0,24.0,68.0,47.89,214.0,4.67,10.31,403.0,272.0,117.0,14.0,7.0,23.0,49.0,23.0,22.0,1.0,0.0,12.0,79.0,59.0,171.0,144.0,113.0,0.0,0.0,-
4,8474563,Drew Doughty,LAK,D,https://assets.nhle.com/mugs/nhl/20212022/LAK/8474563.png,https://assets.nhle.com/logos/nhl/svg/LAK_20192020-20232024_light.svg,8,drewdoughty,39.0,1004.05,7.0,24.0,10.0,14.0,31.0,52.54,99.0,7.07,5.45,183.0,127.0,64.0,10.0,3.0,12.0,30.0,15.0,15.0,0.0,0.0,6.0,24.0,9.0,60.0,77.0,14.0,0.0,0.0,-
5,8480069,Cale Makar,COL,D,https://assets.nhle.com/mugs/nhl/20212022/COL/8480069.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,8,calemakar,77.0,1976.4333333333,28.0,58.0,29.0,29.0,86.0,52.76,240.0,11.67,14.93,494.0,319.0,153.0,14.0,5.0,37.0,26.0,13.0,13.0,0.0,0.0,15.0,40.0,49.0,95.0,73.0,102.0,0.0,0.0,-
6,8478460,Zach Werenski,CBJ,D,https://assets.nhle.com/mugs/nhl/20212022/CBJ/8478460.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,8,zachwerenski,68.0,1745.3166666667,11.0,37.0,22.0,15.0,48.0,45.28,216.0,5.09,13.26,428.0,313.0,135.0,27.0,6.0,20.0,22.0,11.0,11.0,0.0,0.0,8.0,39.0,39.0,33.0,69.0,90.0,0.0,0.0,-
7,8474600,Roman Josi,NSH,D,https://assets.nhle.com/mugs/nhl/20212022/NSH/8474600.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,59,romanjosi,80.0,2043.7833333333,23.0,73.0,36.0,37.0,96.0,63.16,281.0,8.19,15.79,563.0,385.0,154.0,28.0,4.0,37.0,46.0,23.0,23.0,0.0,0.0,18.0,71.0,48.0,66.0,138.0,124.0,0.0,0.0,-
8,8478038,Devon Toews,COL,D,https://assets.nhle.com/mugs/nhl/20212022/COL/8478038.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,7,devontoews,66.0,1674.3666666667,13.0,44.0,11.0,33.0,57.0,46.34,158.0,8.23,8.1,267.0,202.0,77.0,22.0,6.0,14.0,20.0,10.0,10.0,0.0,0.0,5.0,34.0,45.0,54.0,40.0,78.0,0.0,0.0,-
9,8480800,Quinn Hughes,VAN,D,https://assets.nhle.com/mugs/nhl/20212022/VAN/8480800.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,43,quinnhughes,76.0,1917.35,8.0,60.0,31.0,29.0,68.0,55.74,150.0,5.33,6.96,342.0,202.0,90.0,8.0,2.0,23.0,28.0,14.0,14.0,0.0,0.0,9.0,42.0,41.0,19.0,105.0,56.0,0.0,0.0,-
