,PlayerID,Player,Team,Position,Headshot,Team Logo,Jersey Number,playerStripped,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
0,8470600,Ryan Suter,MIN,D,https://assets.nhle.com/mugs/nhl/20132014/MIN/8470600.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,22,ryansuter,82,2411.95,8,35,12,23,43,38.74,150,5.33,7.74,342,221,89,7,5,18,34,17,17,0,0,7,41,30,72,53,132,1,0,100.00
1,8474578,Erik Karlsson,OTT,D,https://assets.nhle.com/mugs/nhl/20132014/OTT/8474578.png,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,65,erikkarlsson,82,2217.9,20,54,26,28,74,60.66,257,7.78,13.2,589,383,130,17,8,29,36,18,18,0,0,22,115,68,122,130,101,0,0,-
2,8466285,Brian Campbell,FLA,D,https://assets.nhle.com/mugs/nhl/20132014/FLA/8466285.png,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,51,briancampbell,82,2210.5833333333,7,30,17,13,37,41.57,116,6.03,7.04,279,180,77,11,3,12,20,10,10,0,0,10,45,43,50,130,108,0,1,0.00
3,8470642,Shea Weber,NSH,D,https://assets.nhle.com/mugs/nhl/20132014/NSH/8470642.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,6,sheaweber,79,2125.3666666667,23,33,10,23,56,51.38,195,11.79,13.12,401,303,88,11,2,25,50,21,20,0,1,11,50,35,169,49,173,0,0,-
4,8474600,Roman Josi,NSH,D,https://assets.nhle.com/mugs/nhl/20132014/NSH/8474600.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,59,romanjosi,72,1902.1,13,27,16,11,40,44.94,168,7.74,8.46,300,219,88,15,6,13,18,9,9,0,0,11,34,22,32,88,150,0,0,-
5,8475171,Oliver Ekman-Larsson,PHX,D,https://assets.nhle.com/mugs/nhl/20132014/PHX/8475171.png,https://assets.nhle.com/logos/nhl/svg/PHX_20032004-20132014_light.svg,95,oliverekmanlarsson,80,2071.6166666667,15,29,12,17,44,44.90,199,7.54,13.31,444,285,124,20,5,27,50,25,25,0,0,24,36,26,134,130,80,0,1,0.00
6,8474563,Drew Doughty,LAK,D,https://assets.nhle.com/mugs/nhl/20132014/LAK/8474563.png,https://assets.nhle.com/logos/nhl/svg/LAK_20112012-20182019_light.svg,8,drewdoughty,78,2005.9,10,27,19,8,37,37.76,177,5.65,12.12,403,274,124,24,3,21,64,32,32,0,0,19,82,16,180,141,91,0,0,-
7,8474565,Alex Pietrangelo,STL,D,https://assets.nhle.com/mugs/nhl/20132014/STL/8474565.png,https://assets.nhle.com/logos/nhl/svg/STL_20082009-20242025_light.svg,7,alexpietrangelo,81,2054.0833333333,8,43,24,19,51,46.79,164,4.88,10.07,421,264,98,14,9,20,32,12,11,0,1,10,34,37,24,137,164,0,0,-
8,8467496,Andrei Markov,MTL,D,https://assets.nhle.com/mugs/nhl/20132014/MTL/8467496.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,79,andreimarkov,81,2044.3333333333,7,36,21,15,43,39.09,131,5.34,8.09,292,191,70,19,3,19,34,13,12,0,1,17,82,35,49,82,180,0,0,-
9,8470966,Mark Giordano,CGY,D,https://assets.nhle.com/mugs/nhl/20132014/CGY/8470966.png,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,55,markgiordano,64,1614.9666666667,14,33,14,19,47,54.65,180,7.78,9.78,403,254,108,15,4,21,59,28,27,1,0,20,43,39,73,106,103,0,0,-
