,PlayerID,Player,Team,Position,Headshot,Team Logo,Jersey Number,playerStripped,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
0,8470151,Jay Bouwmeester,FLA,D,https://assets.nhle.com/mugs/nhl/20072008/FLA/8470151.png,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,19,jaybouwmeester,82,2252.4666666667,15,22,12,10,37,40.22,182,8.24,9.52,332,244,74,19,7,19,72,36,36,0,0,8,65,19,105,99,118,0,0,-
1,8467096,Dan Boyle,TBL,D,https://assets.nhle.com/mugs/nhl/20072008/TBL/8467096.png,https://assets.nhle.com/logos/nhl/svg/TBL_20072008-20102011_light.svg,22,danboyle,37,1013.95,4,21,11,10,25,49.02,74,5.41,6.09,159,110,51,14,2,6,57,23,21,1,1,11,23,18,49,50,68,0,0,-
2,8465009,Zdeno Chara,BOS,D,https://assets.nhle.com/mugs/nhl/20072008/BOS/8465009.png,https://assets.nhle.com/logos/nhl/svg/BOS_20072008_light.svg,33,zdenochara,77,2066.65,17,34,18,16,51,42.50,207,8.21,8.98,391,286,48,6,5,18,114,47,42,4,1,33,50,30,223,94,78,0,0,-
3,8457063,Nicklas Lidstrom,DET,D,https://assets.nhle.com/mugs/nhl/20072008/DET/8457063.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,5,nicklaslidstrom,76,2030.0833333333,10,60,25,35,70,50.00,188,5.32,9.95,388,277,74,9,3,11,40,20,20,0,0,4,39,23,23,44,70,0,0,-
4,8470602,Dion Phaneuf,CGY,D,https://assets.nhle.com/mugs/nhl/20072008/CGY/8470602.png,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,3,dionphaneuf,82,2166.5833333333,17,43,20,23,60,44.78,263,6.46,15.34,531,372,130,28,13,28,182,71,60,10,1,66,51,52,194,123,88,0,0,-
5,8459424,Chris Pronger,ANA,D,https://assets.nhle.com/mugs/nhl/20072008/ANA/8459424.png,https://assets.nhle.com/logos/nhl/svg/ANA_20062007-20122013_light.svg,N/A,chrispronger,72,1872.0166666667,12,31,14,17,43,53.75,182,6.59,9.01,355,247,71,3,4,14,109,44,41,1,2,15,37,39,74,66,99,4,3,57.14
6,8459462,Bryan McCabe,TOR,D,https://assets.nhle.com/mugs/nhl/20072008/TOR/8459462.png,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,28,bryanmccabe,54,1398.4666666667,5,18,8,10,23,33.82,107,4.67,5.79,238,152,53,6,2,8,81,36,33,3,0,17,52,8,109,54,96,0,0,-
7,8458951,Sergei Gonchar,PIT,D,https://assets.nhle.com/mugs/nhl/20072008/PIT/8458951.png,https://assets.nhle.com/logos/nhl/svg/PIT_20062007-20152016_light.svg,55,sergeigonchar,78,2021.45,12,53,23,30,65,51.18,173,6.94,10.04,370,264,74,9,6,20,66,32,32,0,0,9,43,33,56,104,126,0,0,-
8,8458494,Sergei Zubov,DAL,D,https://assets.nhle.com/mugs/nhl/20072008/DAL/8458494.png,https://assets.nhle.com/logos/nhl/svg/DAL_19941995-20122013_light.svg,56,sergeizubov,46,1181.9666666667,4,31,16,15,35,47.30,84,4.76,5.29,187,125,35,2,0,13,12,6,6,0,0,6,45,30,14,40,41,0,0,-
9,8470281,Duncan Keith,CHI,D,https://assets.nhle.com/mugs/nhl/20072008/CHI/8470281.png,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,2,duncankeith,82,2096.0333333333,12,20,14,6,32,33.68,148,8.11,6.7,265,186,58,12,6,15,56,24,23,0,1,12,41,52,67,67,115,0,0,-
10,8467400,Francois Beauchemin,ANA,D,https://assets.nhle.com/mugs/nhl/20072008/ANA/8467400.png,https://assets.nhle.com/logos/nhl/svg/ANA_20062007-20122013_light.svg,23,francoisbeauchemin,82,2093.4833333333,2,19,13,6,21,33.87,144,1.39,8.25,302,227,65,15,4,6,59,28,27,1,0,21,46,36,97,62,71,0,1,0.00
11,8470085,Paul Ranger,TBL,D,https://assets.nhle.com/mugs/nhl/20072008/TBL/8470085.png,https://assets.nhle.com/logos/nhl/svg/TBL_20072008-20102011_light.svg,15,paulranger,72,1815.8666666667,10,21,9,12,31,37.80,105,9.52,5.55,211,147,63,13,9,8,54,26,26,0,0,13,53,38,106,104,118,0,0,-
12,8469770,Dennis Wideman,BOS,D,https://assets.nhle.com/mugs/nhl/20072008/BOS/8469770.png,https://assets.nhle.com/logos/nhl/svg/BOS_20072008_light.svg,6,denniswideman,81,2037.75,13,23,10,13,36,38.71,171,7.60,9.32,380,271,84,13,13,14,70,35,35,0,0,28,63,22,62,125,110,0,0,-
13,8466285,Brian Campbell,SJS,D,https://assets.nhle.com/mugs/nhl/20072008/SJS/8466285.png,https://assets.nhle.com/logos/nhl/svg/SJS_20072008_light.svg,51,briancampbell,83,2083.8666666667,8,54,28,26,62,47.69,142,5.63,8.75,302,219,56,9,2,22,20,10,10,0,0,13,62,22,61,137,96,0,0,-
14,8467496,Andrei Markov,MTL,D,https://assets.nhle.com/mugs/nhl/20072008/MTL/8467496.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,79,andreimarkov,82,2046.7,16,42,21,21,58,41.43,145,11.03,9.3,346,228,104,20,7,21,63,26,24,1,1,25,92,60,59,53,127,0,0,-
15,8462225,Filip Kuba,TBL,D,https://assets.nhle.com/mugs/nhl/20072008/TBL/8462225.png,https://assets.nhle.com/logos/nhl/svg/TBL_20072008-20102011_light.svg,17,filipkuba,75,1871.8166666667,6,25,9,16,31,30.69,113,5.31,7.78,235,172,73,13,4,10,40,18,18,0,0,8,60,23,69,79,131,0,2,0.00
16,8465200,Tomas Kaberle,TOR,D,https://assets.nhle.com/mugs/nhl/20072008/TOR/8465200.png,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,22,tomaskaberle,82,2037.9833333333,8,45,18,27,53,46.90,155,5.16,7.78,265,195,76,16,5,13,22,11,11,0,0,4,84,24,41,57,99,1,1,50.00
17,8466142,Eric Brewer,STL,D,https://assets.nhle.com/mugs/nhl/20072008/STL/8466142.png,https://assets.nhle.com/logos/nhl/svg/STL_20002001-20072008_light.svg,2,ericbrewer,77,1896.3333333333,1,21,10,11,22,30.56,101,0.99,5.32,230,151,62,8,3,9,91,37,33,3,1,21,47,27,92,69,123,0,0,-
18,8465058,Michal Rozsival,NYR,D,https://assets.nhle.com/mugs/nhl/20072008/NYR/8465058.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,32,michalrozsival,80,1964.3833333333,13,25,9,16,38,43.68,127,10.24,8.31,269,191,69,12,1,8,80,35,34,0,1,22,55,58,93,177,129,0,0,-
19,8470828,Toby Enstrom,ATL,D,https://assets.nhle.com/mugs/nhl/20072008/ATL/8470828.png,https://assets.nhle.com/logos/nhl/svg/ATL_19992000-20102011_light.svg,39,tobyenstrom,82,2006.4,5,33,11,22,38,35.51,105,4.76,6.88,208,142,55,4,1,3,42,21,21,0,0,15,52,30,21,120,106,0,0,-
20,8460561,Sheldon Souray,EDM,D,https://assets.nhle.com/mugs/nhl/20072008/EDM/8460561.png,https://assets.nhle.com/logos/nhl/svg/EDM_19971998-20102011_light.svg,44,sheldonsouray,26,632.88333333333,3,7,2,5,10,40.00,71,4.23,3.71,177,113,23,4,1,12,36,11,8,2,1,4,31,18,29,18,24,0,0,-
21,8466378,Martin St. Louis,TBL,R,https://assets.nhle.com/mugs/nhl/20072008/TBL/8466378.png,https://assets.nhle.com/logos/nhl/svg/TBL_20072008-20102011_light.svg,26,martinstlouis,82,1991.2833333333,25,58,38,20,83,67.48,241,10.37,26.3,412,337,240,111,11,16,26,12,12,0,0,33,63,65,34,79,45,3,9,25.00
