,PlayerID,Player,Team,Position,Headshot,Team Logo,Jersey Number,playerStripped,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
0,8478460,Zach Werenski,CBJ,D,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8478460.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,8,zachwerenski,28.0,1997-07-19,Grosse Pointe,MI,USA,USA,74.0,213.0,2015,CBJ,1,8,8
1,8477948,Travis Sanheim,PHI,D,https://assets.nhle.com/mugs/nhl/20252026/PHI/8477948.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,6,travissanheim,29.0,1996-03-29,Elkhorn,MB,CAN,CAN,75.0,181.0,2014,PHI,1,17,17
2,8480803,Evan Bouchard,EDM,D,https://assets.nhle.com/mugs/nhl/20252026/EDM/8480803.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,2,evanbouchard,25.0,1999-10-20,Oakville,ON,CAN,CAN,75.0,194.0,2018,EDM,1,10,10
3,8480839,Rasmus Dahlin,BUF,D,https://assets.nhle.com/mugs/nhl/20252026/BUF/8480839.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,26,rasmusdahlin,25.0,2000-04-13,Trollhattan,,SWE,SWE,75.0,202.0,2018,BUF,1,1,1
4,8481605,Jackson LaCombe,ANA,D,https://assets.nhle.com/mugs/nhl/20252026/ANA/8481605.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,2,jacksonlacombe,24.0,2001-01-09,Eden Prairie,MN,USA,USA,73.0,171.0,2019,ANA,2,8,39
5,8480036,Miro Heiskanen,DAL,D,https://assets.nhle.com/mugs/nhl/20252026/DAL/8480036.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,4,miroheiskanen,26.0,1999-07-18,Espoo,,FIN,FIN,73.0,195.0,2017,DAL,1,3,3
6,8480800,Quinn Hughes,VAN,D,https://assets.nhle.com/mugs/nhl/20252026/VAN/8480800.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,43,quinnhughes,26.0,1999-10-14,Orlando,FL,USA,USA,70.0,180.0,2018,VAN,1,7,7
7,8479410,Mikhail Sergachev,UTA,D,https://assets.nhle.com/mugs/nhl/20252026/UTA/8479410.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg?season=20252026,98,mikhailsergachev,27.0,1998-06-25,Nizhnekamsk,,RUS,RUS,73.0,217.0,2016,MTL,1,9,9
8,8481542,Moritz Seider,DET,D,https://assets.nhle.com/mugs/nhl/20252026/DET/8481542.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg?season=20252026,53,moritzseider,24.0,2001-04-06,Zell,,DEU,DEU,76.0,204.0,2019,DET,1,6,6
9,8478402,Connor McDavid,EDM,C,https://assets.nhle.com/mugs/nhl/20252026/EDM/8478402.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,97,connormcdavid,28.0,1997-01-13,Richmond Hill,ON,CAN,CAN,73.0,193.0,2015,EDM,1,1,1
10,8478397,Rasmus Andersson,CGY,D,https://assets.nhle.com/mugs/nhl/20252026/CGY/8478397.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,4,rasmusandersson,28.0,1996-10-27,Malmö,,SWE,SWE,73.0,202.0,2015,CGY,2,23,53
11,8481524,Bowen Byram,BUF,D,https://assets.nhle.com/mugs/nhl/20252026/BUF/8481524.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,4,bowenbyram,24.0,2001-06-13,Cranbrook,BC,CAN,CAN,73.0,190.0,2019,COL,1,4,4
12,8474600,Roman Josi,NSH,D,https://assets.nhle.com/mugs/nhl/20252026/NSH/8474600.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,59,romanjosi,35.0,1990-06-01,Bern,,CHE,CHE,73.0,201.0,2008,NSH,2,8,38
