,PlayerID,Player,Team,Position,Headshot,Team Logo,Jersey Number,playerStripped,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
0,8466285,Brian Campbell,FLA,D,https://assets.nhle.com/mugs/nhl/20112012/FLA/8466285.png,https://assets.nhle.com/logos/nhl/svg/FLA_19992000-20152016_light.svg,51,briancampbell,46,1979-05-23,Strathroy,ON,CAN,CAN,70,192,1997,BUF,6,22,156
1,8470281,Duncan Keith,CHI,D,https://assets.nhle.com/mugs/nhl/20112012/CHI/8470281.png,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,2,duncankeith,42,1983-07-16,Winnipeg,MB,CAN,CAN,73,192,2002,CHI,2,24,54
2,8470600,Ryan Suter,NSH,D,https://assets.nhle.com/mugs/nhl/20112012/NSH/8470600.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,22,ryansuter,40,1985-01-21,Madison,WI,USA,USA,73,205,2003,NSH,1,7,7
3,8471958,Dan Girardi,NYR,D,https://assets.nhle.com/mugs/nhl/20112012/NYR/8471958.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,5,dangirardi,41,1984-04-29,Welland,ON,CAN,CAN,73,212,-,-,-,-,-
4,8470642,Shea Weber,NSH,D,https://assets.nhle.com/mugs/nhl/20112012/NSH/8470642.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,6,sheaweber,39,1985-08-14,Sicamous,BC,CAN,CAN,76,230,2003,NSH,2,19,49
5,8470151,Jay Bouwmeester,CGY,D,https://assets.nhle.com/mugs/nhl/20112012/CGY/8470151.png,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,19,jaybouwmeester,41,1983-09-27,Edmonton,AB,CAN,CAN,76,206,2002,FLA,1,3,3
6,8467096,Dan Boyle,SJS,D,https://assets.nhle.com/mugs/nhl/20112012/SJS/8467096.png,https://assets.nhle.com/logos/nhl/svg/SJS_20082009-20232024_light.svg,22,danboyle,49,1976-07-12,Ottawa,ON,CAN,CAN,71,194,-,-,-,-,-
7,8467400,Francois Beauchemin,ANA,D,https://assets.nhle.com/mugs/nhl/20112012/ANA/8467400.png,https://assets.nhle.com/logos/nhl/svg/ANA_20062007-20122013_light.svg,23,francoisbeauchemin,45,1980-06-04,Sorel,QC,CAN,CAN,71,208,1998,MTL,3,17,75
8,8474578,Erik Karlsson,OTT,D,https://assets.nhle.com/mugs/nhl/20112012/OTT/8474578.png,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,65,erikkarlsson,35,1990-05-31,Landsbro,,SWE,SWE,72,190,2008,OTT,1,15,15
9,8470602,Dion Phaneuf,TOR,D,https://assets.nhle.com/mugs/nhl/20112012/TOR/8470602.png,https://assets.nhle.com/logos/nhl/svg/TOR_19871988-20152016_light.svg,3,dionphaneuf,40,1985-04-10,Edmonton,AB,CAN,CAN,75,222,2003,CGY,1,9,9
10,8465009,Zdeno Chara,BOS,D,https://assets.nhle.com/mugs/nhl/20112012/BOS/8465009.png,https://assets.nhle.com/logos/nhl/svg/BOS_20082009-20222023_light.svg,33,zdenochara,48,1977-03-18,Trencin,,SVK,SVK,81,250,1996,NYI,3,4,56
