,PlayerID,Player,Team,Position,Headshot,Team Logo,Jersey Number,playerStripped,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
0,8478469,Thomas Chabot,OTT,D,https://assets.nhle.com/mugs/nhl/20192020/OTT/8478469.png,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,72,thomaschabot,28.0,1997-01-30,Sainte-Marie,QC,CAN,CAN,74.0,195.0,2015,OTT,1,18,18
1,8474563,Drew Doughty,LAK,D,https://assets.nhle.com/mugs/nhl/20192020/LAK/8474563.png,https://assets.nhle.com/logos/nhl/svg/LAK_20192020-20232024_light.svg,8,drewdoughty,35.0,1989-12-08,London,ON,CAN,CAN,73.0,210.0,2008,L.A,1,2,2
2,8474600,Roman Josi,NSH,D,https://assets.nhle.com/mugs/nhl/20192020/NSH/8474600.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,59,romanjosi,35.0,1990-06-01,Bern,,CHE,CHE,73.0,201.0,2008,NSH,2,8,38
3,8471724,Kris Letang,PIT,D,https://assets.nhle.com/mugs/nhl/20192020/PIT/8471724.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,58,krisletang,38.0,1987-04-24,Montreal,QC,CAN,CAN,72.0,201.0,2005,PIT,3,1,62
4,8476472,Oscar Klefbom,EDM,D,https://assets.nhle.com/mugs/nhl/20192020/EDM/8476472.png,https://assets.nhle.com/logos/nhl/svg/EDM_20172018-20212022_light.svg,77,oscarklefbom,32.0,1993-07-20,Karlstad,,SWE,SWE,75.0,216.0,2011,EDM,1,19,19
5,8470613,Brent Burns,SJS,D,https://assets.nhle.com/mugs/nhl/20192020/SJS/8470613.png,https://assets.nhle.com/logos/nhl/svg/SJS_20082009-20232024_light.svg,8,brentburns,40.0,1985-03-09,Barrie,ON,CAN,CAN,77.0,230.0,2003,MIN,1,20,20
6,8477495,Seth Jones,CBJ,D,https://assets.nhle.com/mugs/nhl/20192020/CBJ/8477495.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,3,sethjones,30.0,1994-10-03,Arlington,TX,USA,USA,76.0,213.0,2013,NSH,1,4,4
7,8478500,Ivan Provorov,PHI,D,https://assets.nhle.com/mugs/nhl/20192020/PHI/8478500.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,9,ivanprovorov,28.0,1997-01-13,Yaroslavl,,RUS,RUS,73.0,201.0,2015,PHI,1,7,7
8,8470600,Ryan Suter,MIN,D,https://assets.nhle.com/mugs/nhl/20192020/MIN/8470600.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,22,ryansuter,40.0,1985-01-21,Madison,WI,USA,USA,73.0,205.0,2003,NSH,1,7,7
9,8474590,John Carlson,WSH,D,https://assets.nhle.com/mugs/nhl/20192020/WSH/8474590.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,74,johncarlson,35.0,1990-01-10,Natick,MA,USA,USA,75.0,215.0,2008,WSH,1,27,27
10,8474578,Erik Karlsson,SJS,D,https://assets.nhle.com/mugs/nhl/20192020/SJS/8474578.png,https://assets.nhle.com/logos/nhl/svg/SJS_20082009-20232024_light.svg,65,erikkarlsson,35.0,1990-05-31,Landsbro,,SWE,SWE,72.0,190.0,2008,OTT,1,15,15
11,8470281,Duncan Keith,CHI,D,https://assets.nhle.com/mugs/nhl/20192020/CHI/8470281.png,https://assets.nhle.com/logos/nhl/svg/CHI_19981999-20242025_light.svg,2,duncankeith,42.0,1983-07-16,Winnipeg,MB,CAN,CAN,73.0,192.0,2002,CHI,2,24,54
12,8476853,Morgan Rielly,TOR,D,https://assets.nhle.com/mugs/nhl/20192020/TOR/8476853.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,44,morganrielly,31.0,1994-03-09,Vancouver,BC,CAN,CAN,73.0,222.0,2012,TOR,1,5,5
13,8474565,Alex Pietrangelo,STL,D,https://assets.nhle.com/mugs/nhl/20192020/STL/8474565.png,https://assets.nhle.com/logos/nhl/svg/STL_20082009-20242025_light.svg,7,alexpietrangelo,35.0,1990-01-18,King City,ON,CAN,CAN,75.0,215.0,2008,STL,1,4,4
14,8475167,Victor Hedman,TBL,D,https://assets.nhle.com/mugs/nhl/20192020/TBL/8475167.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,77,victorhedman,34.0,1990-12-18,Ornskoldsvik,,SWE,SWE,79.0,244.0,2009,T.B,1,2,2
15,8470642,Shea Weber,MTL,D,https://assets.nhle.com/mugs/nhl/20192020/MTL/8470642.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,6,sheaweber,39.0,1985-08-14,Sicamous,BC,CAN,CAN,76.0,230.0,2003,NSH,2,19,49
16,8478460,Zach Werenski,CBJ,D,https://assets.nhle.com/mugs/nhl/20192020/CBJ/8478460.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,8,zachwerenski,28.0,1997-07-19,Grosse Pointe,MI,USA,USA,74.0,213.0,2015,CBJ,1,8,8
17,8479425,Filip Hronek,DET,D,https://assets.nhle.com/mugs/nhl/20192020/DET/8479425.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,17,filiphronek,27.0,1997-11-02,Hradec Králové,,CZE,CZE,72.0,190.0,2016,DET,2,23,53
18,8470966,Mark Giordano,CGY,D,https://assets.nhle.com/mugs/nhl/20192020/CGY/8470966.png,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,55,markgiordano,41.0,1983-10-03,Toronto,ON,CAN,CAN,72.0,205.0,-,-,-,-,-
19,8480036,Miro Heiskanen,DAL,D,https://assets.nhle.com/mugs/nhl/20192020/DAL/8480036.png,https://assets.nhle.com/logos/nhl/svg/DAL_20122013-20202021_light.svg,4,miroheiskanen,26.0,1999-07-18,Espoo,,FIN,FIN,73.0,195.0,2017,DAL,1,3,3
20,8473507,Jeff Petry,MTL,D,https://assets.nhle.com/mugs/nhl/20192020/MTL/8473507.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,46,jeffpetry,37.0,1987-12-09,Ann Arbor,MI,USA,USA,75.0,209.0,2006,EDM,2,15,45
21,8475176,Ryan Ellis,NSH,D,https://assets.nhle.com/mugs/nhl/20192020/NSH/8475176.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,94,ryanellis,34.0,1991-01-03,Hamilton,ON,CAN,CAN,70.0,180.0,2009,NSH,1,11,11
22,8477498,Darnell Nurse,EDM,D,https://assets.nhle.com/mugs/nhl/20192020/EDM/8477498.png,https://assets.nhle.com/logos/nhl/svg/EDM_20172018-20212022_light.svg,25,darnellnurse,30.0,1995-02-04,Hamilton,ON,CAN,CAN,76.0,221.0,2013,EDM,1,7,7
23,8476902,Esa Lindell,DAL,D,https://assets.nhle.com/mugs/nhl/20192020/DAL/8476902.png,https://assets.nhle.com/logos/nhl/svg/DAL_20122013-20202021_light.svg,23,esalindell,31.0,1994-05-23,Vantaa,,FIN,FIN,75.0,220.0,2012,DAL,3,13,74
24,8476958,Jaccob Slavin,CAR,D,https://assets.nhle.com/mugs/nhl/20192020/CAR/8476958.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,74,jaccobslavin,31.0,1994-05-01,Denver,CO,USA,USA,75.0,207.0,2012,CAR,4,29,120
25,8480145,Neal Pionk,WPG,D,https://assets.nhle.com/mugs/nhl/20192020/WPG/8480145.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,4,nealpionk,30.0,1995-07-29,Hermantown,MN,USA,USA,72.0,185.0,-,-,-,-,-
26,8475218,Mattias Ekholm,NSH,D,https://assets.nhle.com/mugs/nhl/20192020/NSH/8475218.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,14,mattiasekholm,35.0,1990-05-24,Borlange,,SWE,SWE,76.0,215.0,2009,NSH,4,11,102
27,8476462,Dougie Hamilton,CAR,D,https://assets.nhle.com/mugs/nhl/20192020/CAR/8476462.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,7,dougiehamilton,32.0,1993-06-17,Toronto,ON,CAN,CAN,78.0,230.0,2011,BOS,1,9,9
28,8479325,Charlie McAvoy,BOS,D,https://assets.nhle.com/mugs/nhl/20192020/BOS/8479325.png,https://assets.nhle.com/logos/nhl/svg/BOS_20082009-20222023_light.svg,73,charliemcavoy,27.0,1997-12-21,Long Beach,NY,USA,USA,73.0,209.0,2016,BOS,1,14,14
29,8475279,Ben Chiarot,MTL,D,https://assets.nhle.com/mugs/nhl/20192020/MTL/8475279.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,8,benchiarot,34.0,1991-05-09,Hamilton,ON,CAN,CAN,75.0,232.0,2009,ATL,4,29,120
