,GameID,Time (EST),Game Number,Game State,Period,Home Score,Home Team,Visiting Score,Visiting Team
110,2025020111,2025-10-23T19:00:00,111,1,1,0,Boston Bruins,0,Anaheim Ducks
111,2025020112,2025-10-23T19:00:00,112,1,1,0,Ottawa Senators,0,Philadelphia Flyers
112,2025020113,2025-10-23T18:45:00,113,1,1,0,Tampa Bay Lightning,0,Chicago Blackhawks
113,2025020114,2025-10-23T19:00:00,114,1,1,0,Florida Panthers,0,Pittsburgh Penguins
114,2025020115,2025-10-23T19:00:00,115,1,1,0,New York Islanders,0,Detroit Red Wings
115,2025020116,2025-10-23T19:00:00,116,1,1,0,New York Rangers,0,San Jose Sharks
116,2025020117,2025-10-23T20:00:00,117,1,1,0,St. Louis Blues,0,Utah Mammoth
117,2025020118,2025-10-23T20:00:00,118,1,1,0,Nashville Predators,0,Vancouver Canucks
118,2025020119,2025-10-23T21:00:00,119,1,1,0,Dallas Stars,0,Los Angeles Kings
119,2025020120,2025-10-23T20:00:00,120,1,1,0,Winnipeg Jets,0,Seattle Kraken
120,2025020121,2025-10-23T21:00:00,121,1,1,0,Colorado Avalanche,0,Carolina Hurricanes
121,2025020122,2025-10-23T21:00:00,122,1,1,0,Edmonton Oilers,0,Montréal Canadiens
122,2025020123,2025-10-24T19:30:00,123,1,1,0,Buffalo Sabres,0,Toronto Maple Leafs
123,2025020124,2025-10-24T19:00:00,124,1,1,0,New Jersey Devils,0,San Jose Sharks
124,2025020125,2025-10-24T19:00:00,125,1,1,0,Columbus Blue Jackets,0,Washington Capitals
125,2025020126,2025-10-24T20:00:00,126,1,1,0,Winnipeg Jets,0,Calgary Flames
126,2025020127,2025-10-25T12:30:00,127,1,1,0,Philadelphia Flyers,0,New York Islanders
127,2025020128,2025-10-25T15:00:00,128,1,1,0,Boston Bruins,0,Colorado Avalanche
128,2025020129,2025-10-25T17:00:00,129,1,1,0,Tampa Bay Lightning,0,Anaheim Ducks
129,2025020130,2025-10-25T18:00:00,130,1,1,0,Florida Panthers,0,Vegas Golden Knights
130,2025020131,2025-10-25T18:00:00,131,1,1,0,Minnesota Wild,0,Utah Mammoth
131,2025020132,2025-10-25T19:00:00,132,1,1,0,Toronto Maple Leafs,0,Buffalo Sabres
132,2025020133,2025-10-25T19:00:00,133,1,1,0,Detroit Red Wings,0,St. Louis Blues
133,2025020134,2025-10-25T19:00:00,134,1,1,0,Pittsburgh Penguins,0,Columbus Blue Jackets
134,2025020135,2025-10-25T19:00:00,135,1,1,0,Washington Capitals,0,Ottawa Senators
135,2025020136,2025-10-25T19:00:00,136,1,1,0,Vancouver Canucks,0,Montréal Canadiens
136,2025020137,2025-10-25T20:00:00,137,1,1,0,Nashville Predators,0,Los Angeles Kings
137,2025020138,2025-10-25T20:00:00,138,1,1,0,Dallas Stars,0,Carolina Hurricanes
138,2025020139,2025-10-25T22:00:00,139,1,1,0,Seattle Kraken,0,Edmonton Oilers
139,2025020140,2025-10-26T13:00:00,140,1,1,0,New Jersey Devils,0,Colorado Avalanche
140,2025020141,2025-10-26T17:00:00,141,1,1,0,Tampa Bay Lightning,0,Vegas Golden Knights
141,2025020142,2025-10-26T18:00:00,142,1,1,0,Minnesota Wild,0,San Jose Sharks
142,2025020143,2025-10-26T18:00:00,143,1,1,0,Winnipeg Jets,0,Utah Mammoth
143,2025020144,2025-10-26T19:00:00,144,1,1,0,Chicago Blackhawks,0,Los Angeles Kings
144,2025020145,2025-10-26T19:00:00,145,1,1,0,Nashville Predators,0,Dallas Stars
145,2025020146,2025-10-26T20:00:00,146,1,1,0,Calgary Flames,0,New York Rangers
146,2025020147,2025-10-26T22:00:00,147,1,1,0,Vancouver Canucks,0,Edmonton Oilers
147,2025020148,2025-10-27T19:00:00,148,1,1,0,Pittsburgh Penguins,0,St. Louis Blues
148,2025020149,2025-10-27T19:30:00,149,1,1,0,Ottawa Senators,0,Boston Bruins
149,2025020150,2025-10-28T18:00:00,150,1,1,0,Philadelphia Flyers,0,Pittsburgh Penguins
150,2025020151,2025-10-28T18:15:00,151,1,1,0,Toronto Maple Leafs,0,Calgary Flames
151,2025020152,2025-10-28T18:45:00,152,1,1,0,Buffalo Sabres,0,Columbus Blue Jackets
152,2025020153,2025-10-28T19:00:00,153,1,1,0,Florida Panthers,0,Anaheim Ducks
153,2025020154,2025-10-28T19:15:00,154,1,1,0,Boston Bruins,0,New York Islanders
154,2025020155,2025-10-28T18:30:00,155,1,1,0,Carolina Hurricanes,0,Vegas Golden Knights
155,2025020156,2025-10-28T19:45:00,156,1,1,0,Nashville Predators,0,Tampa Bay Lightning
156,2025020157,2025-10-28T20:00:00,157,1,1,0,Minnesota Wild,0,Winnipeg Jets
157,2025020158,2025-10-28T20:15:00,158,1,1,0,St. Louis Blues,0,Detroit Red Wings
158,2025020159,2025-10-28T20:30:00,159,1,1,0,Dallas Stars,0,Washington Capitals
159,2025020160,2025-10-28T20:45:00,160,1,1,0,Chicago Blackhawks,0,Ottawa Senators
160,2025020161,2025-10-28T21:00:00,161,1,1,0,Colorado Avalanche,0,New Jersey Devils
161,2025020162,2025-10-28T21:30:00,162,1,1,0,Edmonton Oilers,0,Utah Mammoth
162,2025020163,2025-10-28T22:00:00,163,1,1,0,Vancouver Canucks,0,New York Rangers
163,2025020164,2025-10-28T22:30:00,164,1,1,0,Seattle Kraken,0,Montréal Canadiens
164,2025020165,2025-10-28T23:00:00,165,1,1,0,San Jose Sharks,0,Los Angeles Kings
165,2025020166,2025-10-29T19:30:00,166,1,1,0,Columbus Blue Jackets,0,Toronto Maple Leafs
166,2025020167,2025-10-30T19:00:00,167,1,1,0,Boston Bruins,0,Buffalo Sabres
167,2025020168,2025-10-30T19:00:00,168,1,1,0,Ottawa Senators,0,Calgary Flames
168,2025020169,2025-10-30T19:00:00,169,1,1,0,Tampa Bay Lightning,0,Dallas Stars
169,2025020170,2025-10-30T19:00:00,170,1,1,0,Philadelphia Flyers,0,Nashville Predators
170,2025020171,2025-10-30T19:30:00,171,1,1,0,Carolina Hurricanes,0,New York Islanders
171,2025020172,2025-10-30T20:00:00,172,1,1,0,St. Louis Blues,0,Vancouver Canucks
172,2025020173,2025-10-30T20:00:00,173,1,1,0,Minnesota Wild,0,Pittsburgh Penguins
173,2025020174,2025-10-30T20:00:00,174,1,1,0,Winnipeg Jets,0,Chicago Blackhawks
174,2025020175,2025-10-30T21:00:00,175,1,1,0,Edmonton Oilers,0,New York Rangers
175,2025020176,2025-10-30T22:00:00,176,1,1,0,San Jose Sharks,0,New Jersey Devils
176,2025020177,2025-10-30T22:30:00,177,1,1,0,Los Angeles Kings,0,Detroit Red Wings
177,2025020178,2025-10-31T16:00:00,178,1,1,0,Vegas Golden Knights,0,Colorado Avalanche
178,2025020179,2025-10-31T19:00:00,179,1,1,0,Washington Capitals,0,New York Islanders
179,2025020180,2025-10-31T22:00:00,180,1,1,0,Anaheim Ducks,0,Detroit Red Wings
180,2025020181,2025-11-01T13:00:00,181,1,1,0,Boston Bruins,0,Carolina Hurricanes
181,2025020182,2025-11-01T15:00:00,182,1,1,0,Winnipeg Jets,0,Pittsburgh Penguins
182,2025020183,2025-11-01T15:30:00,183,1,1,0,Nashville Predators,0,Calgary Flames
183,2025020184,2025-11-01T16:00:00,184,1,1,0,San Jose Sharks,0,Colorado Avalanche
184,2025020185,2025-11-01T18:00:00,185,1,1,0,Florida Panthers,0,Dallas Stars
185,2025020186,2025-11-01T19:00:00,186,1,1,0,Buffalo Sabres,0,Washington Capitals
186,2025020187,2025-11-01T19:00:00,187,1,1,0,Montréal Canadiens,0,Ottawa Senators
187,2025020188,2025-11-01T19:00:00,188,1,1,0,Philadelphia Flyers,0,Toronto Maple Leafs
188,2025020189,2025-11-01T19:00:00,189,1,1,0,Columbus Blue Jackets,0,St. Louis Blues
189,2025020190,2025-11-01T19:00:00,190,1,1,0,Minnesota Wild,0,Vancouver Canucks
190,2025020191,2025-11-01T21:00:00,191,1,1,0,Los Angeles Kings,0,New Jersey Devils
191,2025020192,2025-11-01T22:00:00,192,1,1,0,Edmonton Oilers,0,Chicago Blackhawks
192,2025020193,2025-11-01T22:00:00,193,1,1,0,Seattle Kraken,0,New York Rangers
193,2025020194,2025-11-02T15:30:00,194,1,1,0,Utah Mammoth,0,Tampa Bay Lightning
194,2025020195,2025-11-02T17:00:00,195,1,1,0,New York Islanders,0,Columbus Blue Jackets
195,2025020196,2025-11-02T19:00:00,196,1,1,0,Philadelphia Flyers,0,Calgary Flames
196,2025020197,2025-11-02T20:00:00,197,1,1,0,Anaheim Ducks,0,New Jersey Devils
197,2025020198,2025-11-02T20:00:00,198,1,1,0,San Jose Sharks,0,Detroit Red Wings
198,2025020199,2025-11-03T19:30:00,199,1,1,0,Toronto Maple Leafs,0,Pittsburgh Penguins
199,2025020200,2025-11-03T20:30:00,200,1,1,0,St. Louis Blues,0,Edmonton Oilers
200,2025020201,2025-11-03T20:30:00,201,1,1,0,Nashville Predators,0,Vancouver Canucks
201,2025020202,2025-11-03T22:00:00,202,1,1,0,Seattle Kraken,0,Chicago Blackhawks
202,2025020203,2025-11-04T19:00:00,203,1,1,0,Buffalo Sabres,0,Utah Mammoth
203,2025020204,2025-11-04T19:00:00,204,1,1,0,Montréal Canadiens,0,Philadelphia Flyers
204,2025020205,2025-11-04T19:00:00,205,1,1,0,New York Islanders,0,Boston Bruins
205,2025020206,2025-11-04T19:00:00,206,1,1,0,New York Rangers,0,Carolina Hurricanes
206,2025020207,2025-11-04T20:00:00,207,1,1,0,Dallas Stars,0,Edmonton Oilers
207,2025020208,2025-11-04T20:00:00,208,1,1,0,Minnesota Wild,0,Nashville Predators
208,2025020209,2025-11-04T21:30:00,209,1,1,0,Colorado Avalanche,0,Tampa Bay Lightning
209,2025020210,2025-11-04T22:00:00,210,1,1,0,Vegas Golden Knights,0,Detroit Red Wings
210,2025020211,2025-11-04T22:00:00,211,1,1,0,Anaheim Ducks,0,Florida Panthers
211,2025020212,2025-11-04T22:30:00,212,1,1,0,Los Angeles Kings,0,Winnipeg Jets
212,2025020213,2025-11-05T19:00:00,213,1,1,0,Toronto Maple Leafs,0,Utah Mammoth
213,2025020214,2025-11-05T19:30:00,214,1,1,0,Washington Capitals,0,St. Louis Blues
214,2025020215,2025-11-05T21:30:00,215,1,1,0,Calgary Flames,0,Columbus Blue Jackets
215,2025020216,2025-11-05T22:00:00,216,1,1,0,Vancouver Canucks,0,Chicago Blackhawks
216,2025020217,2025-11-05T22:00:00,217,1,1,0,Seattle Kraken,0,San Jose Sharks
217,2025020218,2025-11-06T19:00:00,218,1,1,0,Boston Bruins,0,Ottawa Senators
218,2025020219,2025-11-06T19:00:00,219,1,1,0,Buffalo Sabres,0,St. Louis Blues
219,2025020220,2025-11-06T19:00:00,220,1,1,0,New Jersey Devils,0,Montréal Canadiens
220,2025020221,2025-11-06T19:30:00,221,1,1,0,Pittsburgh Penguins,0,Washington Capitals
221,2025020222,2025-11-06T19:00:00,222,1,1,0,Carolina Hurricanes,0,Minnesota Wild
222,2025020223,2025-11-06T20:00:00,223,1,1,0,Nashville Predators,0,Philadelphia Flyers
223,2025020224,2025-11-06T20:00:00,224,1,1,0,Dallas Stars,0,Anaheim Ducks
224,2025020225,2025-11-06T22:00:00,225,1,1,0,Vegas Golden Knights,0,Tampa Bay Lightning
225,2025020226,2025-11-06T22:00:00,226,1,1,0,Los Angeles Kings,0,Florida Panthers
226,2025020227,2025-11-07T19:00:00,227,1,1,0,Detroit Red Wings,0,New York Rangers
227,2025020228,2025-11-07T19:00:00,228,1,1,0,New York Islanders,0,Minnesota Wild
228,2025020229,2025-11-07T21:00:00,229,1,1,0,Calgary Flames,0,Chicago Blackhawks
229,2025020230,2025-11-07T22:00:00,230,1,1,0,San Jose Sharks,0,Winnipeg Jets
230,2025020231,2025-11-08T12:30:00,231,1,1,0,New Jersey Devils,0,Pittsburgh Penguins
231,2025020232,2025-11-08T13:00:00,232,1,1,0,Philadelphia Flyers,0,Ottawa Senators
232,2025020233,2025-11-08T15:30:00,233,1,1,0,Nashville Predators,0,Dallas Stars
233,2025020234,2025-11-08T19:00:00,234,1,1,0,Toronto Maple Leafs,0,Boston Bruins
234,2025020235,2025-11-08T19:00:00,235,1,1,0,Montréal Canadiens,0,Utah Mammoth
235,2025020236,2025-11-08T19:00:00,236,1,1,0,Tampa Bay Lightning,0,Washington Capitals
236,2025020237,2025-11-08T19:00:00,237,1,1,0,New York Rangers,0,New York Islanders
237,2025020238,2025-11-08T19:00:00,238,1,1,0,Carolina Hurricanes,0,Buffalo Sabres
238,2025020239,2025-11-08T19:00:00,239,1,1,0,St. Louis Blues,0,Seattle Kraken
239,2025020240,2025-11-08T22:00:00,240,1,1,0,Edmonton Oilers,0,Colorado Avalanche
240,2025020241,2025-11-08T22:00:00,241,1,1,0,Vancouver Canucks,0,Columbus Blue Jackets
241,2025020242,2025-11-08T22:00:00,242,1,1,0,Vegas Golden Knights,0,Anaheim Ducks
242,2025020243,2025-11-08T22:00:00,243,1,1,0,San Jose Sharks,0,Florida Panthers
243,2025020244,2025-11-09T13:00:00,244,1,1,0,Detroit Red Wings,0,Chicago Blackhawks
244,2025020245,2025-11-09T14:00:00,245,1,1,0,Pittsburgh Penguins,0,Los Angeles Kings
245,2025020246,2025-11-09T19:00:00,246,1,1,0,Toronto Maple Leafs,0,Carolina Hurricanes
246,2025020247,2025-11-09T19:00:00,247,1,1,0,Ottawa Senators,0,Utah Mammoth
247,2025020248,2025-11-09T19:00:00,248,1,1,0,Dallas Stars,0,Seattle Kraken
248,2025020249,2025-11-09T20:00:00,249,1,1,0,Minnesota Wild,0,Calgary Flames
249,2025020250,2025-11-09T22:00:00,250,1,1,0,Vancouver Canucks,0,Colorado Avalanche
250,2025020251,2025-11-09T22:00:00,251,1,1,0,Anaheim Ducks,0,Winnipeg Jets
251,2025020252,2025-11-10T19:00:00,252,1,1,0,New Jersey Devils,0,New York Islanders
252,2025020253,2025-11-10T19:00:00,253,1,1,0,New York Rangers,0,Nashville Predators
253,2025020254,2025-11-10T20:30:00,254,1,1,0,Edmonton Oilers,0,Columbus Blue Jackets
254,2025020255,2025-11-10T22:00:00,255,1,1,0,Vegas Golden Knights,0,Florida Panthers
255,2025020256,2025-11-11T19:00:00,256,1,1,0,Boston Bruins,0,Toronto Maple Leafs
256,2025020257,2025-11-11T19:00:00,257,1,1,0,Montréal Canadiens,0,Los Angeles Kings
257,2025020258,2025-11-11T19:00:00,258,1,1,0,Ottawa Senators,0,Dallas Stars
258,2025020259,2025-11-11T19:00:00,259,1,1,0,Carolina Hurricanes,0,Washington Capitals
259,2025020260,2025-11-11T20:00:00,260,1,1,0,St. Louis Blues,0,Calgary Flames
260,2025020261,2025-11-11T20:00:00,261,1,1,0,Minnesota Wild,0,San Jose Sharks
261,2025020262,2025-11-11T21:30:00,262,1,1,0,Colorado Avalanche,0,Anaheim Ducks
262,2025020263,2025-11-11T22:00:00,263,1,1,0,Vancouver Canucks,0,Winnipeg Jets
263,2025020264,2025-11-11T22:00:00,264,1,1,0,Seattle Kraken,0,Columbus Blue Jackets
264,2025020265,2025-11-12T19:00:00,265,1,1,0,Tampa Bay Lightning,0,New York Rangers
265,2025020266,2025-11-12T19:30:00,266,1,1,0,Philadelphia Flyers,0,Edmonton Oilers
266,2025020267,2025-11-12T21:00:00,267,1,1,0,Utah Mammoth,0,Buffalo Sabres
267,2025020268,2025-11-12T21:30:00,268,1,1,0,Chicago Blackhawks,0,New Jersey Devils
268,2025020269,2025-11-13T19:00:00,269,1,1,0,Toronto Maple Leafs,0,Los Angeles Kings
269,2025020270,2025-11-13T19:00:00,270,1,1,0,Montréal Canadiens,0,Dallas Stars
270,2025020271,2025-11-13T19:00:00,271,1,1,0,Ottawa Senators,0,Boston Bruins
271,2025020272,2025-11-13T19:00:00,272,1,1,0,Detroit Red Wings,0,Anaheim Ducks
272,2025020273,2025-11-13T19:00:00,273,1,1,0,Florida Panthers,0,Washington Capitals
273,2025020274,2025-11-13T19:30:00,274,1,1,0,Columbus Blue Jackets,0,Edmonton Oilers
274,2025020275,2025-11-13T21:00:00,275,1,1,0,Colorado Avalanche,0,Buffalo Sabres
275,2025020276,2025-11-13T21:00:00,276,1,1,0,Calgary Flames,0,San Jose Sharks
276,2025020277,2025-11-13T22:00:00,277,1,1,0,Vegas Golden Knights,0,New York Islanders
277,2025020278,2025-11-13T22:00:00,278,1,1,0,Seattle Kraken,0,Winnipeg Jets
278,2025020279,2025-11-14T19:00:00,279,1,1,0,Carolina Hurricanes,0,Vancouver Canucks
279,2025020280,2025-11-14T20:00:00,280,1,1,0,St. Louis Blues,0,Philadelphia Flyers
280,2025020281,2025-11-14T14:00:00,281,1,1,0,Nashville Predators,0,Pittsburgh Penguins
281,2025020282,2025-11-14T21:00:00,282,1,1,0,Utah Mammoth,0,New York Islanders
282,2025020283,2025-11-15T17:00:00,283,1,1,0,Florida Panthers,0,Tampa Bay Lightning
