,Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
68,Carter Hart,PHI,55,3163.7666666667,1664,1509,155,0.907,2.94,4.36,160.02,491,410,81,0.835,1.54,7.03,417,367,50,0.880,0.95,-5.18,663,640,23,0.965,0.44,2.87,75,280,35.46,21.26
69,Filip Gustavsson,MIN,39,2310.9333333333,1173,1092,81,0.931,2.1,31.34,102.82,285,239,46,0.839,1.19,5.1,344,319,25,0.927,0.65,11.97,489,479,10,0.980,0.26,9.08,70,166,35.35,19.19
70,David Rittich,WPG,21,1121.6833333333,506,456,50,0.901,2.67,-1.54,45.75,129,107,22,0.829,1.18,1.13,129,118,11,0.915,0.59,2.87,222,205,17,0.923,0.91,-8.34,27,65,36.07,24.24
71,Stuart Skinner,EDM,50,2903.0833333333,1537,1404,133,0.913,2.75,14.2,147.79,415,344,71,0.829,1.47,3.41,449,402,47,0.895,0.97,1.26,576,561,15,0.974,0.31,7.48,66,209,34.72,20.76
72,Jake Oettinger,DAL,62,3644.8833333333,1777,1633,144,0.919,2.37,26.18,163.07,472,395,77,0.837,1.27,7.63,469,422,47,0.900,0.77,3.41,729,709,20,0.973,0.33,8.45,86,241,35.85,19.77
73,Olle Eriksson Ek,ANA,1,63.983333333333,39,34,5,0.872,4.69,-1.26,3.0,7,5,2,0.714,1.88,-0.74,11,10,1,0.909,0.94,0.18,21,19,2,0.905,1.88,-1.18,0,5,35.00,20.00
74,Ukko-Pekka Luukkonen,BUF,33,1910.2166666667,1055,940,115,0.891,3.61,-13.96,100.49,311,246,65,0.791,2.04,-9.24,303,273,30,0.901,0.94,2.57,395,375,20,0.949,0.63,-4.59,33,144,33.92,19.69
75,Cayden Primeau,MTL,3,138.58333333333,54,46,8,0.852,3.46,-2.83,5.82,20,14,6,0.700,2.6,-2.41,15,13,2,0.867,0.87,-0.39,17,17,0,1.000,0.0,0.66,0,4,27.28,13.50
76,Daniil Tarasov,CBJ,17,874.13333333333,528,471,57,0.892,3.91,-6.43,48.93,143,113,30,0.790,2.06,-4.36,149,132,17,0.886,1.17,-0.99,220,210,10,0.955,0.69,-1.42,28,100,34.88,21.00
77,Eetu Makiniemi,S.J,2,84.333333333333,32,29,3,0.906,2.13,0.06,2.64,9,8,1,0.889,0.71,0.61,9,7,2,0.778,1.42,-1.03,12,12,0,1.000,0.0,0.47,4,3,32.72,26.00
78,Jiri Patera,VGK,2,120.0,70,65,5,0.929,2.5,1.7,7.87,22,18,4,0.818,2.0,-0.06,20,20,0,1.000,0.0,2.15,23,22,1,0.957,0.5,-0.1,4,13,31.69,11.20
79,Dylan Ferguson,OTT,2,118.86666666667,83,78,5,0.940,2.52,2.95,7.9,23,21,2,0.913,1.01,2.12,28,25,3,0.893,1.51,0.01,29,29,0,1.000,0.0,1.13,2,15,34.04,18.20
80,Jeremy Swayman,BOS,37,2012.9833333333,953,877,76,0.920,2.27,15.27,93.81,275,237,38,0.862,1.13,11.31,260,231,29,0.888,0.86,-1.05,364,355,9,0.975,0.27,5.2,51,146,35.08,21.29
81,Logan Thompson,VGK,37,2173.4333333333,1132,1036,96,0.915,2.65,12.41,96.76,277,234,43,0.845,1.19,6.67,301,269,32,0.894,0.88,0.35,494,474,20,0.960,0.55,-0.72,71,158,36.11,22.40
82,Alexandar Georgiev,COL,62,3700.3333333333,1905,1749,156,0.918,2.53,26.44,173.06,550,468,82,0.851,1.33,16.61,444,398,46,0.896,0.75,1.72,807,779,28,0.965,0.45,3.49,97,276,35.27,20.49
83,Collin Delia,VAN,20,1135.6666666667,526,464,62,0.882,3.28,-11.63,56.95,182,142,40,0.780,2.11,-7.37,126,115,11,0.913,0.58,2.54,198,187,11,0.944,0.58,-3.27,30,92,32.93,20.32
84,Lukas Dostal,ANA,19,1062.7166666667,679,612,67,0.901,3.78,-1.97,66.31,187,151,36,0.807,2.03,-2.47,193,179,14,0.927,0.79,6.74,273,256,17,0.938,0.96,-6.35,23,80,33.12,21.18
85,Kevin Mandolese,OTT,3,182.2,119,109,10,0.916,3.29,1.4,12.28,37,32,5,0.865,1.65,1.63,43,39,4,0.907,1.32,0.62,36,35,1,0.972,0.33,0.4,9,18,32.06,21.30
86,Pavel Francouz,COL,16,964.53333333333,493,451,42,0.915,2.61,5.21,42.16,128,100,28,0.781,1.74,-5.05,137,129,8,0.942,0.5,6.73,199,193,6,0.970,0.37,1.77,23,68,36.00,20.38
87,Kevin Lankinen,NSH,19,1069.1666666667,583,534,49,0.916,2.75,6.83,56.69,160,139,21,0.869,1.18,7.69,159,139,20,0.874,1.12,-2.91,231,223,8,0.965,0.45,1.01,31,95,34.54,23.61
88,Joel Hofer,STL,6,317.2,179,162,17,0.905,3.22,0.14,16.32,49,41,8,0.837,1.51,0.79,48,44,4,0.917,0.76,1.16,76,71,5,0.934,0.95,-2.03,8,20,33.32,23.24
89,Justus Annunen,COL,2,117.33333333333,48,41,7,0.854,3.58,-2.4,4.45,20,16,4,0.800,2.05,-0.41,8,6,2,0.750,1.02,-1.14,18,17,1,0.944,0.51,-0.3,1,7,32.67,17.57
90,Ivan Prosvetov,ARI,7,422.03333333333,234,206,28,0.880,3.98,-5.59,23.71,57,50,7,0.877,1.0,3.22,79,61,18,0.772,2.56,-9.51,92,89,3,0.967,0.43,0.59,14,38,33.59,24.71
91,Akira Schmid,N.J,18,901.35,408,376,32,0.922,2.13,7.07,38.74,101,83,18,0.822,1.2,0.11,112,101,11,0.902,0.73,1.04,175,172,3,0.983,0.2,3.83,11,59,36.24,17.13
92,Samuel Ersson,PHI,12,644.91666666667,327,294,33,0.899,3.07,-1.68,34.61,87,75,12,0.862,1.12,3.6,97,83,14,0.856,1.3,-3.57,125,118,7,0.944,0.65,-2.12,18,49,34.31,24.27
93,Spencer Knight,FLA,21,1168.75,627,565,62,0.901,3.18,-1.95,55.16,170,144,26,0.847,1.33,4.48,170,144,26,0.847,1.33,-7.73,254,244,10,0.961,0.51,-0.09,28,80,35.73,22.65
94,Mads Sogaard,OTT,19,1047.5,524,466,58,0.889,3.32,-7.82,50.34,150,121,29,0.807,1.66,-2.11,155,134,21,0.865,1.2,-4.34,195,187,8,0.959,0.46,-0.39,23,67,33.89,21.22
95,Pyotr Kochetkov,CAR,24,1403.9333333333,627,570,57,0.909,2.44,3.05,64.26,220,191,29,0.868,1.24,10.45,153,133,20,0.869,0.85,-3.56,211,203,8,0.962,0.34,0.23,38,92,33.66,19.89
96,Arturs Silovs,VAN,5,305.93333333333,152,138,14,0.908,2.75,0.56,13.88,38,31,7,0.816,1.37,-0.19,41,38,3,0.927,0.59,1.41,64,60,4,0.938,0.78,-1.5,7,27,38.19,21.71
97,Dustin Wolf,CGY,1,59.9,24,23,1,0.958,1.0,1.3,2.65,4,3,1,0.750,1.0,-0.28,6,6,0,1.000,0.0,0.64,8,8,0,1.000,0.0,0.31,3,4,47.38,7.00
98,Yaroslav Askarov,NSH,1,57.833333333333,35,31,4,0.886,4.15,-0.65,3.36,9,8,1,0.889,1.04,0.61,7,4,3,0.571,3.11,-2.25,14,14,0,1.000,0.0,0.55,3,9,50.03,23.25
99,Devon Levi,BUF,7,429.01666666667,222,201,21,0.905,2.94,0.26,23.1,77,66,11,0.857,1.54,2.81,63,55,8,0.873,1.12,-1.23,73,71,2,0.973,0.28,0.85,9,43,31.08,20.52
100,Leevi Merilainen,OTT,2,85.083333333333,49,43,6,0.878,4.23,-1.31,5.43,14,13,1,0.929,0.71,1.51,15,11,4,0.733,2.82,-2.39,15,14,1,0.933,0.71,-0.41,2,9,37.43,30.50
101,Arvid Soderblom,CHI,15,835.23333333333,453,405,48,0.894,3.45,-4.62,42.43,133,109,24,0.820,1.72,-0.15,130,113,17,0.869,1.22,-3.03,165,158,7,0.958,0.5,-0.56,23,64,34.77,20.02
102,Jet Greaves,CBJ,1,58.95,49,46,3,0.939,3.05,1.69,5.77,21,18,3,0.857,3.05,0.77,14,14,0,1.000,0.0,1.5,13,13,0,1.000,0.0,0.51,4,6,27.96,14.00
103,Matthew Berlin,EDM,1,2.4333333333333,1,1,0,1.000,0.0,0.1,0.01,0,0,0,-,0.0,0.0,0,0,0,-,0.0,0.0,1,1,0,1.000,0.0,0.04,0,0,51.00,-
104,Jett Alexander,TOR,1,1.1666666666667,0,0,0,-,0.0,0.0,0.0,0,0,0,-,0.0,0.0,0,0,0,-,0.0,0.0,0,0,0,-,0.0,0.0,0,0,-,-
105,Jaxson Stauber,CHI,6,363.5,191,174,17,0.911,2.81,1.29,18.42,60,54,6,0.900,0.99,4.76,50,41,9,0.820,1.49,-3.63,70,68,2,0.971,0.33,0.73,8,31,33.31,21.29
106,Matt Murray,DAL,3,177.03333333333,64,54,10,0.844,3.39,-3.87,7.22,25,19,6,0.760,2.03,-1.52,20,18,2,0.900,0.68,0.15,15,13,2,0.867,0.68,-1.41,5,9,30.95,21.50
