,Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
17,Jacob Markstrom,CGY,43,2486.55,1160,1049,111,0.904,2.68,-4.15,95.06,293,234,59,0.799,1.42,-3.34,336,299,37,0.89,0.89,-3.06,474,459,15,0.968,0.36,1.15,48,92,35.77,20.53
18,Jake Allen,MTL,29,1702.6,816,740,76,0.907,2.68,-0.83,68.32,238,191,47,0.803,1.66,-1.79,201,180,21,0.896,0.74,-0.7,339,331,8,0.976,0.28,3.55,48,76,36.06,20.13
19,Michael Hutchinson,TOR,8,421.86666666667,211,194,17,0.919,2.42,2.44,15.03,41,34,7,0.829,1.0,0.79,63,56,7,0.889,1.0,-0.64,95,92,3,0.968,0.43,0.24,12,10,37.32,20.29
20,Braden Holtby,VAN,21,1260.4833333333,695,618,77,0.889,3.67,-12.98,63.96,197,148,49,0.751,2.33,-11.58,224,205,19,0.915,0.9,3.63,256,247,9,0.965,0.43,-0.28,38,69,32.94,18.96
21,Dustin Tokarski,BUF,13,729.43333333333,447,404,43,0.904,3.54,-1.82,36.58,112,92,20,0.821,1.65,1.28,106,95,11,0.896,0.9,-0.29,206,194,12,0.942,0.99,-4.98,17,44,38.35,25.07
22,Martin Jones,S.J,34,1868.4166666667,979,877,102,0.896,3.28,-11.82,85.4,259,200,59,0.772,1.89,-9.8,262,236,26,0.901,0.83,0.46,411,394,17,0.959,0.55,-3.0,53,104,36.01,20.23
23,Mikko Koskinen,EDM,26,1438.8166666667,754,678,76,0.899,3.17,-6.55,63.29,194,157,37,0.809,1.54,-0.15,209,183,26,0.876,1.08,-4.89,313,300,13,0.958,0.54,-2.34,32,81,35.38,20.09
24,Robin Lehner,VGK,19,1155.3166666667,505,461,44,0.913,2.29,2.52,47.26,150,125,25,0.833,1.3,3.5,129,119,10,0.922,0.52,3.03,188,179,9,0.952,0.47,-2.6,31,66,34.99,23.02
25,Darcy Kuemper,ARI,27,1546.6166666667,710,644,66,0.907,2.56,-0.6,63.38,185,146,39,0.789,1.51,-3.85,185,165,20,0.892,0.78,-1.31,303,296,7,0.977,0.27,3.32,38,108,36.35,19.85
26,Carter Hutton,BUF,13,674.71666666667,341,302,39,0.886,3.47,-7.59,28.68,95,70,25,0.737,2.22,-6.95,78,69,9,0.885,0.8,-1.12,154,149,5,0.968,0.44,0.25,9,28,34.97,18.97
27,Cam Talbot,MIN,33,1976.1166666667,1008,922,86,0.915,2.61,6.85,78.44,211,170,41,0.806,1.24,-0.92,277,245,32,0.884,0.97,-4.02,471,458,13,0.972,0.39,3.04,37,111,38.09,21.43
28,Sergei Bobrovsky,FLA,31,1816.4666666667,934,846,88,0.906,2.91,-1.97,75.47,252,201,51,0.798,1.68,-3.13,267,246,21,0.921,0.69,5.97,373,358,15,0.96,0.5,-2.29,28,120,36.05,22.80
29,Calvin Pickard,DET,6,303.51666666667,127,111,16,0.874,3.16,-4.3,9.87,37,26,11,0.703,2.17,-3.97,37,32,5,0.865,0.99,-1.26,49,49,0,1.0,0.0,1.67,8,7,32.66,18.31
30,Jack Campbell,TOR,22,1284.4,585,539,46,0.921,2.15,7.89,49.05,145,118,27,0.814,1.26,0.55,169,158,11,0.935,0.51,6.07,246,238,8,0.967,0.37,0.38,23,50,35.79,20.48
31,Scott Wedgewood,N.J,16,888.03333333333,458,412,46,0.9,3.11,-3.81,40.35,139,114,25,0.820,1.69,1.41,137,122,15,0.891,1.01,-1.16,168,163,5,0.97,0.34,0.72,23,45,33.41,22.13
32,Philipp Grubauer,COL,40,2366.8666666667,992,915,77,0.922,1.95,14.38,82.22,256,220,36,0.859,0.91,12.63,253,226,27,0.893,0.68,-1.44,427,413,14,0.967,0.35,0.55,44,116,38.12,23.23
33,Louis Domingue,CGY,1,57.7,23,20,3,0.87,3.12,-0.88,1.52,5,2,3,0.400,3.12,-2.05,10,10,0,1.0,0.0,1.01,8,8,0,1.0,0.0,0.27,0,2,31.87,18.33
34,Petr Mrazek,CAR,12,670.98333333333,298,275,23,0.923,2.06,4.45,29.39,106,88,18,0.830,1.61,2.14,69,66,3,0.957,0.27,3.97,113,111,2,0.982,0.18,1.85,17,39,31.24,14.96
35,Frederik Andersen,TOR,24,1420.1166666667,669,599,70,0.895,2.96,-8.38,57.34,182,142,40,0.780,1.69,-5.42,173,153,20,0.884,0.85,-2.53,281,271,10,0.964,0.42,-0.43,36,51,35.84,19.46
36,Michael Houser,BUF,4,243.03333333333,141,127,14,0.901,3.46,-1.01,9.25,35,30,5,0.857,1.23,1.65,33,27,6,0.818,1.48,-2.67,70,67,3,0.957,0.74,-0.62,3,9,35.43,26.07
37,Keith Kinkaid,NYR,9,485.88333333333,204,183,21,0.897,2.59,-2.21,16.72,57,43,14,0.754,1.73,-3.17,46,43,3,0.935,0.37,1.65,86,82,4,0.953,0.49,-1.07,11,25,38.51,18.48
38,Laurent Brossoit,WPG,14,744.11666666667,368,338,30,0.918,2.42,3.9,31.93,100,88,12,0.880,0.97,7.0,103,92,11,0.893,0.89,-0.6,148,141,7,0.953,0.56,-1.96,12,36,33.83,25.90
39,Anton Forsberg,OTT,8,448.55,264,240,24,0.909,3.21,0.32,23.01,84,74,10,0.881,1.34,5.96,64,54,10,0.844,1.34,-3.54,108,104,4,0.963,0.54,-0.32,11,33,33.41,20.67
40,Jordan Binnington,STL,42,2448.2,1200,1092,108,0.91,2.65,2.54,107.18,307,246,61,0.801,1.49,-2.68,337,307,30,0.911,0.74,4.04,513,496,17,0.967,0.42,0.48,54,166,35.36,21.50
41,John Gibson,ANA,35,2032.0666666667,1043,942,101,0.903,2.98,-4.92,95.64,317,249,68,0.785,2.01,-7.78,304,278,26,0.914,0.77,4.71,396,389,7,0.982,0.21,6.49,40,134,32.22,18.13
42,Christopher Gibson,T.B,2,112.96666666667,40,35,5,0.875,2.66,-1.32,3.08,9,8,1,0.889,0.53,0.71,9,7,2,0.778,1.06,-1.09,19,17,2,0.895,1.06,-1.35,1,3,35.4,30.40
43,Maxime Lagace,PIT,1,60.0,29,29,0,1.0,0.0,2.67,2.0,10,10,0,1.000,0.0,1.9,5,5,0,1.0,0.0,0.51,10,10,0,1.0,0.0,0.34,4,2,41.45,-
44,Oscar Dansk,VGK,1,61.416666666667,29,25,4,0.862,3.91,-1.33,2.81,10,9,1,0.900,0.98,0.9,7,5,2,0.714,1.95,-1.29,11,10,1,0.909,0.98,-0.63,1,3,32.76,34.50
45,Malcolm Subban,CHI,16,881.33333333333,431,388,43,0.9,2.93,-3.3,37.79,127,99,28,0.780,1.91,-3.87,117,109,8,0.932,0.54,3.82,166,159,7,0.958,0.48,-1.35,18,49,33.76,18.49
46,Andrei Vasilevskiy,T.B,42,2523.6166666667,1235,1142,93,0.925,2.21,20.76,99.37,347,295,52,0.850,1.24,13.92,375,346,29,0.923,0.69,8.88,466,454,12,0.974,0.29,3.87,49,112,34.22,19.87
47,Matt Murray,OTT,27,1404.1833333333,738,659,79,0.893,3.38,-11.02,62.83,182,143,39,0.786,1.67,-4.42,211,182,29,0.863,1.24,-7.69,315,304,11,0.965,0.47,-0.27,26,70,36.07,22.37
48,Chris Driedger,FLA,23,1361.6,640,593,47,0.927,2.07,11.95,51.05,141,115,26,0.816,1.15,0.79,162,152,10,0.938,0.44,6.36,294,285,9,0.969,0.4,1.02,32,66,38.44,25.34
49,Joonas Korpisalo,CBJ,33,1747.7166666667,903,807,96,0.894,3.3,-12.82,75.33,240,184,56,0.767,1.92,-10.41,254,226,28,0.89,0.96,-2.34,374,362,12,0.968,0.41,0.74,40,91,34.32,22.51
50,Anthony Stolarz,ANA,8,464.61666666667,230,213,17,0.926,2.2,4.19,18.92,59,48,11,0.814,1.42,0.21,56,54,2,0.964,0.26,3.66,100,96,4,0.96,0.52,-0.59,8,23,36.67,25.18
51,Connor Hellebuyck,WPG,45,2602.8166666667,1335,1223,112,0.916,2.58,10.97,123.1,398,329,69,0.827,1.59,6.61,354,320,34,0.904,0.78,1.76,515,508,7,0.986,0.16,10.54,48,160,34.98,20.61
52,Linus Ullmark,BUF,20,1117.7333333333,591,542,49,0.917,2.63,5.44,44.96,131,107,24,0.817,1.29,0.89,152,137,15,0.901,0.81,0.35,287,277,10,0.965,0.54,-0.22,19,57,38.15,23.80
53,Aaron Dell,N.J,7,319.16666666667,154,132,22,0.857,4.14,-7.81,13.01,42,32,10,0.762,1.88,-2.02,35,26,9,0.743,1.69,-5.46,71,68,3,0.958,0.56,-0.58,4,18,36.12,24.82
54,Troy Grosenick,L.A,2,120.0,77,71,6,0.922,3.0,1.09,6.99,23,19,4,0.826,2.0,0.37,24,22,2,0.917,1.0,0.42,27,27,0,1.0,0.0,0.92,5,13,34.16,14.67
55,Antti Raanta,ARI,12,678.83333333333,401,363,38,0.905,3.36,-1.06,35.12,105,86,19,0.819,1.68,0.95,131,119,12,0.908,1.06,1.23,157,150,7,0.955,0.62,-1.65,23,55,33.69,21.97
56,Cal Petersen,L.A,35,2018.9166666667,1095,998,97,0.911,2.88,3.87,94.98,296,248,48,0.838,1.43,8.23,312,280,32,0.897,0.95,-0.48,428,412,16,0.963,0.48,-1.42,50,148,35.53,23.14
57,Marcus Hogberg,OTT,14,641.85,322,282,40,0.876,3.74,-10.34,27.4,80,67,13,0.838,1.22,2.2,91,75,16,0.824,1.5,-6.81,132,123,9,0.932,0.84,-4.5,14,39,36.91,28.08
58,Juuse Saros,NSH,36,2051.8,1041,968,73,0.93,2.13,22.89,84.23,263,222,41,0.844,1.2,8.96,284,265,19,0.933,0.56,9.69,451,438,13,0.971,0.38,2.36,41,116,34.66,18.81
59,Tristan Jarry,PIT,39,2185.3,1099,999,100,0.909,2.75,1.23,88.75,303,243,60,0.802,1.65,-2.44,256,235,21,0.918,0.58,4.86,499,480,19,0.962,0.52,-2.0,46,104,35.15,20.12
60,Eric Comrie,N.J,1,60.0,33,30,3,0.909,3.0,0.04,3.15,10,8,2,0.800,2.0,-0.1,5,5,0,1.0,0.0,0.51,17,16,1,0.941,1.0,-0.42,0,4,36.33,26.00
61,Thatcher Demko,VAN,35,2086.8,1164,1065,99,0.915,2.85,8.22,105.96,305,253,52,0.830,1.5,5.94,362,329,33,0.909,0.95,3.57,450,436,14,0.969,0.4,1.33,44,110,33.28,21.11
62,Alex Nedeljkovic,CAR,23,1392.0333333333,648,604,44,0.932,1.9,15.69,54.73,164,139,25,0.848,1.08,6.16,185,171,14,0.924,0.6,4.69,266,261,5,0.981,0.22,4.06,25,71,35.04,18.95
63,Vitek Vanecek,WSH,37,2115.4833333333,1029,934,95,0.908,2.69,-0.21,85.25,255,202,53,0.792,1.5,-4.56,254,230,24,0.906,0.68,1.66,454,437,17,0.963,0.48,-1.53,46,99,37.61,21.53
64,Jonas Johansson,"BUF, COL",15,816.83333333333,380,341,39,0.897,2.86,-4.0,31.23,116,96,20,0.828,1.47,2.04,99,84,15,0.848,1.1,-5.0,141,137,4,0.972,0.29,0.8,19,36,35.13,21.05
65,Elvis Merzlikins,CBJ,28,1496.8166666667,825,756,69,0.916,2.77,6.99,61.92,198,162,36,0.818,1.44,1.61,208,188,20,0.904,0.8,1.01,373,360,13,0.965,0.52,-0.29,37,94,37.82,21.46
66,Ilya Sorokin,NYI,22,1271.7833333333,563,517,46,0.918,2.17,5.86,47.52,140,111,29,0.793,1.37,-2.4,151,140,11,0.927,0.52,4.25,251,245,6,0.976,0.28,2.55,27,62,35.13,21.65
67,Ville Husso,STL,17,917.31666666667,460,411,49,0.893,3.21,-6.63,40.92,123,99,24,0.805,1.57,-0.63,111,94,17,0.847,1.11,-5.79,203,195,8,0.961,0.52,-1.08,20,64,35.03,23.14
68,Kaapo Kahkonen,MIN,24,1414.4666666667,690,622,68,0.901,2.88,-4.44,52.76,158,129,29,0.816,1.23,1.02,192,167,25,0.87,1.06,-5.61,318,304,14,0.956,0.59,-3.17,30,77,36.49,24.44
69,Igor Shesterkin,NYR,35,1899.0166666667,987,904,83,0.916,2.62,7.92,84.76,274,234,40,0.854,1.26,12.05,251,219,32,0.873,1.01,-6.65,406,395,11,0.973,0.35,2.83,43,85,36.39,22.33
70,Mackenzie Blackwood,N.J,35,2091.1,1082,976,106,0.902,3.04,-6.33,92.02,286,223,63,0.780,1.81,-8.67,305,279,26,0.915,0.75,4.81,466,449,17,0.964,0.49,-1.13,44,108,34.17,20.71
71,Dan Vladar,BOS,5,300.06666666667,149,132,17,0.886,3.4,-3.27,13.0,49,36,13,0.735,2.6,-3.69,39,35,4,0.897,0.8,-0.06,54,54,0,1.0,0.0,1.84,9,13,34.05,17.35
72,Ilya Samsonov,WSH,19,1092.8166666667,499,450,49,0.902,2.69,-3.04,41.19,127,100,27,0.787,1.48,-2.87,128,114,14,0.891,0.77,-1.07,220,212,8,0.964,0.44,-0.51,10,55,36.66,23.43
73,Adin Hill,ARI,19,1005.9,530,484,46,0.913,2.74,2.82,46.17,152,125,27,0.822,1.61,1.88,145,133,12,0.917,0.72,2.65,210,203,7,0.967,0.42,0.15,21,67,33.86,19.63
74,Joey Daccord,OTT,8,403.36666666667,214,192,22,0.897,3.27,-2.29,18.18,65,51,14,0.785,2.08,-1.65,52,46,6,0.885,0.89,-0.75,87,85,2,0.977,0.3,0.96,11,22,34.93,18.00
75,Casey DeSmith,PIT,20,1132.3166666667,544,496,48,0.912,2.54,2.11,47.96,174,146,28,0.839,1.48,5.06,133,118,15,0.887,0.79,-1.57,204,199,5,0.975,0.26,1.95,22,65,34.79,17.56
76,Kasimir Kaskisuo,NSH,1,15.366666666667,3,3,0,1.0,0.0,0.28,0.37,0,0,0,-,0.0,0.0,1,1,0,1.0,0.0,0.1,2,2,0,1.0,0.0,0.07,0,0,31.0,-
77,Alex Lyon,PHI,6,324.15,169,151,18,0.893,3.33,-2.43,13.69,41,31,10,0.756,1.85,-2.21,41,37,4,0.902,0.74,0.14,84,80,4,0.952,0.74,-1.14,6,14,35.34,20.17
78,Carter Hart,PHI,27,1456.3166666667,720,631,89,0.876,3.67,-22.68,60.59,221,166,55,0.751,2.27,-13.02,167,144,23,0.862,0.95,-6.13,295,285,10,0.966,0.41,0.05,31,80,35.53,19.04
79,Filip Gustavsson,OTT,9,471.56666666667,254,237,17,0.933,2.16,6.4,20.18,49,41,8,0.837,1.02,1.31,63,56,7,0.889,0.89,-0.64,128,126,2,0.984,0.25,2.36,15,21,38.96,21.29
80,David Rittich,"CGY, TOR",19,965.76666666667,463,417,46,0.901,2.86,-3.35,38.51,117,94,23,0.803,1.43,-0.77,133,117,16,0.88,0.99,-2.57,184,178,6,0.967,0.37,0.27,28,44,37.7,22.70
81,Stuart Skinner,EDM,1,59.683333333333,38,33,5,0.868,5.03,-1.5,3.63,11,10,1,0.909,1.01,1.09,9,7,2,0.778,2.01,-1.09,16,14,2,0.875,2.01,-1.45,2,7,36.26,31.20
82,Jake Oettinger,DAL,29,1604.1333333333,710,647,63,0.911,2.36,2.4,58.94,183,146,37,0.798,1.38,-2.23,189,174,15,0.921,0.56,4.09,303,292,11,0.964,0.41,-0.68,37,79,36.51,21.56
83,Ukko-Pekka Luukkonen,BUF,4,216.7,149,135,14,0.906,3.88,-0.27,12.29,36,30,6,0.833,1.66,0.84,35,31,4,0.886,1.11,-0.46,69,65,4,0.942,1.11,-1.65,6,11,36.61,23.36
84,Cayden Primeau,MTL,4,201.9,93,79,14,0.849,4.16,-5.43,8.65,26,17,9,0.654,2.67,-4.06,23,19,4,0.826,1.19,-1.68,40,39,1,0.975,0.3,0.36,5,10,35.47,19.79
85,Hunter Miska,COL,5,259.8,111,93,18,0.838,4.16,-7.78,8.96,33,25,8,0.758,1.85,-1.73,27,20,7,0.741,1.62,-4.27,48,45,3,0.938,0.69,-1.36,7,17,35.68,22.61
86,Matiss Kivlenieks,CBJ,2,123.35,71,64,7,0.901,3.4,-0.46,4.78,18,14,4,0.778,1.95,-0.58,14,12,2,0.857,0.97,-0.59,38,37,1,0.974,0.49,0.29,1,5,32.63,19.29
87,Jeremy Swayman,BOS,10,601.71666666667,271,256,15,0.945,1.5,9.96,20.03,57,51,6,0.895,0.6,4.83,69,65,4,0.942,0.4,2.97,133,128,5,0.962,0.5,-0.47,11,26,37.63,24.67
88,Logan Thompson,VGK,1,8.25,2,2,0,1.0,0.0,0.18,0.15,0,0,0,-,0.0,0.0,1,1,0,1.0,0.0,0.1,1,1,0,1.0,0.0,0.03,2,0,29.5,-
89,Josef Korenar,S.J,10,491.83333333333,258,232,26,0.899,3.17,-2.23,22.57,74,60,14,0.811,1.71,0.06,66,59,7,0.894,0.85,-0.33,105,100,5,0.952,0.61,-1.42,14,26,33.91,20.31
90,Alexandar Georgiev,NYR,19,973.93333333333,465,421,44,0.905,2.71,-1.17,39.63,106,83,23,0.783,1.42,-2.86,140,125,15,0.893,0.92,-0.86,202,196,6,0.97,0.37,0.88,22,42,35.93,19.89
91,Collin Delia,CHI,6,334.48333333333,205,185,20,0.902,3.59,-1.12,19.6,63,53,10,0.841,1.79,1.97,52,49,3,0.942,0.54,2.25,84,77,7,0.917,1.26,-4.14,8,30,32.58,26.30
92,Kevin Lankinen,CHI,37,2174.8166666667,1203,1094,109,0.909,3.01,1.81,100.03,348,284,64,0.816,1.77,2.11,333,303,30,0.91,0.83,3.64,473,458,15,0.968,0.41,1.11,49,126,33.02,21.83
93,Veini Vehvilainen,CBJ,1,10.666666666667,4,3,1,0.75,5.63,-0.63,0.15,0,0,0,-,0.0,0.0,1,0,1,0.0,5.63,-0.9,2,2,0,1.0,0.0,0.07,0,0,46.25,18.00
94,Ivan Prosvetov,ARI,3,130.01666666667,51,42,9,0.824,4.15,-4.3,4.6,15,12,3,0.800,1.38,-0.15,16,10,6,0.625,2.77,-4.38,17,17,0,1.0,0.0,0.58,4,5,38.67,21.11
95,Artyom Zagidulin,CGY,1,28.216666666667,11,9,2,0.818,4.25,-0.99,0.94,3,2,1,0.667,2.13,-0.43,4,3,1,0.75,2.13,-0.6,3,3,0,1.0,0.0,0.1,4,1,45.55,16.50
96,Spencer Knight,FLA,4,206.9,100,92,8,0.92,2.32,1.21,6.8,21,16,5,0.762,1.45,-1.01,22,19,3,0.864,0.87,-0.78,53,53,0,1.0,0.0,1.81,1,10,37.48,18.38
97,Alexei Melnichuk,S.J,3,130.58333333333,81,70,11,0.864,5.05,-3.54,7.99,28,24,4,0.857,1.84,1.32,27,21,6,0.778,2.76,-3.27,22,21,1,0.955,0.46,-0.25,5,13,31.78,18.09
