,Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
31,Thatcher Demko,VAN,23,1301.9666666667,569,506,63,0.889,2.9,-6.1,63.59,161,128,33,0.795,1.52,-1.83,146,130,16,0.89,0.74,1.95,235,221,14,0.940,0.65,-4.04,30,123,34.44,18.46
32,Alex Nedeljkovic,PIT,38,2150.85,1054,942,112,0.894,3.12,-6.6,104.01,281,225,56,0.801,1.56,-1.6,286,247,39,0.864,1.09,-3.84,431,414,17,0.961,0.47,1.26,84,219,36.38,20.59
33,Vitek Vanecek,"FLA, S.J",25,1393.6333333333,724,640,84,0.884,3.62,-11.6,71.35,185,142,43,0.768,1.85,-7.18,189,159,30,0.841,1.29,-6.76,314,303,11,0.965,0.47,2.3,44,132,36.43,18.64
34,Brandon Halverson,T.B,1,57.95,24,19,5,0.792,5.18,-2.6,2.92,10,6,4,0.600,4.14,-2.06,8,7,1,0.875,1.04,-0.02,5,5,0,1.000,0.0,0.21,4,4,28.79,10.40
35,Jonas Johansson,T.B,19,1110.25,554,496,58,0.895,3.13,-2.6,57.31,157,133,24,0.847,1.3,6.4,136,114,22,0.838,1.19,-5.28,230,218,12,0.948,0.65,-2.25,41,115,35.95,23.60
36,Elvis Merzlikins,CBJ,53,3170.9166666667,1557,1389,168,0.892,3.18,-12.3,156.78,430,352,78,0.819,1.48,5.25,380,325,55,0.855,1.04,-8.28,677,642,35,0.948,0.66,-6.32,112,304,34.76,21.20
37,Ilya Sorokin,NYI,61,3499.45,1696,1538,158,0.907,2.71,11.6,170.17,444,369,75,0.831,1.29,10.96,423,374,49,0.884,0.84,3.01,758,724,34,0.955,0.58,-1.88,60,328,34.41,21.16
38,Ville Husso,"ANA, DET",13,639.76666666667,336,299,37,0.89,3.47,-3.4,30.76,84,67,17,0.798,1.59,-0.74,73,66,7,0.904,0.66,1.98,161,148,13,0.919,1.22,-6.18,19,52,37.2,23.16
39,Kaapo Kahkonen,COL,1,58.266666666667,20,16,4,0.8,4.12,-2.0,2.52,5,3,2,0.600,2.06,-1.03,3,1,2,0.333,2.06,-1.63,9,9,0,1.000,0.0,0.38,4,5,46.7,17.25
40,Igor Shesterkin,NYR,61,3505.1333333333,1751,1584,167,0.905,2.86,8.1,186.19,504,411,93,0.815,1.59,4.58,470,416,54,0.885,0.92,3.79,692,672,20,0.971,0.34,9.32,140,348,33.8,19.42
41,Mackenzie Blackwood,"COL, S.J",56,3223.6333333333,1550,1413,137,0.912,2.55,18.0,158.82,395,329,66,0.833,1.23,10.47,413,359,54,0.869,1.01,-3.22,659,642,17,0.974,0.32,10.92,123,315,35.86,21.02
42,Dan Vladar,CGY,30,1781.0333333333,810,727,83,0.898,2.8,-2.0,76.73,193,148,45,0.767,1.52,-7.63,208,183,25,0.88,0.84,0.57,375,362,13,0.965,0.44,2.89,62,142,35.51,19.86
43,Sam Montembeault,MTL,62,3533.9833333333,1679,1513,166,0.901,2.82,1.9,191.52,469,383,86,0.817,1.46,4.8,433,384,49,0.887,0.83,4.24,687,656,31,0.955,0.53,-1.89,136,343,34.89,21.55
44,Ilya Samsonov,VGK,29,1745.3666666667,752,670,82,0.891,2.82,-6.8,79.0,198,158,40,0.798,1.38,-1.67,179,158,21,0.883,0.72,1.01,323,302,21,0.935,0.72,-7.31,46,169,36.01,22.06
45,Adin Hill,VGK,50,2940.2166666667,1293,1172,121,0.906,2.47,8.3,128.95,294,236,58,0.803,1.18,-1.08,353,311,42,0.881,0.86,1.4,583,562,21,0.964,0.43,3.7,70,281,36.01,19.99
46,Ales Stezka,SEA,1,58.333333333333,23,20,3,0.87,3.09,-0.7,2.31,8,7,1,0.875,1.03,0.55,6,4,2,0.667,2.06,-1.26,8,8,0,1.000,0.0,0.34,0,1,32.52,19.00
47,Karel Vejmelka,UTA,58,3368.3333333333,1509,1364,145,0.904,2.58,5.9,157.1,377,295,82,0.782,1.46,-9.01,375,336,39,0.896,0.69,7.11,664,640,24,0.964,0.43,4.13,85,266,36.8,18.91
48,Ivan Fedotov,PHI,26,1429.0166666667,624,549,75,0.88,3.15,-12.6,61.01,147,116,31,0.789,1.3,-2.54,182,152,30,0.835,1.26,-7.62,256,242,14,0.945,0.59,-3.15,53,120,37.06,22.75
49,Joey Daccord,SEA,57,3295.25,1600,1449,151,0.906,2.75,9.0,167.01,397,320,77,0.806,1.4,-0.14,408,363,45,0.89,0.82,5.16,711,682,29,0.959,0.53,1.13,80,366,36.32,20.82
50,Connor Ingram,UTA,22,1210.1166666667,558,492,66,0.882,3.27,-10.2,58.92,132,105,27,0.795,1.34,-1.44,140,119,21,0.85,1.04,-3.79,248,231,17,0.931,0.84,-6.49,29,109,38.03,23.06
51,Casey DeSmith,DAL,27,1504.5,761,696,65,0.915,2.59,11.1,79.34,194,161,33,0.830,1.32,4.56,197,179,18,0.909,0.72,6.22,327,313,14,0.957,0.56,-0.15,53,151,36.49,21.26
52,Charlie Lindgren,WSH,39,2287.0,987,883,104,0.895,2.73,-5.3,102.7,249,184,65,0.739,1.71,-16.79,237,216,21,0.911,0.55,8.14,455,437,18,0.960,0.47,1.28,66,165,35.9,18.53
53,Alex Lyon,DET,30,1559.6333333333,705,632,73,0.896,2.81,-2.5,76.15,192,156,36,0.813,1.38,1.17,183,161,22,0.88,0.85,0.5,298,283,15,0.950,0.58,-2.37,43,135,34.39,22.58
54,Joseph Woll,TOR,42,2442.3333333333,1216,1105,111,0.909,2.73,10.6,121.74,297,240,57,0.808,1.4,0.5,309,280,29,0.906,0.71,8.99,550,525,25,0.955,0.61,-1.7,89,241,35.79,21.10
55,Filip Gustavsson,MIN,58,3423.5833333333,1693,1547,146,0.914,2.56,23.3,155.41,390,327,63,0.838,1.1,12.5,455,398,57,0.875,1.0,-1.06,775,749,26,0.966,0.46,6.84,110,290,36.74,21.16
56,David Rittich,L.A,34,1860.4666666667,772,684,88,0.886,2.84,-10.8,74.21,202,158,44,0.782,1.42,-4.89,202,174,28,0.861,0.9,-3.16,314,298,16,0.949,0.52,-2.7,80,147,36.99,21.42
57,Stuart Skinner,EDM,51,2942.45,1324,1187,137,0.897,2.79,-4.6,138.27,332,262,70,0.789,1.43,-5.72,394,347,47,0.881,0.96,1.44,532,512,20,0.962,0.41,2.54,86,259,35.11,20.28
58,Jake Oettinger,DAL,58,3410.0666666667,1611,1464,147,0.909,2.59,14.1,161.05,387,300,87,0.775,1.53,-12.08,399,359,40,0.9,0.7,9.06,722,702,20,0.972,0.35,10.59,108,280,38.4,18.34
59,Ukko-Pekka Luukkonen,BUF,55,3172.2166666667,1490,1321,169,0.887,3.2,-20.0,152.06,384,297,87,0.773,1.65,-12.66,422,366,56,0.867,1.06,-4.12,609,583,26,0.957,0.49,-0.2,126,303,35.68,20.00
60,Cayden Primeau,MTL,11,523.7,250,209,41,0.836,4.7,-16.0,30.31,77,60,17,0.779,1.95,-2.09,82,67,15,0.817,1.72,-4.92,80,71,9,0.888,1.03,-5.61,27,47,32.71,21.46
61,Matt Villalta,UTA,1,60.0,31,28,3,0.903,3.0,0.1,3.92,8,7,1,0.875,1.0,0.55,9,7,2,0.778,2.0,-0.89,13,13,0,1.000,0.0,0.55,2,7,32.55,10.00
62,Daniil Tarasov,CBJ,20,1100.4166666667,544,479,65,0.881,3.54,-10.6,59.02,162,127,35,0.784,1.91,-3.64,140,117,23,0.836,1.25,-5.79,226,219,7,0.969,0.38,2.58,38,117,33.31,19.60
63,Jeremy Swayman,BOS,58,3390.5833333333,1629,1453,176,0.892,3.11,-13.1,160.63,404,319,85,0.790,1.5,-6.79,442,369,73,0.835,1.29,-18.66,697,679,18,0.974,0.32,11.53,133,288,36.12,20.13
64,Logan Thompson,WSH,43,2535.15,1172,1067,105,0.91,2.49,12.2,129.96,308,255,53,0.828,1.25,6.63,298,271,27,0.909,0.64,9.64,511,486,25,0.951,0.59,-3.35,86,247,34.79,21.88
65,Alexandar Georgiev,"COL, S.J",49,2671.8,1317,1152,165,0.875,3.71,-33.3,141.62,369,290,79,0.786,1.77,-7.56,371,327,44,0.881,0.99,1.61,523,481,42,0.920,0.94,-19.84,95,263,32.91,20.45
66,Jakub Skarek,NYI,2,76.15,39,34,5,0.872,3.94,-1.1,3.5,10,6,4,0.600,3.15,-2.06,11,11,0,1.0,0.0,1.35,18,17,1,0.944,0.79,-0.24,1,10,31.67,15.80
67,Lukas Dostal,ANA,54,3057.65,1625,1467,158,0.903,3.1,4.5,170.27,435,349,86,0.802,1.69,-1.78,425,380,45,0.894,0.88,7.25,698,671,27,0.961,0.53,2.57,107,279,34.56,19.92
68,Olivier Rodrigue,EDM,2,77.416666666667,29,25,4,0.862,3.1,-1.1,3.22,9,7,2,0.778,1.55,-0.26,13,11,2,0.846,1.55,-0.4,7,7,0,1.000,0.0,0.3,2,3,26.21,17.00
69,Kevin Lankinen,VAN,51,3019.7833333333,1345,1213,132,0.902,2.62,2.5,133.45,333,267,66,0.802,1.31,-1.53,334,296,38,0.886,0.76,3.07,594,566,28,0.953,0.56,-2.83,81,243,37.26,22.06
70,Joel Hofer,STL,31,1678.8166666667,767,693,74,0.904,2.64,2.7,68.62,165,130,35,0.788,1.25,-3.06,197,167,30,0.848,1.07,-5.78,358,349,9,0.975,0.32,6.17,76,130,36.91,19.72
71,Justus Annunen,"COL, NSH",34,1789.8166666667,814,719,95,0.883,3.18,-13.6,78.89,199,161,38,0.809,1.27,0.53,217,175,42,0.806,1.41,-15.32,355,340,15,0.958,0.5,0.04,58,141,35.91,22.31
72,Akira Schmid,VGK,5,238.1,90,85,5,0.944,1.26,4.0,8.68,16,13,3,0.813,0.76,0.1,33,32,1,0.97,0.25,3.06,40,39,1,0.975,0.25,0.69,2,15,33.81,20.00
73,Samuel Ersson,PHI,47,2601.7833333333,1162,1026,136,0.883,3.14,-19.8,113.01,282,220,62,0.780,1.43,-7.4,324,277,47,0.855,1.08,-7.16,478,451,27,0.944,0.62,-6.75,88,210,36.86,21.23
74,Spencer Knight,"CHI, FLA",38,2202.85,1012,912,100,0.901,2.72,1.2,105.14,284,244,40,0.859,1.09,14.98,264,227,37,0.86,1.01,-4.54,419,396,23,0.945,0.63,-5.25,49,194,34.7,22.93
75,Trent Miner,COL,2,91.633333333333,33,29,4,0.879,2.62,-0.7,2.33,6,4,2,0.667,1.31,-0.84,9,7,2,0.778,1.31,-0.89,15,15,0,1.000,0.0,0.64,3,5,47.15,22.75
76,Mads Sogaard,OTT,2,91.55,40,32,8,0.8,5.24,-4.0,5.32,14,11,3,0.786,1.97,-0.29,9,5,4,0.556,2.62,-2.89,15,14,1,0.933,0.66,-0.36,4,10,34.1,21.63
77,Pyotr Kochetkov,CAR,47,2790.7,1173,1052,121,0.897,2.6,-3.7,125.32,352,298,54,0.847,1.16,14.15,315,272,43,0.863,0.92,-4.27,440,416,24,0.945,0.52,-5.36,73,245,33.95,20.95
78,Arturs Silovs,VAN,10,542.51666666667,238,205,33,0.861,3.65,-9.2,22.27,63,48,15,0.762,1.66,-2.8,51,39,12,0.765,1.33,-5.73,113,107,6,0.947,0.66,-1.21,17,42,35.32,20.91
79,Dustin Wolf,CGY,53,3182.3666666667,1549,1409,140,0.91,2.64,14.9,152.51,403,336,67,0.834,1.26,11.02,431,379,52,0.879,0.98,0.99,625,604,21,0.966,0.4,5.48,123,277,35.46,20.67
80,Erik Portillo,L.A,1,58.616666666667,29,28,1,0.966,1.02,1.9,3.27,9,8,1,0.889,1.02,0.74,6,6,0,1.0,0.0,0.74,12,12,0,1.000,0.0,0.51,3,5,33.76,9.00
81,Nico Daws,N.J,6,262.85,114,107,7,0.939,1.6,4.4,12.26,27,25,2,0.926,0.46,3.23,29,25,4,0.862,0.91,-0.43,55,54,1,0.982,0.23,1.33,8,25,33.89,25.00
82,Drew Commesso,CHI,2,71.35,26,22,4,0.846,3.36,-1.4,3.7,6,3,3,0.500,2.52,-1.84,8,7,1,0.875,0.84,-0.02,9,9,0,1.000,0.0,0.38,5,9,38.73,14.50
83,Yaroslav Askarov,S.J,13,716.8,357,320,37,0.896,3.1,-1.3,39.16,101,83,18,0.822,1.51,1.55,104,91,13,0.875,1.09,-0.21,133,128,5,0.962,0.42,0.64,30,75,33.95,20.16
84,Devon Levi,BUF,9,480.63333333333,258,225,33,0.872,4.12,-7.2,24.68,63,46,17,0.730,2.12,-4.8,76,64,12,0.842,1.5,-2.66,102,98,4,0.961,0.5,0.32,23,48,36.97,20.48
85,Hunter Shepard,WSH,1,60.0,26,19,7,0.731,7.0,-4.4,2.79,10,5,5,0.500,5.0,-3.06,8,7,1,0.875,1.0,-0.02,6,5,1,0.833,1.0,-0.75,1,4,31.15,21.29
86,Joel Blomqvist,PIT,15,772.45,425,376,49,0.885,3.81,-6.5,41.06,106,92,14,0.868,1.09,6.52,120,99,21,0.825,1.63,-6.25,175,161,14,0.920,1.09,-6.59,33,69,35.88,26.53
87,Leevi Merilainen,OTT,10,662.98333333333,295,273,22,0.925,1.99,7.5,26.08,61,49,12,0.803,1.09,-0.19,66,61,5,0.924,0.45,3.11,142,137,5,0.965,0.45,1.02,28,54,40.77,21.95
88,Leevi Meriläinen,OTT,2,662.98333333333,295,273,22,0.925,1.99,7.5,26.08,61,49,12,0.803,1.09,-0.19,66,61,5,0.924,0.45,3.11,142,137,5,0.965,0.45,1.02,28,54,40.77,21.95
89,Jakub Dobes,MTL,16,874.78333333333,440,400,40,0.909,2.74,4.0,46.85,111,91,20,0.820,1.37,1.49,128,113,15,0.883,1.03,0.74,179,174,5,0.972,0.34,2.58,27,104,36.84,22.20
90,Sebastian Cossa,DET,1,45.0,14,12,2,0.857,2.67,-0.6,1.55,5,3,2,0.600,2.67,-1.03,3,3,0,1.0,0.0,0.37,5,5,0,1.000,0.0,0.21,1,3,38.86,8.50
91,Jesper Wallstedt,MIN,2,117.43333333333,51,43,8,0.843,4.09,-2.9,4.61,11,8,3,0.727,1.53,-0.87,14,10,4,0.714,2.04,-2.28,25,24,1,0.960,0.51,0.06,3,12,33.25,24.38
92,Tristan Lennox,NYI,1,4.7166666666667,2,1,1,0.5,12.72,-0.8,0.04,0,0,0,-,0.0,0.0,1,0,1,0.0,12.72,-0.88,0,0,0,-,0.0,0.0,0,0,61.0,29.00
93,Aleksei Kolosov,PHI,17,901.91666666667,406,352,54,0.867,3.59,-13.4,41.78,110,79,31,0.718,2.06,-9.7,106,93,13,0.877,0.86,0.03,172,162,10,0.942,0.67,-2.71,35,83,33.63,17.96
94,Arvid Soderblom,CHI,36,2096.5,1087,976,111,0.898,3.18,-2.3,110.26,300,234,66,0.780,1.89,-7.92,274,251,23,0.916,0.66,10.69,461,439,22,0.952,0.63,-2.47,81,195,34.54,20.03
95,Jet Greaves,CBJ,11,660.1,339,318,21,0.938,1.91,12.9,34.25,90,80,10,0.889,0.91,7.42,108,103,5,0.954,0.45,8.28,132,126,6,0.955,0.55,-0.41,23,76,33.77,23.48
96,Jaxson Stauber,UTA,6,313.18333333333,158,141,17,0.892,3.26,-1.2,15.88,37,30,7,0.811,1.34,0.16,40,32,8,0.8,1.53,-3.08,75,73,2,0.973,0.38,1.18,9,27,35.48,20.53
97,Clay Stevenson,WSH,1,60.0,38,33,5,0.868,5.0,-1.2,3.06,8,6,2,0.750,2.0,-0.45,9,6,3,0.667,3.0,-1.89,17,17,0,1.000,0.0,0.72,3,4,38.21,18.00
98,Nikke Kokko,SEA,1,29.95,6,4,2,0.667,4.01,-1.4,0.49,1,0,1,0.000,2.0,-0.81,4,3,1,0.75,2.0,-0.51,1,1,0,1.000,0.0,0.04,0,0,31.33,16.00
99,Dennis Hildeby,TOR,6,360.81666666667,157,137,20,0.873,3.33,-4.3,15.75,35,27,8,0.771,1.33,-1.22,47,38,9,0.809,1.5,-3.22,66,63,3,0.955,0.5,-0.2,9,32,35.65,23.65
100,Nikita Tolopilo,VAN,2,83.65,26,23,3,0.885,2.15,-0.4,2.79,2,2,0,1.000,0.0,0.39,9,8,1,0.889,0.72,0.11,12,10,2,0.833,1.43,-1.49,2,3,43.19,25.67
101,Yaniv Perets,CAR,1,8.2,7,6,1,0.857,7.32,-0.3,0.81,4,4,0,1.000,0.0,0.77,1,0,1,0.0,7.32,-0.88,2,2,0,1.000,0.0,0.08,0,1,20.43,25.00
102,Georgi Romanov,S.J,8,416.93333333333,219,192,27,0.877,3.89,-5.1,21.67,51,39,12,0.765,1.73,-2.13,60,50,10,0.833,1.44,-2.62,101,96,5,0.950,0.72,-0.72,12,43,35.73,20.78
103,Victor Ostman,SEA,1,20.0,12,12,0,1.0,0.0,1.2,1.1,4,4,0,1.000,0.0,0.77,6,6,0,1.0,0.0,0.74,2,2,0,1.000,0.0,0.08,0,2,21.5,-
