,Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
15,Louis Domingue,NYR,1,60.0,26,25,1,0.962,1.0,1.51,2.5,6,5,1,0.833,1.0,0.14,6,6,0,1.0,0.0,0.71,14,14,0,1.000,0.0,0.54,0,6,34.15,9.00
16,Petr Mrazek,CHI,56,3152.6666666667,1725,1565,160,0.907,3.05,6.72,159.77,463,375,88,0.810,1.67,-0.02,459,416,43,0.906,0.82,11.38,730,701,29,0.960,0.55,-1.07,94,285,34.63,18.08
17,Frederik Andersen,CAR,16,912.88333333333,410,382,28,0.932,1.84,11.63,37.69,108,95,13,0.880,0.85,7.52,104,92,12,0.885,0.79,0.32,171,168,3,0.982,0.2,3.54,28,78,36.1,19.57
18,Laurent Brossoit,WPG,23,1351.3166666667,620,575,45,0.927,2.0,14.92,60.27,152,131,21,0.862,0.93,7.88,162,145,17,0.895,0.75,2.19,272,265,7,0.974,0.31,3.41,32,116,36.54,20.42
19,Anton Forsberg,OTT,30,1569.75,764,680,84,0.89,3.21,-10.16,76.03,205,163,42,0.795,1.61,-3.05,197,169,28,0.858,1.07,-4.66,313,299,14,0.955,0.54,-2.02,47,142,35.75,20.06
20,Jordan Binnington,STL,57,3291.8333333333,1785,1629,156,0.913,2.84,16.52,179.09,496,416,80,0.839,1.46,14.25,423,376,47,0.889,0.86,3.12,786,757,29,0.963,0.53,1.08,89,322,33.56,19.46
21,Magnus Hellberg,PIT,3,119.88333333333,64,59,5,0.922,2.5,1.19,5.95,16,12,4,0.750,2.0,-0.96,21,20,1,0.952,0.5,1.49,26,26,0,1.000,0.0,0.99,3,11,31.97,16.00
22,John Gibson,ANA,46,2562.1166666667,1343,1192,151,0.888,3.54,-21.2,142.24,395,323,72,0.818,1.69,3.06,322,270,52,0.839,1.22,-13.85,577,550,27,0.953,0.63,-4.92,68,258,33.43,20.19
23,Malcolm Subban,CBJ,1,60.0,35,32,3,0.914,3.0,0.38,4.3,11,11,0,1.000,0.0,2.09,6,4,2,0.667,2.0,-1.29,18,17,1,0.944,1.0,-0.31,0,7,33.23,31.67
24,Andrei Vasilevskiy,T.B,52,3062.8666666667,1477,1329,148,0.9,2.9,-5.25,141.46,385,313,72,0.813,1.41,1.16,371,323,48,0.871,0.94,-4.04,645,617,28,0.957,0.55,-3.32,96,263,35.0,21.79
25,Chris Driedger,SEA,2,119.58333333333,60,55,5,0.917,2.51,0.8,6.06,16,13,3,0.813,1.51,0.04,12,10,2,0.833,1.0,-0.58,30,30,0,1.000,0.0,1.15,7,12,32.28,17.00
26,Joonas Korpisalo,OTT,55,3080.7333333333,1523,1355,168,0.89,3.27,-20.8,150.23,402,322,80,0.801,1.56,-3.61,385,333,52,0.865,1.01,-6.39,659,623,36,0.945,0.7,-10.78,87,313,34.62,20.95
27,Anthony Stolarz,FLA,27,1506.45,684,633,51,0.925,2.03,15.11,72.53,213,183,30,0.859,1.19,10.47,152,139,13,0.914,0.52,5.01,282,274,8,0.972,0.32,2.79,38,146,34.51,19.33
28,Connor Hellebuyck,WPG,60,3567.3333333333,1798,1656,142,0.921,2.39,31.78,174.68,498,413,85,0.829,1.43,9.63,414,372,42,0.899,0.71,7.05,792,777,15,0.981,0.25,15.31,90,344,35.97,18.37
29,Linus Ullmark,BOS,41,2400.4833333333,1208,1105,103,0.915,2.57,13.75,117.59,335,279,56,0.833,1.4,7.66,298,264,34,0.886,0.85,1.31,523,510,13,0.975,0.32,7.01,84,226,34.38,19.21
30,Matt Tomkins,T.B,6,360.21666666667,185,165,20,0.892,3.33,-2.12,18.23,48,40,8,0.833,1.33,1.12,52,44,8,0.846,1.33,-1.84,76,72,4,0.947,0.67,-1.09,11,39,35.28,22.90
31,Antti Raanta,CAR,24,1265.1833333333,493,430,63,0.872,2.99,-15.35,50.92,156,122,34,0.782,1.61,-4.36,125,102,23,0.816,1.09,-8.19,180,174,6,0.967,0.28,0.89,29,108,35.3,16.95
32,Cal Petersen,PHI,5,276.91666666667,132,114,18,0.864,3.9,-5.24,12.6,30,21,9,0.700,1.95,-3.3,34,31,3,0.912,0.65,1.03,59,53,6,0.898,1.3,-3.74,9,32,39.52,22.28
33,Juuse Saros,NSH,64,3625.4166666667,1845,1672,173,0.906,2.86,5.32,171.88,460,377,83,0.820,1.37,4.41,462,408,54,0.883,0.89,0.74,822,787,35,0.957,0.58,-3.54,128,334,34.71,20.81
34,Tristan Jarry,PIT,51,2740.6333333333,1368,1235,133,0.903,2.91,-0.78,137.38,345,267,78,0.774,1.71,-12.44,369,334,35,0.905,0.77,8.72,585,566,19,0.968,0.42,3.39,76,250,35.12,20.07
35,Eric Comrie,BUF,10,519.9,254,222,32,0.874,3.69,-7.45,29.03,85,66,19,0.776,2.19,-2.85,61,52,9,0.852,1.04,-1.77,98,94,4,0.959,0.46,-0.25,18,51,31.98,20.50
36,Spencer Martin,"CAR, CBJ",19,1072.2166666667,533,474,59,0.889,3.3,-7.49,53.8,150,119,31,0.793,1.73,-2.5,134,113,21,0.843,1.18,-5.12,225,218,7,0.969,0.39,1.61,25,101,33.74,18.31
37,Pheonix Copley,L.A,8,436.28333333333,177,154,23,0.87,3.16,-5.89,19.98,52,40,12,0.769,1.65,-2.12,46,37,9,0.804,1.24,-3.55,72,70,2,0.972,0.28,0.76,11,32,31.09,18.39
38,Thatcher Demko,VAN,51,3015.8833333333,1489,1366,123,0.917,2.45,20.91,143.67,401,335,66,0.835,1.31,10.2,351,314,37,0.895,0.74,4.59,664,644,20,0.970,0.4,5.41,80,261,34.99,20.89
39,Alex Nedeljkovic,PIT,38,2060.4666666667,1040,938,102,0.902,2.97,-1.48,98.0,264,203,61,0.769,1.78,-10.84,284,264,20,0.93,0.58,13.65,434,413,21,0.952,0.61,-4.39,56,192,35.75,18.53
40,Vitek Vanecek,N.J,32,1791.8166666667,862,767,95,0.89,3.18,-11.69,81.83,234,172,62,0.735,2.08,-17.54,208,188,20,0.904,0.67,4.64,366,353,13,0.964,0.44,1.01,45,143,35.89,17.63
41,Jonas Johansson,T.B,26,1477.4833333333,752,669,83,0.89,3.37,-10.32,72.8,209,169,40,0.809,1.62,-0.29,206,178,28,0.864,1.14,-3.59,299,285,14,0.953,0.57,-2.56,48,145,34.19,22.83
42,Elvis Merzlikins,CBJ,41,2258.6666666667,1267,1137,130,0.897,3.45,-7.55,128.09,338,270,68,0.799,1.81,-3.77,332,295,37,0.889,0.98,2.33,534,509,25,0.953,0.66,-4.57,63,256,34.52,20.15
43,Ilya Sorokin,NYI,56,3325.9833333333,1822,1655,167,0.908,3.01,9.1,167.58,453,380,73,0.839,1.32,13.08,461,401,60,0.87,1.08,-5.38,822,788,34,0.959,0.61,-2.54,110,339,36.01,21.69
44,Ville Husso,DET,19,1012.9166666667,556,496,60,0.892,3.55,-6.26,58.37,139,111,28,0.799,1.66,-1.59,159,137,22,0.862,1.3,-3.16,236,226,10,0.958,0.59,-0.97,22,117,34.47,20.85
45,Kaapo Kahkonen,"N.J, S.J",37,1914.2166666667,1139,1023,116,0.898,3.64,-5.92,112.05,260,219,41,0.842,1.29,8.4,329,279,50,0.848,1.57,-11.02,505,480,25,0.950,0.78,-5.68,49,205,34.41,23.04
46,Igor Shesterkin,NYR,55,3277.1,1606,1465,141,0.912,2.58,14.22,152.47,430,348,82,0.809,1.5,-0.29,397,359,38,0.904,0.7,9.04,697,676,21,0.970,0.38,5.67,123,322,35.03,18.67
47,Mackenzie Blackwood,S.J,44,2437.1333333333,1383,1243,140,0.899,3.45,-6.33,141.4,421,342,79,0.812,1.94,1.0,370,329,41,0.889,1.01,2.84,538,518,20,0.963,0.49,0.59,79,265,34.06,19.59
48,Felix Sandstrom,PHI,5,263.48333333333,96,79,17,0.823,3.87,-7.72,11.01,29,22,7,0.759,1.59,-1.49,24,16,8,0.667,1.82,-5.16,38,36,2,0.947,0.46,-0.55,8,25,33.88,21.53
49,Dan Vladar,CGY,20,1128.5166666667,574,506,68,0.882,3.62,-12.52,53.19,145,115,30,0.793,1.6,-2.45,157,135,22,0.86,1.17,-3.4,238,223,15,0.937,0.8,-5.89,45,89,35.79,24.37
50,Sam Montembeault,MTL,41,2429.8666666667,1307,1180,127,0.903,3.14,-0.68,138.2,357,287,70,0.804,1.73,-2.16,331,290,41,0.876,1.01,-1.78,555,539,16,0.971,0.4,5.24,65,258,35.07,18.26
51,Ilya Samsonov,TOR,40,2300.9666666667,1087,967,120,0.89,3.13,-14.94,107.68,276,218,58,0.790,1.51,-5.55,283,243,40,0.859,1.04,-6.47,491,469,22,0.955,0.57,-3.21,69,209,34.8,21.38
52,Adin Hill,VGK,35,1968.8166666667,979,890,89,0.909,2.71,5.62,94.14,227,190,37,0.837,1.13,6.13,276,241,35,0.873,1.07,-2.3,430,413,17,0.960,0.52,-0.55,59,186,34.83,21.22
53,Karel Vejmelka,ARI,38,2040.1333333333,1090,976,114,0.895,3.35,-8.65,105.61,278,221,57,0.795,1.68,-4.17,296,258,38,0.872,1.12,-2.93,453,434,19,0.958,0.56,-1.67,62,174,35.92,19.79
54,Ivan Fedotov,PHI,3,121.15,53,43,10,0.811,4.95,-4.88,4.59,10,5,5,0.500,2.48,-3.1,19,14,5,0.737,2.48,-2.75,21,21,0,1.000,0.0,0.8,3,7,35.96,17.50
55,Joey Daccord,SEA,50,2832.7833333333,1373,1257,116,0.916,2.46,16.7,127.16,284,221,63,0.778,1.33,-9.03,339,307,32,0.906,0.68,8.16,672,651,21,0.969,0.44,4.72,66,237,37.82,19.14
56,Kenneth Appleby,NYI,1,20.0,8,6,2,0.75,6.0,-1.23,0.61,4,3,1,0.750,3.0,-0.24,1,0,1,0.0,3.0,-0.88,3,3,0,1.000,0.0,0.11,0,0,28.5,19.00
57,Connor Ingram,ARI,50,2802.9333333333,1461,1325,136,0.907,2.91,5.2,145.03,375,316,59,0.843,1.26,12.26,389,338,51,0.869,1.09,-4.91,632,606,26,0.959,0.56,-1.82,77,257,34.17,21.09
58,Casey DeSmith,VAN,29,1663.4833333333,760,680,80,0.895,2.89,-6.55,76.76,215,169,46,0.786,1.66,-5.15,175,155,20,0.886,0.72,0.73,336,322,14,0.958,0.5,-1.14,34,151,34.5,19.55
59,Charlie Lindgren,WSH,50,2852.3833333333,1431,1304,127,0.911,2.67,11.31,138.88,377,309,68,0.820,1.43,3.64,343,309,34,0.901,0.72,6.64,636,611,25,0.961,0.53,-0.66,79,238,35.76,21.45
60,Alex Lyon,DET,44,2498.85,1325,1198,127,0.904,3.05,1.06,122.67,320,250,70,0.781,1.68,-9.19,354,311,43,0.879,1.03,-1.06,589,575,14,0.976,0.34,8.54,54,225,35.89,20.43
61,Joseph Woll,TOR,25,1471.65,772,700,72,0.907,2.94,2.61,74.02,231,191,40,0.827,1.63,3.89,199,180,19,0.905,0.77,4.58,299,286,13,0.957,0.53,-1.56,54,155,34.91,21.63
62,Carter Hart,PHI,26,1455.1833333333,727,659,68,0.906,2.8,2.26,66.94,176,143,33,0.813,1.36,0.44,185,163,22,0.881,0.91,-0.08,317,304,13,0.959,0.54,-0.87,34,123,36.66,21.18
63,Filip Gustavsson,MIN,45,2526.55,1283,1154,129,0.899,3.06,-5.0,117.56,308,245,63,0.795,1.5,-4.47,334,299,35,0.895,0.83,4.57,590,559,31,0.947,0.74,-8.42,57,196,35.32,20.75
64,David Rittich,L.A,24,1364.5166666667,621,572,49,0.921,2.15,11.02,63.56,167,141,26,0.844,1.14,5.73,152,137,15,0.901,0.66,3.01,275,267,8,0.971,0.35,2.52,25,121,34.76,22.33
65,Stuart Skinner,EDM,59,3361.35,1553,1406,147,0.905,2.62,3.1,152.67,402,323,79,0.803,1.41,-2.61,441,396,45,0.898,0.8,7.25,640,617,23,0.964,0.41,1.49,97,253,34.29,20.22
66,Jake Oettinger,DAL,54,3084.5833333333,1476,1336,140,0.905,2.72,2.65,137.28,369,291,78,0.789,1.52,-7.88,357,316,41,0.885,0.8,1.3,674,653,21,0.969,0.41,4.79,87,232,36.16,18.89
67,Ukko-Pekka Luukkonen,BUF,54,3081.4833333333,1470,1338,132,0.91,2.57,10.07,144.66,403,336,67,0.834,1.3,9.58,365,329,36,0.901,0.7,7.24,633,604,29,0.954,0.56,-4.78,87,276,35.31,23.02
68,Cayden Primeau,MTL,23,1324.8333333333,732,666,66,0.91,2.99,4.75,72.45,187,158,29,0.845,1.31,6.53,201,179,22,0.891,1.0,1.81,308,293,15,0.951,0.68,-3.21,47,135,35.36,22.06
69,Matt Villalta,ARI,2,71.966666666667,29,24,5,0.828,4.17,-2.2,2.79,5,3,2,0.600,1.67,-1.05,11,8,3,0.727,2.5,-1.7,12,12,0,1.000,0.0,0.46,0,3,33.66,15.40
70,Daniil Tarasov,CBJ,24,1376.4666666667,796,723,73,0.908,3.18,3.93,71.15,195,168,27,0.862,1.18,10.05,181,150,31,0.829,1.35,-9.56,387,372,15,0.961,0.65,-0.19,24,139,35.47,23.60
71,Jiri Patera,VGK,6,316.76666666667,196,175,21,0.893,3.98,-2.06,16.96,49,40,9,0.816,1.7,0.31,47,41,6,0.872,1.14,-0.43,90,84,6,0.933,1.14,-2.56,9,30,35.62,23.48
72,Jeremy Swayman,BOS,44,2565.85,1287,1179,108,0.916,2.53,16.39,126.5,336,273,63,0.813,1.47,0.85,311,283,28,0.91,0.65,8.85,571,554,17,0.970,0.4,4.85,95,238,35.57,18.58
73,Logan Thompson,VGK,46,2645.4666666667,1298,1179,119,0.908,2.7,6.45,119.82,300,235,65,0.783,1.47,-7.99,311,280,31,0.9,0.7,5.85,618,595,23,0.963,0.52,0.65,82,258,36.47,20.11
74,Alexandar Georgiev,COL,63,3637.95,1770,1588,182,0.897,3.0,-10.93,176.67,509,409,100,0.804,1.65,-3.28,389,341,48,0.877,0.79,-1.91,773,739,34,0.956,0.56,-4.42,95,336,34.87,18.52
75,Lukas Dostal,ANA,44,2322.8166666667,1310,1181,129,0.902,3.33,-2.39,124.55,347,280,67,0.807,1.73,-1.06,323,285,38,0.882,0.98,0.27,582,558,24,0.959,0.62,-1.73,58,207,34.31,20.35
76,Kevin Lankinen,NSH,24,1191.4166666667,609,553,56,0.908,2.82,2.86,58.78,156,127,29,0.814,1.46,0.64,167,153,14,0.916,0.71,5.79,253,240,13,0.949,0.65,-3.32,49,99,34.56,18.34
77,Joel Hofer,STL,30,1628.65,830,758,72,0.913,2.65,8.22,82.59,214,173,41,0.808,1.51,-0.34,214,190,24,0.888,0.88,1.35,368,362,6,0.984,0.22,8.08,39,133,33.61,18.85
78,Magnus Chrona,S.J,9,471.25,261,224,37,0.858,4.71,-11.77,27.09,65,47,18,0.723,2.29,-5.65,72,61,11,0.847,1.4,-2.47,111,103,8,0.928,1.02,-3.75,12,49,35.12,20.32
79,Justus Annunen,COL,14,801.08333333333,414,384,30,0.928,2.25,10.01,42.02,116,98,18,0.845,1.35,4.04,97,89,8,0.918,0.6,3.49,186,182,4,0.978,0.3,3.12,23,81,35.14,19.10
80,Ivan Prosvetov,COL,11,494.18333333333,248,222,26,0.895,3.16,-2.03,24.37,71,54,17,0.761,2.06,-3.51,68,61,7,0.897,0.85,1.06,97,95,2,0.979,0.24,1.71,13,46,32.61,17.42
81,Akira Schmid,N.J,19,914.15,457,409,48,0.895,3.15,-3.83,43.77,124,100,24,0.806,1.58,-0.44,103,87,16,0.845,1.05,-3.8,199,191,8,0.960,0.53,-0.38,25,79,34.95,19.10
82,Samuel Ersson,PHI,51,2809.4666666667,1204,1072,132,0.89,2.82,-15.63,125.24,332,261,71,0.786,1.52,-7.91,307,260,47,0.847,1.0,-10.63,494,480,14,0.972,0.3,4.9,78,272,35.7,20.52
83,Mads Sogaard,OTT,6,281.56666666667,135,116,19,0.859,4.05,-5.95,10.37,30,22,8,0.733,1.7,-2.3,35,29,6,0.829,1.28,-1.85,64,59,5,0.922,1.07,-2.55,6,16,34.96,24.53
84,Pyotr Kochetkov,CAR,42,2371.4833333333,1031,939,92,0.911,2.33,7.65,94.32,269,222,47,0.825,1.19,4.12,257,223,34,0.868,0.86,-3.55,433,423,10,0.977,0.25,6.57,58,166,36.92,20.83
85,Arturs Silovs,VAN,4,243.21666666667,84,74,10,0.881,2.47,-1.88,9.48,16,12,4,0.750,0.99,-0.96,18,16,2,0.889,0.49,0.13,47,43,4,0.915,0.99,-2.2,6,18,34.58,26.60
86,Dustin Wolf,CGY,17,950.5,467,417,50,0.893,3.16,-4.86,39.61,109,87,22,0.798,1.39,-1.29,127,108,19,0.85,1.2,-3.95,207,198,9,0.957,0.57,-1.08,37,69,36.58,20.90
87,Nico Daws,N.J,21,1144.05,568,508,60,0.894,3.15,-5.1,57.34,167,135,32,0.808,1.68,-0.27,129,112,17,0.868,0.89,-1.72,243,232,11,0.955,0.58,-1.7,27,116,34.84,20.73
88,Yaroslav Askarov,NSH,2,81.666666666667,35,33,2,0.943,1.47,1.38,3.82,8,7,1,0.875,0.73,0.52,10,9,1,0.9,0.73,0.18,17,17,0,1.000,0.0,0.65,3,11,32.09,21.50
89,Devon Levi,BUF,23,1294.9,666,599,67,0.899,3.1,-2.63,72.01,196,163,33,0.832,1.53,4.24,180,154,26,0.856,1.2,-4.67,267,259,8,0.970,0.37,2.22,32,151,31.95,19.15
90,Hunter Shepard,WSH,4,244.83333333333,123,110,13,0.894,3.19,-1.11,12.67,32,22,10,0.688,2.45,-3.92,29,27,2,0.931,0.49,1.44,58,57,1,0.983,0.25,1.22,4,26,34.91,17.62
91,Devin Cooley,S.J,6,301.48333333333,192,167,25,0.87,4.98,-6.44,20.73,51,38,13,0.745,2.59,-3.31,56,48,8,0.857,1.59,-1.37,72,68,4,0.944,0.8,-1.24,8,49,36.32,21.28
92,Jesper Wallstedt,MIN,3,179.28333333333,87,78,9,0.897,3.01,-0.59,6.14,11,7,4,0.636,1.34,-1.91,25,22,3,0.88,1.0,-0.04,50,48,2,0.960,0.67,-0.09,9,10,38.36,28.11
93,Arvid Soderblom,CHI,32,1744.3333333333,943,829,114,0.879,3.92,-22.86,93.56,263,201,62,0.764,2.13,-12.03,238,209,29,0.878,1.0,-0.8,402,379,23,0.943,0.79,-7.62,53,177,32.94,19.03
94,Jet Greaves,CBJ,9,515.86666666667,327,297,30,0.908,3.49,1.6,32.05,84,66,18,0.786,2.09,-2.04,72,67,5,0.931,0.58,3.53,153,146,7,0.954,0.81,-1.15,13,63,36.0,19.47
95,Matt Murray,DAL,1,60.0,23,23,0,1.0,0.0,2.22,2.03,3,3,0,1.000,0.0,0.57,4,4,0,1.0,0.0,0.47,14,14,0,1.000,0.0,0.54,2,4,43.78,-
96,Yaniv Perets,CAR,1,12.766666666667,1,1,0,1.0,0.0,0.1,0.04,0,0,0,-,0.0,0.0,1,1,0,1.0,0.0,0.12,0,0,0,-,0.0,0.0,0,0,28.0,-
97,Georgi Romanov,S.J,2,59.25,30,29,1,0.967,1.01,1.9,3.11,6,5,1,0.833,1.01,0.14,7,7,0,1.0,0.0,0.83,16,16,0,1.000,0.0,0.61,1,5,30.73,7.00
