,Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
14,Joonas Korpisalo,BOS,2,119.98333333333,47,40,7,0.851,3.5,-2.38,5.54,10,7,3,0.7,1.5,-1.08,22,18,4,0.818,2.0,-1.45,14,14,0,1.0,0.0,0.57,2,10,33.55,18.57
15,Anthony Stolarz,TOR,3,177.16666666667,79,70,9,0.886,3.05,-1.24,9.39,26,21,5,0.808,1.69,-0.01,23,19,4,0.826,1.35,-1.34,28,28,0,1.0,0.0,1.15,2,16,31.94,18.00
16,Connor Hellebuyck,WPG,2,118.73333333333,69,62,7,0.899,3.54,-0.22,7.88,23,19,4,0.826,2.02,0.42,23,21,2,0.913,1.01,0.66,22,21,1,0.955,0.51,-0.1,3,16,29.99,20.29
17,Linus Ullmark,OTT,3,176.98333333333,76,64,12,0.842,4.07,-4.53,7.08,19,13,6,0.684,2.03,-2.35,24,21,3,0.875,1.02,-0.22,30,27,3,0.9,1.02,-1.77,4,9,31.57,21.00
18,Juuse Saros,NSH,3,182.66666666667,94,89,5,0.947,1.64,4.23,7.94,23,18,5,0.783,1.64,-0.58,24,24,0,1.0,0.0,2.78,45,45,0,1.0,0.0,1.84,3,12,32.99,7.80
19,Tristan Jarry,PIT,1,59.4,37,34,3,0.919,3.03,0.63,3.33,8,8,0,1.0,0.0,1.54,15,12,3,0.8,3.03,-1.26,13,13,0,1.0,0.0,0.53,0,3,30.65,32.00
20,Eric Comrie,WPG,1,59.933333333333,35,33,2,0.943,2.0,1.44,3.25,6,5,1,0.833,1.0,0.15,11,11,0,1.0,0.0,1.27,17,16,1,0.941,1.0,-0.3,2,5,34.06,21.00
21,Thatcher Demko,VAN,2,116.96666666667,54,51,3,0.944,1.54,2.3,7.48,17,16,1,0.941,0.51,2.26,15,14,1,0.933,0.51,0.74,19,18,1,0.947,0.51,-0.22,0,12,31.37,21.33
22,Alex Nedeljkovic,S.J,1,61.4,31,27,4,0.871,3.91,-0.95,2.44,5,3,2,0.6,1.95,-1.04,8,8,0,1.0,0.0,0.93,17,16,1,0.941,0.98,-0.3,2,1,35.77,32.00
23,Vitek Vanecek,UTA,1,59.666666666667,13,11,2,0.846,2.01,-0.72,2.04,6,5,1,0.833,1.01,0.15,2,1,1,0.5,1.01,-0.77,5,5,0,1.0,0.0,0.2,0,3,26.69,10.00
24,Jonas Johansson,T.B,1,59.633333333333,33,30,3,0.909,3.02,0.24,2.77,4,4,0,1.0,0.0,0.77,7,4,3,0.571,3.02,-2.19,19,19,0,1.0,0.0,0.78,3,6,44.24,34.00
25,Elvis Merzlikins,CBJ,1,60.0,52,48,4,0.923,4.0,1.11,4.43,10,8,2,0.8,2.0,-0.08,13,12,1,0.923,1.0,0.51,25,24,1,0.96,1.0,0.02,4,8,38.9,13.50
26,Ilya Sorokin,NYI,3,172.2,82,70,12,0.854,4.18,-3.94,11.76,34,27,7,0.794,2.44,-0.47,21,17,4,0.81,1.39,-1.57,23,22,1,0.957,0.35,-0.06,3,29,29.99,18.50
27,Igor Shesterkin,NYR,3,179.28333333333,85,83,2,0.976,0.67,6.35,8.4,21,20,1,0.952,0.33,3.03,22,22,0,1.0,0.0,2.55,39,38,1,0.974,0.33,0.6,3,16,33.01,20.50
28,Dan Vladar,PHI,2,118.76666666667,60,56,4,0.933,2.02,1.89,5.66,17,16,1,0.941,0.51,2.26,13,12,1,0.923,0.51,0.51,27,25,2,0.926,1.01,-0.89,2,12,37.02,26.00
29,Sam Montembeault,MTL,2,118.31666666667,47,42,5,0.894,2.54,-0.38,4.2,15,11,4,0.733,2.03,-1.12,12,12,0,1.0,0.0,1.39,19,18,1,0.947,0.51,-0.22,2,7,30.89,17.60
30,Adin Hill,VGK,2,129.81666666667,48,41,7,0.854,3.24,-2.28,5.21,17,11,6,0.647,2.77,-2.74,11,10,1,0.909,0.46,0.27,15,15,0,1.0,0.0,0.61,6,8,39.96,12.71
31,Karel Vejmelka,UTA,2,120.43333333333,49,45,4,0.918,1.99,0.81,5.49,13,12,1,0.923,0.5,1.5,15,13,2,0.867,1.0,-0.26,19,18,1,0.947,0.5,-0.22,4,12,32.98,22.75
32,Joey Daccord,SEA,2,124.93333333333,63,61,2,0.968,0.96,4.19,5.55,11,10,1,0.909,0.48,1.11,17,17,0,1.0,0.0,1.97,32,31,1,0.969,0.48,0.31,3,17,38.06,19.00
33,Charlie Lindgren,WSH,1,60.0,35,35,0,1.0,0.0,3.44,3.09,10,10,0,1.0,0.0,1.92,8,8,0,1.0,0.0,0.93,15,15,0,1.0,0.0,0.61,2,6,37.74,-
34,Alex Lyon,BUF,3,177.73333333333,99,91,8,0.919,2.7,1.73,8.9,22,20,2,0.909,0.68,2.22,25,20,5,0.8,1.69,-2.1,45,44,1,0.978,0.34,0.84,4,13,42.04,25.00
35,Filip Gustavsson,MIN,2,118.66666666667,57,51,6,0.895,3.03,-0.4,6.45,12,10,2,0.833,1.01,0.3,20,16,4,0.8,2.02,-1.68,21,21,0,1.0,0.0,0.86,3,9,36.65,26.67
36,Stuart Skinner,EDM,1,65.0,22,19,3,0.864,2.77,-0.84,2.33,6,4,2,0.667,1.85,-0.85,3,3,0,1.0,0.0,0.35,11,10,1,0.909,0.92,-0.55,2,7,38.41,11.67
37,Jake Oettinger,DAL,2,125.0,64,56,8,0.875,3.84,-1.71,6.81,14,10,4,0.714,1.92,-1.31,17,14,3,0.824,1.44,-1.03,29,28,1,0.966,0.48,0.19,3,8,40.72,14.88
38,Daniil Tarasov,FLA,1,57.966666666667,20,17,3,0.85,3.11,-1.04,3.02,3,3,0,1.0,0.0,0.58,11,8,3,0.727,3.11,-1.73,5,5,0,1.0,0.0,0.2,3,2,37.15,27.00
39,Jeremy Swayman,BOS,2,120.0,58,56,2,0.966,1.0,3.7,6.22,14,13,1,0.929,0.5,1.69,10,10,0,1.0,0.0,1.16,33,32,1,0.97,0.5,0.35,3,11,35.12,30.00
40,Logan Thompson,WSH,2,118.18333333333,57,53,4,0.93,2.03,1.6,5.36,15,13,2,0.867,1.02,0.88,12,11,1,0.917,0.51,0.39,25,24,1,0.96,0.51,0.02,5,14,40.09,26.75
41,Lukas Dostal,ANA,1,57.016666666667,31,28,3,0.903,3.16,0.05,2.44,5,3,2,0.6,2.1,-1.04,9,9,0,1.0,0.0,1.04,14,13,1,0.929,1.05,-0.43,2,3,44.97,21.00
42,Kevin Lankinen,VAN,1,58.65,34,30,4,0.882,4.09,-0.66,3.15,14,11,3,0.786,3.07,-0.31,5,4,1,0.8,1.02,-0.42,11,11,0,1.0,0.0,0.45,2,5,37.15,13.50
43,Joel Hofer,STL,1,59.966666666667,29,27,2,0.931,2.0,0.85,3.48,9,8,1,0.889,1.0,0.73,5,5,0,1.0,0.0,0.58,13,12,1,0.923,1.0,-0.47,2,5,30.03,22.50
44,Akira Schmid,VGK,1,60.25,23,20,3,0.87,2.99,-0.74,2.67,6,3,3,0.5,2.99,-1.85,7,7,0,1.0,0.0,0.81,7,7,0,1.0,0.0,0.29,1,5,41.09,8.67
45,Samuel Ersson,PHI,1,64.716666666667,39,35,4,0.897,3.71,-0.17,5.08,13,11,2,0.846,1.85,0.5,10,8,2,0.8,1.85,-0.84,16,16,0,1.0,0.0,0.66,0,8,27.05,14.50
46,Spencer Knight,CHI,3,178.65,88,81,7,0.92,2.35,1.64,10.78,26,22,4,0.846,1.34,0.99,21,20,1,0.952,0.34,1.43,38,36,2,0.947,0.67,-0.44,5,21,34.63,16.00
47,Arturs Silovs,PIT,2,119.61666666667,55,49,6,0.891,3.01,-0.6,6.19,18,14,4,0.778,2.01,-0.54,15,14,1,0.933,0.5,0.74,18,17,1,0.944,0.5,-0.26,1,18,35.69,23.17
48,Dustin Wolf,CGY,3,180.63333333333,89,77,12,0.865,3.99,-3.26,8.75,25,18,7,0.72,2.33,-2.2,19,16,3,0.842,1.0,-0.8,39,37,2,0.949,0.66,-0.4,0,18,37.17,20.08
49,Yaroslav Askarov,S.J,1,60.616666666667,43,36,7,0.837,6.93,-2.78,5.58,16,11,5,0.688,4.95,-1.93,5,3,2,0.6,1.98,-1.42,20,20,0,1.0,0.0,0.82,1,12,36.26,15.86
50,Jakub Dobes,MTL,1,60.0,31,30,1,0.968,1.0,2.05,3.21,4,4,0,1.0,0.0,0.77,15,14,1,0.933,1.0,0.74,10,10,0,1.0,0.0,0.41,4,7,43.16,30.00
51,Jesper Wallstedt,MIN,1,65.0,34,31,3,0.912,2.77,0.34,3.31,7,6,1,0.857,0.92,0.34,12,10,2,0.833,1.85,-0.61,13,13,0,1.0,0.0,0.53,2,4,31.85,21.00
52,Arvid Soderblom,CHI,1,61.3,33,29,4,0.879,3.92,-0.76,3.82,6,3,3,0.5,2.94,-1.85,10,9,1,0.9,0.98,0.16,14,14,0,1.0,0.0,0.57,0,6,40.94,12.00
53,Jet Greaves,CBJ,2,116.66666666667,58,55,3,0.948,1.54,2.7,5.25,13,12,1,0.923,0.51,1.5,9,9,0,1.0,0.0,1.04,34,32,2,0.941,1.03,-0.61,1,7,36.19,26.33
