,Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
15,Mathieu Garon,T.B,48,2483.75,1192,1074,118,0.901,2.85,-14.93,100.57,321,258,63,0.804,1.52,-4.07,339,304,35,0.897,0.85,-5.79,495,475,20,0.960,0.48,-2.8,67,100,35.23,24.03
16,Roberto Luongo,VAN,55,3162.3833333333,1577,1450,127,0.919,2.41,9.35,133.89,453,370,83,0.817,1.57,0.16,373,348,25,0.933,0.47,7.14,683,664,19,0.972,0.36,4.74,77,174,35.29,21.93
17,Scott Clemmensen,FLA,30,1565.8666666667,773,706,67,0.913,2.57,-0.16,58.2,170,139,31,0.818,1.19,0.21,217,200,17,0.922,0.65,1.7,366,348,18,0.951,0.69,-5.28,35,67,36.08,27.33
18,Jason LaBarbera,PHX,19,994.95,486,443,43,0.912,2.59,-0.98,42.5,114,95,19,0.833,1.15,1.93,119,108,11,0.908,0.66,-0.75,237,224,13,0.945,0.78,-4.76,25,53,36.75,25.77
19,Andrew Raycroft,DAL,10,529.38333333333,303,272,31,0.898,3.51,-4.8,22.16,68,52,16,0.765,1.81,-3.52,76,69,7,0.908,0.79,-0.45,147,139,8,0.946,0.91,-2.89,16,31,37.60,26.10
20,Alex Auld,OTT,14,645.03333333333,310,274,36,0.884,3.35,-9.2,27.58,69,51,18,0.739,1.67,-5.33,91,82,9,0.901,0.84,-1.16,142,133,9,0.937,0.84,-4.07,16,36,35.28,22.50
21,Craig Anderson,OTT,63,3492.3,1917,1752,165,0.914,2.83,0.75,163.87,521,429,92,0.823,1.58,3.64,454,409,45,0.901,0.77,-5.88,883,857,26,0.971,0.45,4.69,82,161,35.77,21.39
22,Sebastien Caron,T.B,3,134.66666666667,57,50,7,0.877,3.12,-2.07,4.71,14,11,3,0.786,1.34,-0.43,21,19,2,0.905,0.89,-0.19,22,20,2,0.909,0.89,-1.24,4,6,34.74,45.00
23,Ryan Miller,BUF,61,3536.4166666667,1788,1638,150,0.916,2.54,4.6,149.0,478,402,76,0.841,1.29,11.75,458,417,41,0.910,0.7,-1.54,790,757,33,0.958,0.56,-5.55,119,153,36.12,24.65
24,Curtis Sanford,CBJ,36,1982.9166666667,971,885,86,0.911,2.6,-2.04,77.49,235,181,54,0.770,1.63,-10.86,235,222,13,0.945,0.39,7.25,474,455,19,0.960,0.57,-2.53,47,73,35.82,23.67
25,Rick DiPietro,NYI,8,418.5,177,155,22,0.876,3.15,-6.7,16.46,49,36,13,0.735,1.86,-4.0,41,36,5,0.878,0.72,-1.47,76,72,4,0.947,0.57,-1.36,9,23,37.75,24.05
26,Ilya Bryzgalov,PHI,59,3415.25,1554,1413,141,0.909,2.48,-6.63,141.25,415,330,85,0.795,1.49,-8.82,368,334,34,0.908,0.6,-2.29,699,677,22,0.969,0.39,2.29,91,173,35.75,20.35
27,Dan Ellis,ANA,10,418.7,214,195,19,0.911,2.72,-0.5,20.49,64,54,10,0.844,1.43,1.75,50,46,4,0.920,0.57,0.31,92,87,5,0.946,0.72,-1.8,12,27,34.25,23.58
28,Henrik Lundqvist,NYR,62,3753.5,1753,1630,123,0.930,1.97,28.57,159.0,494,427,67,0.864,1.07,23.68,461,427,34,0.926,0.54,5.72,745,723,22,0.970,0.35,3.89,76,151,34.04,23.48
29,Ty Conklin,DET,15,809.26666666667,378,334,44,0.884,3.26,-11.32,35.17,105,77,28,0.733,2.08,-8.72,98,89,9,0.908,0.67,-0.56,157,150,7,0.955,0.52,-1.54,19,38,34.27,18.34
30,Peter Budaj,MTL,17,1036.95,508,464,44,0.913,2.55,-0.08,43.18,145,116,29,0.800,1.68,-2.38,124,116,8,0.935,0.46,2.68,226,219,7,0.969,0.41,0.85,32,41,35.38,24.59
31,Ray Emery,CHI,34,1773.7833333333,834,751,83,0.900,2.81,-10.89,75.95,261,215,46,0.824,1.56,1.91,212,190,22,0.896,0.74,-3.73,321,306,15,0.953,0.51,-3.84,43,78,30.91,21.31
32,Drew MacIntyre,BUF,2,43.483333333333,18,17,1,0.944,1.38,0.56,1.11,7,6,1,0.857,1.38,0.29,2,2,0,1.000,0.0,0.17,8,8,0,1.000,0.0,0.28,0,1,34.11,8.00
33,Mike Smith,PHX,67,3903.2,2066,1922,144,0.930,2.21,34.64,177.81,601,509,92,0.847,1.41,18.33,484,448,36,0.926,0.55,5.7,897,881,16,0.982,0.25,15.17,103,197,34.64,19.31
34,Joey MacDonald,DET,14,805.55,330,301,29,0.912,2.16,-0.47,30.51,97,71,26,0.732,1.94,-8.19,67,66,1,0.985,0.07,4.77,150,148,2,0.987,0.15,3.21,22,26,35.49,12.24
35,Jeff Deslauriers,ANA,4,241.2,113,102,11,0.903,2.74,-1.23,11.5,41,34,7,0.829,1.74,0.53,19,16,3,0.842,0.75,-1.36,48,47,1,0.979,0.25,0.67,9,10,32.65,19.00
36,Kari Lehtonen,DAL,59,3496.8166666667,1739,1603,136,0.922,2.33,14.36,147.73,407,334,73,0.821,1.25,1.71,445,409,36,0.919,0.62,2.34,817,792,25,0.969,0.43,3.39,97,182,36.60,23.79
37,Curtis McElhinney,PHX,2,71.766666666667,36,34,2,0.944,1.67,1.11,3.46,8,6,2,0.750,1.67,-0.53,12,12,0,1.000,0.0,1.03,12,12,0,1.000,0.0,0.42,4,2,35.86,15.50
38,Josh Harding,MIN,34,1854.8333333333,981,900,81,0.917,2.62,3.82,80.8,248,194,54,0.782,1.75,-8.47,226,210,16,0.929,0.52,3.47,479,468,11,0.977,0.36,5.65,37,104,35.24,20.19
39,Cam Ward,CAR,68,3988.05,2141,1959,182,0.915,2.74,3.12,194.75,591,483,108,0.817,1.62,0.49,498,459,39,0.922,0.59,3.91,990,955,35,0.965,0.53,-0.59,111,282,35.45,21.43
40,Marc-Andre Fleury,PIT,67,3897.1166666667,1768,1615,153,0.913,2.36,-0.13,155.04,534,432,102,0.809,1.57,-3.97,431,400,31,0.928,0.48,6.14,731,712,19,0.974,0.29,6.4,91,175,34.49,22.46
41,Corey Crawford,CHI,57,3219.6333333333,1507,1361,146,0.903,2.72,-15.7,126.32,442,354,88,0.801,1.64,-6.86,373,338,35,0.906,0.65,-2.86,650,628,22,0.966,0.41,0.59,74,129,33.11,20.99
42,Jimmy Howard,DET,57,3360.2833333333,1496,1377,119,0.920,2.12,10.35,125.25,403,342,61,0.849,1.09,12.98,374,339,35,0.906,0.62,-2.77,648,625,23,0.965,0.41,-0.48,73,118,35.40,24.25
43,Jaroslav Halak,STL,46,2746.6166666667,1211,1121,90,0.926,1.97,14.71,107.5,331,279,52,0.843,1.14,8.76,323,305,18,0.944,0.39,9.83,511,492,19,0.963,0.42,-1.24,58,107,33.46,23.72
44,Brian Elliott,STL,38,2234.5833333333,972,914,58,0.940,1.56,26.04,80.63,245,211,34,0.861,0.91,10.98,271,259,12,0.956,0.32,11.35,415,403,12,0.971,0.32,2.42,50,93,34.97,23.24
45,Yann Danis,EDM,1,32.433333333333,12,10,2,0.833,3.7,-0.96,1.15,4,2,2,0.500,3.7,-1.27,2,2,0,1.000,0.0,0.17,6,6,0,1.000,0.0,0.21,0,0,32.92,11.00
46,Al Montoya,NYI,31,1719.7,832,743,89,0.893,3.11,-17.06,78.95,265,218,47,0.823,1.64,1.65,223,197,26,0.883,0.91,-6.79,304,289,15,0.951,0.52,-4.44,59,77,34.91,28.47
47,Devan Dubnyk,EDM,47,2653.45,1380,1262,118,0.914,2.67,1.32,129.29,413,350,63,0.847,1.42,12.82,356,326,30,0.916,0.68,0.67,577,552,25,0.957,0.57,-4.95,64,153,34.06,24.00
48,Cory Schneider,VAN,33,1832.8333333333,945,885,60,0.937,1.96,21.71,77.86,284,252,32,0.887,1.05,20.13,249,232,17,0.932,0.56,4.45,388,377,11,0.972,0.36,2.48,37,80,33.79,21.12
49,Justin Peters,CAR,7,387.06666666667,233,217,16,0.931,2.48,4.15,20.93,61,53,8,0.869,1.24,3.2,51,48,3,0.941,0.47,1.39,111,106,5,0.955,0.78,-1.14,8,26,35.70,25.38
50,Thomas Greiss,S.J,19,1042.7166666667,472,432,40,0.915,2.3,0.81,34.7,110,91,19,0.827,1.09,1.19,110,100,10,0.909,0.58,-0.52,230,219,11,0.952,0.63,-3.01,24,27,37.62,25.58
51,Anton Khudobin,BOS,1,60.0,45,44,1,0.978,1.0,2.89,3.16,8,8,0,1.000,0.0,1.47,6,5,1,0.833,1.0,-0.48,28,28,0,1.000,0.0,0.97,1,4,39.36,28.00
52,Pekka Rinne,NSH,73,4168.8666666667,2153,1987,166,0.923,2.39,20.16,168.63,488,390,98,0.799,1.41,-8.42,554,511,43,0.922,0.62,4.74,1034,1009,25,0.976,0.36,10.93,107,155,35.43,19.03
53,Carey Price,MTL,65,3944.1,1914,1754,160,0.916,2.43,5.49,161.28,527,438,89,0.831,1.35,7.74,455,410,45,0.901,0.68,-5.8,861,836,25,0.971,0.38,4.92,99,175,35.26,22.49
54,Tuukka Rask,BOS,23,1289.4,621,577,44,0.929,2.05,9.69,48.07,149,130,19,0.872,0.88,8.35,182,163,19,0.896,0.88,-3.32,263,257,6,0.977,0.28,3.14,43,43,37.56,25.91
55,Ondrej Pavelec,WPG,68,3935.1666666667,2036,1845,191,0.906,2.91,-14.96,184.59,562,460,102,0.819,1.56,1.17,544,488,56,0.897,0.85,-9.13,860,827,33,0.962,0.5,-3.11,95,193,34.89,22.28
56,Jonathan Quick,L.A,69,4099.4333333333,1863,1730,133,0.929,1.95,28.08,162.41,429,354,75,0.825,1.1,3.75,477,446,31,0.935,0.45,10.1,883,856,27,0.969,0.4,3.69,90,183,35.98,20.73
57,Ben Bishop,OTT,10,531.65,243,221,22,0.909,2.48,-0.99,19.25,59,50,9,0.847,1.02,1.83,49,39,10,0.796,1.13,-5.78,130,127,3,0.977,0.34,1.52,8,22,36.57,25.09
58,Brian Foster,FLA,1,4.8666666666667,1,1,0,1.000,0.0,0.09,0.05,0,0,0,-,0.0,0.0,1,1,0,1.000,0.0,0.09,0,0,0,-,0.0,0.0,0,0,18.00,-
59,Niklas Backstrom,MIN,46,2589.6833333333,1299,1194,105,0.919,2.43,7.32,103.82,314,248,66,0.790,1.53,-8.36,305,283,22,0.928,0.51,4.28,633,617,16,0.975,0.37,6.0,69,139,37.15,20.90
60,Leland Irving,CGY,7,394.41666666667,239,218,21,0.912,3.19,-0.33,19.16,51,41,10,0.804,1.52,-0.64,75,70,5,0.933,0.76,1.46,102,96,6,0.941,0.91,-2.46,10,23,35.90,25.24
61,Steve Mason,CBJ,46,2533.6833333333,1355,1212,143,0.894,3.39,-25.84,101.4,365,273,92,0.748,2.18,-25.0,308,276,32,0.896,0.76,-5.46,640,621,19,0.970,0.45,3.24,61,106,34.45,19.33
62,James Reimer,TOR,34,1879.25,974,877,97,0.900,3.1,-12.78,82.66,245,193,52,0.788,1.66,-7.02,259,230,29,0.888,0.93,-6.68,444,428,16,0.964,0.51,-0.57,43,81,35.72,23.52
63,Jhonas Enroth,BUF,26,1399.25,756,693,63,0.917,2.7,2.37,61.61,191,157,34,0.822,1.46,1.06,167,153,14,0.916,0.6,0.39,376,361,15,0.960,0.64,-1.93,61,57,37.13,25.10
64,Jonathan Bernier,L.A,16,890.2,383,348,35,0.909,2.36,-1.88,33.41,92,72,20,0.783,1.35,-3.11,94,82,12,0.872,0.81,-3.9,182,179,3,0.984,0.2,3.33,24,32,35.67,20.29
65,Semyon Varlamov,COL,53,3151.35,1564,1428,136,0.913,2.59,-0.77,132.91,436,350,86,0.803,1.64,-5.96,341,317,24,0.930,0.46,5.38,729,704,25,0.966,0.48,0.33,59,191,36.12,24.86
66,Michal Neuvirth,WSH,38,2000.05,976,881,95,0.903,2.85,-10.61,77.73,237,191,46,0.806,1.38,-2.49,281,253,28,0.900,0.84,-3.79,419,399,20,0.952,0.6,-5.44,35,63,35.72,24.20
67,Richard Bachman,DAL,18,932.78333333333,477,434,43,0.910,2.77,-1.76,38.56,126,105,21,0.833,1.35,2.13,118,110,8,0.932,0.51,2.17,219,205,14,0.936,0.9,-6.39,31,54,35.95,26.40
68,Jonas Hiller,ANA,73,4255.5833333333,2021,1839,182,0.910,2.57,-7.25,185.89,607,505,102,0.832,1.44,9.43,511,461,50,0.902,0.7,-5.97,829,799,30,0.964,0.42,-1.19,114,217,32.59,23.62
69,Allen York,CBJ,11,416.7,198,182,16,0.919,2.3,1.12,14.88,38,28,10,0.737,1.44,-3.02,46,45,1,0.978,0.14,2.96,103,98,5,0.951,0.72,-1.42,9,12,36.93,20.88
70,Antti Niemi,S.J,68,3915.7666666667,1865,1706,159,0.915,2.44,2.26,153.28,468,382,86,0.816,1.32,-0.09,459,418,41,0.911,0.63,-1.45,852,821,31,0.964,0.48,-1.39,122,178,36.26,22.70
71,Jacob Markstrom,FLA,7,383.25,222,205,17,0.923,2.66,2.2,18.97,58,48,10,0.828,1.57,0.65,51,47,4,0.922,0.63,0.39,109,106,3,0.972,0.47,0.79,10,23,34.73,19.71
72,Braden Holtby,WSH,7,360.56666666667,192,177,15,0.922,2.5,1.6,16.41,54,45,9,0.833,1.5,0.91,39,36,3,0.923,0.5,0.36,93,91,2,0.978,0.33,1.23,9,18,36.73,26.00
73,Dustin Tokarski,T.B,5,243.58333333333,116,102,14,0.879,3.45,-3.97,9.8,36,29,7,0.806,1.72,-0.39,34,29,5,0.853,1.23,-2.07,42,40,2,0.952,0.49,-0.54,7,9,33.28,22.50
74,Kevin Poulin,NYI,6,296.3,162,147,15,0.907,3.04,-0.99,14.63,53,44,9,0.830,1.82,0.73,33,31,2,0.939,0.4,0.84,67,64,3,0.955,0.61,-0.67,5,17,38.12,40.60
75,Mike Murphy,CAR,2,36.1,9,9,0,1.000,0.0,0.78,0.88,3,3,0,1.000,0.0,0.55,1,1,0,1.000,0.0,0.09,5,5,0,1.000,0.0,0.17,0,1,29.44,-
76,Anders Lindback,NSH,16,792.41666666667,364,332,32,0.912,2.42,-0.53,34.76,106,88,18,0.830,1.36,1.46,81,75,6,0.926,0.45,0.98,163,155,8,0.951,0.61,-2.34,13,39,32.73,21.78
77,Peter Mannino,WPG,1,19.85,4,4,0,1.000,0.0,0.35,0.22,1,1,0,1.000,0.0,0.18,1,1,0,1.000,0.0,0.09,2,2,0,1.000,0.0,0.07,0,0,38.50,-
78,Brad Thiessen,PIT,5,257.73333333333,113,97,16,0.858,3.72,-6.23,8.86,24,15,9,0.625,2.1,-4.59,34,27,7,0.794,1.63,-4.07,52,52,0,1.000,0.0,1.81,4,6,34.56,18.44
79,Anders Nilsson,NYI,4,217.8,112,102,10,0.911,2.75,-0.32,11.53,43,37,6,0.860,1.65,1.89,26,25,1,0.962,0.28,1.24,40,37,3,0.925,0.83,-1.61,9,17,30.24,23.60
80,Robin Lehner,OTT,5,299.11666666667,154,144,10,0.935,2.01,3.32,12.95,49,40,9,0.816,1.81,0.0,33,32,1,0.970,0.2,1.84,68,68,0,1.000,0.0,2.36,5,24,34.38,15.70
81,Matt Hackett,MIN,12,535.56666666667,282,260,22,0.922,2.46,2.38,23.64,71,58,13,0.817,1.46,0.03,74,67,7,0.905,0.78,-0.62,133,131,2,0.985,0.22,2.62,9,33,35.21,21.59
82,Jonas Gustavsson,TOR,42,2300.7,1147,1035,112,0.902,2.92,-12.82,97.52,312,257,55,0.824,1.43,2.27,303,263,40,0.868,1.04,-13.89,486,469,17,0.965,0.44,-0.11,60,89,35.63,23.77
83,Henrik Karlsson,CGY,9,454.16666666667,239,215,24,0.900,3.17,-3.33,20.75,65,56,9,0.862,1.19,2.93,52,47,5,0.904,0.66,-0.52,117,107,10,0.915,1.32,-5.93,13,24,33.74,26.75
84,Jussi Rynnas,TOR,2,98.9,40,33,7,0.825,4.25,-3.54,4.06,10,5,5,0.500,3.03,-3.16,18,16,2,0.889,1.21,-0.45,9,9,0,1.000,0.0,0.31,5,3,36.80,19.14
85,Ben Scrivens,TOR,12,671.61666666667,359,324,35,0.903,3.13,-3.96,33.34,104,89,15,0.856,1.34,4.09,83,72,11,0.867,0.98,-3.85,164,155,9,0.945,0.8,-3.3,17,46,33.16,24.54
86,Sergei Bobrovsky,PHI,29,1550.0833333333,769,691,78,0.899,3.02,-11.51,75.59,219,177,42,0.808,1.63,-1.8,212,185,27,0.873,1.05,-8.73,316,307,9,0.972,0.35,1.98,43,102,34.07,19.79
87,Iiro Tarkki,ANA,1,40.85,10,7,3,0.700,4.41,-2.14,1.56,1,1,0,1.000,0.0,0.18,5,4,1,0.800,1.47,-0.57,4,2,2,0.500,2.94,-1.86,0,0,28.20,27.33
88,Shawn Hunwick,CBJ,1,2.55,0,0,0,-,0.0,0.0,0.0,0,0,0,-,0.0,0.0,0,0,0,-,0.0,0.0,0,0,0,-,0.0,0.0,0,0,-,-
