,Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
37,Rick DiPietro,NYI,5,255.98333333333,139,124,15,0.892,3.52,-2.28,12.43,43,33,10,0.767,2.34,-1.55,25,22,3,0.880,0.7,-0.82,68,66,2,0.971,0.47,0.56,9,15,39.09,34.47
38,Brent Krahn,DAL,1,20.0,9,6,3,0.667,9.0,-2.18,1.21,4,2,2,0.500,6.0,-1.21,2,1,1,0.500,3.0,-0.83,3,3,0,1.0,0.0,0.11,0,3,31.67,20.33
39,Ilya Bryzgalov,PHX,65,3759.8,1994,1807,187,0.906,2.98,-4.52,163.65,480,381,99,0.794,1.58,-4.7,548,498,50,0.909,0.8,-2.14,901,866,35,0.961,0.56,-1.05,95,173,37.22,25.09
40,Dan Ellis,NSH,35,1964.7166666667,963,867,96,0.9,2.93,-7.87,85.49,246,185,61,0.752,1.86,-12.67,259,234,25,0.903,0.76,-2.38,433,423,10,0.977,0.31,6.32,48,98,34.97,19.60
41,Mikael Tellqvist,"BUF, PHX",21,1025.2,533,486,47,0.912,2.75,1.78,41.91,136,105,31,0.772,1.81,-4.28,121,115,6,0.950,0.35,4.57,264,254,10,0.962,0.59,-0.05,27,33,36.62,20.55
42,Henrik Lundqvist,NYR,70,4152.7666666667,2007,1839,168,0.916,2.43,15.67,197.4,666,552,114,0.829,1.65,16.84,597,564,33,0.945,0.48,19.14,685,664,21,0.969,0.3,4.81,92,155,31.44,18.84
43,Ty Conklin,DET,40,2226.0333333333,1033,939,94,0.909,2.53,0.54,79.78,248,207,41,0.835,1.11,7.72,265,237,28,0.894,0.75,-4.85,482,457,25,0.948,0.67,-6.84,36,68,36.06,24.86
44,Pascal Leclaire,CBJ,12,673.66666666667,324,281,43,0.867,3.83,-13.35,26.43,83,59,24,0.711,2.14,-7.69,81,74,7,0.914,0.62,0.07,149,137,12,0.919,1.07,-6.39,6,24,35.27,24.07
45,Peter Budaj,COL,56,3191.8666666667,1531,1377,154,0.899,2.89,-13.89,126.52,356,277,79,0.778,1.49,-9.06,391,345,46,0.882,0.86,-11.85,725,697,28,0.961,0.53,-0.68,77,195,37.16,24.16
46,Mike Smith,T.B,41,2466.35,1282,1174,108,0.916,2.63,9.32,102.92,297,239,58,0.805,1.41,0.35,336,308,28,0.917,0.68,1.35,614,592,22,0.964,0.54,1.14,82,103,38.61,25.88
47,Cristobal Huet,CHI,41,2350.9666666667,1082,983,99,0.909,2.53,0.02,97.51,339,272,67,0.802,1.71,-0.4,273,255,18,0.934,0.46,5.84,446,432,14,0.969,0.36,2.81,70,79,32.39,19.16
48,Martin Gerber,"OTT, TOR",26,1546.05,799,721,78,0.902,3.03,-4.88,68.51,219,175,44,0.799,1.71,-0.98,206,182,24,0.883,0.93,-6.01,349,339,10,0.971,0.39,3.15,33,59,36.73,22.71
49,Joey MacDonald,NYI,49,2772.7666666667,1583,1426,157,0.901,3.4,-12.13,132.66,438,352,86,0.804,1.86,0.05,386,350,36,0.907,0.78,-2.29,721,688,33,0.954,0.71,-5.83,69,143,35.84,26.12
50,Jeff Deslauriers,EDM,10,539.91666666667,302,272,30,0.901,3.33,-2.36,27.36,77,62,15,0.805,1.67,0.13,95,86,9,0.905,1.0,-0.7,127,121,6,0.953,0.67,-1.21,14,22,35.15,24.37
51,Fredrik Norrena,CBJ,8,323.18333333333,133,116,17,0.872,3.16,-4.83,10.84,38,25,13,0.658,2.41,-5.53,30,28,2,0.933,0.37,0.62,62,60,2,0.968,0.37,0.34,5,15,34.45,18.71
52,Mike McKenna,T.B,15,775.85,406,360,46,0.887,3.56,-8.84,34.26,104,81,23,0.779,1.78,-2.57,124,113,11,0.911,0.85,-0.17,171,159,12,0.93,0.93,-5.56,27,27,35.77,26.70
53,Kari Lehtonen,ATL,46,2624.8833333333,1498,1364,134,0.911,3.06,3.09,127.19,413,333,80,0.806,1.83,1.14,433,398,35,0.919,0.8,2.82,632,613,19,0.97,0.43,4.81,72,137,34.12,21.66
54,Curtis McElhinney,CGY,14,517.88333333333,280,249,31,0.889,3.59,-5.38,23.64,71,54,17,0.761,1.97,-3.05,67,58,9,0.866,1.04,-3.15,136,131,5,0.963,0.58,0.12,7,26,36.3,26.00
55,Josh Harding,MIN,19,849.81666666667,453,421,32,0.929,2.26,9.46,38.15,98,83,15,0.847,1.06,4.25,125,114,11,0.912,0.78,-0.08,222,216,6,0.973,0.42,2.37,20,26,34.89,23.25
56,Tobias Stephan,DAL,10,437.86666666667,208,181,27,0.87,3.7,-7.96,17.35,54,40,14,0.741,1.92,-3.39,66,60,6,0.909,0.82,-0.24,79,72,7,0.911,0.96,-4.02,13,11,34.73,24.33
57,Cam Ward,CAR,68,3908.05,1901,1741,160,0.916,2.46,13.97,164.96,474,387,87,0.816,1.34,6.12,513,469,44,0.914,0.68,0.81,875,846,29,0.967,0.45,3.97,105,207,34.86,23.09
58,Wade Dubielewicz,CBJ,3,168.63333333333,77,67,10,0.87,3.56,-2.95,5.67,18,14,4,0.778,1.42,-0.46,19,17,2,0.895,0.71,-0.34,40,36,4,0.9,1.42,-2.49,1,4,32.68,25.40
59,Marc-Andre Fleury,PIT,62,3641.5,1850,1688,162,0.912,2.67,7.3,152.81,460,366,94,0.796,1.55,-3.63,528,490,38,0.928,0.63,8.12,816,787,29,0.964,0.48,1.75,93,174,35.35,24.45
60,Jimmy Howard,DET,1,58.6,28,24,4,0.857,4.1,-1.44,1.79,6,4,2,0.667,2.05,-0.82,10,8,2,0.800,2.05,-1.13,11,11,0,1.0,0.0,0.41,1,1,38.68,20.25
61,Chris Holt,STL,1,18.55,3,3,0,1.0,0.0,0.27,0.27,1,1,0,1.000,0.0,0.2,0,0,0,-,0.0,0.0,2,2,0,1.0,0.0,0.08,0,0,29.67,-
62,Jaroslav Halak,MTL,34,1930.8,1077,985,92,0.915,2.86,6.56,98.27,303,250,53,0.825,1.65,6.53,303,278,25,0.917,0.78,1.46,433,420,13,0.97,0.4,3.32,67,98,34.95,24.98
63,Brian Elliott,OTT,31,1667.0333333333,786,709,77,0.902,2.77,-5.07,64.64,198,160,38,0.808,1.37,0.9,193,174,19,0.902,0.68,-2.14,377,358,19,0.95,0.68,-4.79,43,80,36.56,25.77
64,Yann Danis,NYI,31,1760.1166666667,933,849,84,0.91,2.86,1.38,86.09,280,234,46,0.836,1.57,9.01,260,235,25,0.904,0.85,-2.29,365,352,13,0.964,0.44,0.75,58,92,35.68,24.26
65,Al Montoya,PHX,5,259.46666666667,120,111,9,0.925,2.08,1.98,9.68,24,18,6,0.750,1.39,-1.29,28,26,2,0.929,0.46,0.45,66,65,1,0.985,0.23,1.49,4,8,37.49,21.56
66,Marek Schwarz,STL,2,15.383333333333,5,5,0,1.0,0.0,0.46,0.4,0,0,0,-,0.0,0.0,1,1,0,1.000,0.0,0.09,4,4,0,1.0,0.0,0.15,0,0,41.6,-
67,Cory Schneider,VAN,8,355.4,162,142,20,0.877,3.38,-5.17,15.13,60,48,12,0.800,2.03,-0.21,34,28,6,0.824,1.01,-3.03,64,62,2,0.969,0.34,0.41,8,14,33.03,25.65
68,Justin Pogge,TOR,7,371.7,173,146,27,0.844,4.36,-11.17,13.76,45,30,15,0.667,2.42,-6.16,49,42,7,0.857,1.13,-2.72,72,67,5,0.931,0.81,-2.29,14,11,39.64,26.26
69,Daniel Lacosta,CBJ,3,155.68333333333,80,76,4,0.95,1.54,3.32,6.52,17,15,2,0.882,0.77,1.34,13,13,0,1.000,0.0,1.14,48,46,2,0.958,0.77,-0.19,2,4,36.96,35.75
70,Karri Ramo,T.B,24,1312.7833333333,757,677,80,0.894,3.66,-10.72,64.05,179,137,42,0.765,1.92,-6.83,239,217,22,0.908,1.01,-1.13,325,309,16,0.951,0.73,-3.75,46,69,36.95,24.64
71,Pekka Rinne,NSH,52,2979.2,1435,1316,119,0.917,2.4,12.32,124.06,390,317,73,0.813,1.47,3.62,383,356,27,0.930,0.54,6.45,619,600,19,0.969,0.38,4.32,81,120,34.11,21.34
72,Carey Price,MTL,52,3035.5833333333,1513,1370,143,0.905,2.83,-4.54,126.79,380,296,84,0.779,1.66,-9.35,394,362,32,0.919,0.63,2.41,697,670,27,0.961,0.53,-0.74,77,162,35.35,20.99
73,Tuukka Rask,BOS,1,59.966666666667,35,35,0,1.0,0.0,3.2,1.97,6,6,0,1.000,0.0,1.18,10,10,0,1.000,0.0,0.87,16,16,0,1.0,0.0,0.6,3,2,49.0,-
74,Ondrej Pavelec,ATL,12,599.41666666667,301,265,36,0.88,3.6,-8.45,26.71,91,70,21,0.769,2.1,-3.12,94,84,10,0.894,1.0,-1.79,111,106,5,0.955,0.5,-0.82,18,21,32.62,20.86
75,Jonathan Quick,L.A,44,2489.75,1200,1097,103,0.914,2.48,6.82,106.22,290,238,52,0.821,1.25,4.97,338,312,26,0.923,0.63,3.52,540,517,23,0.957,0.55,-2.65,66,99,36.24,24.36
76,Ben Bishop,STL,6,244.98333333333,112,100,12,0.893,2.94,-1.75,11.7,31,25,6,0.806,1.47,0.09,35,31,4,0.886,0.98,-0.94,42,40,2,0.952,0.49,-0.42,13,12,34.51,20.50
77,Niklas Backstrom,MIN,71,4083.8833333333,2059,1900,159,0.923,2.34,29.43,152.91,437,352,85,0.805,1.25,0.85,523,480,43,0.918,0.63,2.68,1058,1028,30,0.972,0.44,9.87,91,171,37.41,23.38
78,Steve Mason,CBJ,61,3663.6166666667,1658,1518,140,0.916,2.29,11.73,142.11,467,390,77,0.835,1.26,14.74,406,370,36,0.911,0.59,-0.54,741,714,27,0.964,0.44,0.92,66,116,34.25,22.21
79,Riku Helenius,T.B,1,6.8666666666667,2,2,0,1.0,0.0,0.18,0.09,1,1,0,1.000,0.0,0.2,0,0,0,-,0.0,0.0,1,1,0,1.0,0.0,0.04,0,0,33.5,-
80,Semyon Varlamov,WSH,6,328.55,159,146,13,0.918,2.37,1.55,15.04,48,39,9,0.813,1.64,0.43,39,37,2,0.949,0.37,1.41,69,67,2,0.971,0.37,0.6,11,17,35.8,21.23
81,Michal Neuvirth,WSH,5,219.88333333333,102,91,11,0.892,3.0,-1.67,8.24,22,19,3,0.864,0.82,1.32,41,35,6,0.854,1.64,-2.42,36,34,2,0.944,0.55,-0.64,7,10,37.56,31.36
82,Josh Tordjman,PHX,2,117.7,62,54,8,0.871,4.08,-2.33,5.04,20,14,6,0.700,3.06,-2.07,20,18,2,0.900,1.02,-0.25,21,21,0,1.0,0.0,0.79,5,7,35.08,17.25
83,Jonas Hiller,ANA,46,2487.4,1217,1118,99,0.919,2.39,12.37,112.94,344,282,62,0.820,1.5,5.58,306,282,24,0.922,0.58,2.73,537,524,13,0.976,0.31,7.23,47,117,34.24,21.89
84,Erik Ersberg,L.A,28,1477.0,651,586,65,0.9,2.64,-5.42,54.88,146,113,33,0.774,1.34,-4.32,169,145,24,0.858,0.97,-9.24,322,314,8,0.975,0.32,4.13,37,55,35.89,22.92
85,John Curry,PIT,3,149.75,69,63,6,0.913,2.4,0.31,6.88,24,20,4,0.833,1.6,0.71,13,13,0,1.000,0.0,1.14,31,29,2,0.935,0.8,-0.83,7,9,32.36,20.17
86,Matt Climie,DAL,3,185.03333333333,85,76,9,0.894,2.92,-1.22,7.81,20,15,5,0.750,1.62,-1.07,25,23,2,0.920,0.65,0.18,39,37,2,0.949,0.65,-0.53,0,7,33.52,20.89
87,Antti Niemi,CHI,3,141.31666666667,59,51,8,0.864,3.4,-2.6,4.99,13,9,4,0.692,1.7,-1.45,27,24,3,0.889,1.27,-0.64,19,18,1,0.947,0.42,-0.28,5,3,28.88,22.13
88,Peter Mannino,NYI,3,132.88333333333,87,77,10,0.885,4.52,-2.04,8.86,29,21,8,0.724,3.61,-2.3,21,20,1,0.952,0.45,0.83,37,36,1,0.973,0.45,0.39,2,7,32.03,19.20
