,Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
15,Jacob Markstrom,CGY,63,3695.8333333333,1754,1617,137,0.922,2.22,26.1,151.79,448,381,67,0.850,1.09,15.25,496,444,52,0.895,0.84,-2.48,706,689,17,0.976,0.28,9.32,83,182,36.14,22.45
16,Jake Allen,MTL,35,1947.65,1123,1016,107,0.905,3.3,-2.58,102.24,318,257,61,0.808,1.88,-2.62,319,291,28,0.912,0.86,3.85,435,418,17,0.961,0.52,-0.78,62,136,34.31,20.35
17,Michael Hutchinson,TOR,2,78.716666666667,42,36,6,0.857,4.57,-2.09,4.18,17,15,2,0.882,1.52,1.12,11,9,2,0.818,1.52,-0.9,13,11,2,0.846,1.52,-1.52,5,4,31.24,31.0
18,Braden Holtby,DAL,24,1318.4666666667,700,639,61,0.913,2.78,4.09,58.52,172,142,30,0.826,1.37,1.58,198,174,24,0.879,1.09,-4.23,293,286,7,0.976,0.32,3.92,38,72,36.89,21.23
19,Harri Sateri,ARI,6,298.36666666667,157,136,21,0.866,4.22,-6.4,17.52,51,40,11,0.784,2.21,-1.64,44,38,6,0.864,1.21,-1.61,58,54,4,0.931,0.8,-1.84,4,19,30.59,18.57
20,Dustin Tokarski,BUF,29,1671.4333333333,900,809,91,0.899,3.27,-7.31,77.17,267,216,51,0.809,1.83,-1.98,212,188,24,0.887,0.86,-2.84,386,370,16,0.959,0.57,-1.61,31,93,35.27,19.53
21,Martin Jones,PHI,35,1997.1333333333,1141,1027,114,0.9,3.42,-7.9,99.87,306,245,61,0.801,1.83,-4.82,323,288,35,0.892,1.05,-2.75,453,435,18,0.960,0.54,-1.11,60,138,36.04,21.2
22,Mikko Koskinen,EDM,45,2628.6333333333,1397,1261,136,0.903,3.1,-6.1,126.63,376,303,73,0.806,1.67,-3.97,425,389,36,0.915,0.82,6.43,540,513,27,0.950,0.62,-6.87,80,152,33.45,21.51
23,Robin Lehner,VGK,44,2546.65,1289,1169,120,0.907,2.83,-0.14,121.02,393,320,73,0.814,1.72,-0.85,339,311,28,0.917,0.66,5.84,477,459,18,0.962,0.42,-0.22,70,176,34.49,19.67
24,J-F Berube,CBJ,6,305.88333333333,209,188,21,0.9,4.12,-1.57,18.21,59,48,11,0.814,2.16,-0.17,58,51,7,0.879,1.37,-1.21,81,78,3,0.963,0.59,0.02,9,26,34.46,17.0
25,Darcy Kuemper,COL,57,3258.1166666667,1755,1617,138,0.921,2.54,25.19,154.08,486,414,72,0.852,1.33,17.23,437,397,40,0.908,0.74,3.63,738,712,26,0.965,0.48,1.51,101,239,36.29,22.53
26,Carter Hutton,ARI,3,115.96666666667,58,43,15,0.741,7.76,-9.61,4.75,16,10,6,0.625,3.1,-3.06,15,10,5,0.667,2.59,-3.5,24,20,4,0.833,2.07,-3.11,2,3,36.22,23.2
27,Cam Talbot,MIN,49,2865.1,1488,1356,132,0.911,2.76,6.36,114.34,344,275,69,0.799,1.44,-5.84,413,378,35,0.915,0.73,6.23,651,623,28,0.957,0.59,-3.73,83,128,37.48,21.62
28,Sergei Bobrovsky,FLA,54,3082.1666666667,1566,1429,137,0.913,2.67,8.62,145.81,493,416,77,0.844,1.5,13.51,411,374,37,0.91,0.72,4.03,567,544,23,0.959,0.45,-1.86,84,238,34.57,20.13
29,Calvin Pickard,DET,3,125.63333333333,72,63,9,0.875,4.3,-2.31,5.5,18,12,6,0.667,2.87,-2.7,21,18,3,0.857,1.43,-0.9,31,31,0,1.000,0.0,1.16,3,5,35.18,18.44
30,Jack Campbell,TOR,49,2795.4,1431,1308,123,0.914,2.64,10.06,116.42,356,284,72,0.798,1.55,-6.64,425,387,38,0.911,0.82,4.43,568,555,13,0.977,0.28,8.18,65,130,36.03,19.84
31,Scott Wedgewood,"ARI, DAL, N.J",37,2104.8,1218,1108,110,0.91,3.14,3.26,108.18,330,271,59,0.821,1.68,1.59,321,296,25,0.922,0.71,7.05,514,489,25,0.951,0.71,-5.84,67,153,34.99,21.98
32,Philipp Grubauer,SEA,55,3111.4166666667,1480,1316,164,0.889,3.16,-26.38,127.62,376,289,87,0.769,1.68,-17.97,388,338,50,0.871,0.96,-11.27,639,612,27,0.958,0.52,-3.18,81,189,35.84,22.13
33,Louis Domingue,PIT,2,118.75,83,79,4,0.952,2.02,3.72,6.94,24,20,4,0.833,2.02,0.41,22,22,0,1.0,0.0,2.2,32,32,0,1.000,0.0,1.19,3,13,36.06,9.0
34,Petr Mrazek,TOR,20,1042.1166666667,520,462,58,0.888,3.34,-9.65,43.98,139,109,30,0.784,1.73,-4.48,134,114,20,0.851,1.15,-6.62,222,214,8,0.964,0.46,0.28,36,57,35.85,21.36
35,Frederik Andersen,CAR,52,3072.4666666667,1431,1320,111,0.922,2.17,22.06,136.57,412,343,69,0.833,1.35,6.64,357,332,25,0.93,0.49,10.64,584,567,17,0.971,0.33,4.77,64,188,35.03,18.81
36,Michael Houser,BUF,2,120.0,75,71,4,0.947,2.0,2.97,5.52,14,12,2,0.857,1.0,0.57,23,21,2,0.913,1.0,0.3,37,37,0,1.000,0.0,1.38,2,10,37.05,19.5
37,Keith Kinkaid,NYR,1,60.0,31,29,2,0.935,2.0,0.88,2.28,9,8,1,0.889,1.0,0.65,7,7,0,1.0,0.0,0.7,15,14,1,0.933,1.0,-0.44,2,3,34.61,28.0
38,Laurent Brossoit,VGK,24,1281.3833333333,588,526,62,0.895,2.9,-7.32,57.92,181,148,33,0.818,1.55,0.23,150,135,15,0.9,0.7,-0.03,224,210,14,0.938,0.66,-5.65,21,83,33.89,20.76
39,Anton Forsberg,OTT,46,2571.9,1457,1336,121,0.917,2.82,14.48,127.78,403,340,63,0.844,1.47,10.99,388,349,39,0.899,0.91,-0.27,589,570,19,0.968,0.44,2.96,63,160,35.05,21.02
40,Garret Sparks,L.A,2,97.216666666667,47,44,3,0.936,1.85,1.37,3.42,12,9,3,0.750,1.85,-0.8,14,14,0,1.0,0.0,1.4,20,20,0,1.000,0.0,0.75,0,5,32.32,17.33
41,Jordan Binnington,STL,37,2124.95,1135,1023,112,0.901,3.16,-6.46,102.37,311,258,53,0.830,1.5,4.1,341,303,38,0.889,1.07,-3.96,436,416,20,0.954,0.56,-3.75,55,137,33.75,22.49
42,Magnus Hellberg,DET,1,60.0,23,20,3,0.87,3.0,-0.86,1.9,8,6,2,0.750,2.0,-0.53,6,5,1,0.833,1.0,-0.4,8,8,0,1.000,0.0,0.3,0,1,34.52,17.0
43,John Gibson,ANA,56,3233.4166666667,1786,1614,172,0.904,3.19,-5.93,163.21,486,403,83,0.829,1.54,6.23,515,459,56,0.891,1.04,-4.59,702,669,33,0.953,0.61,-6.83,66,190,33.72,21.47
44,Maxime Lagace,T.B,2,98.133333333333,58,48,10,0.828,6.11,-4.61,5.52,27,19,8,0.704,4.89,-3.04,12,10,2,0.833,1.22,-0.8,18,18,0,1.000,0.0,0.67,0,7,27.81,17.0
45,Malcolm Subban,BUF,4,210.46666666667,132,115,17,0.871,4.85,-4.73,11.14,39,30,9,0.769,2.57,-1.84,49,45,4,0.918,1.14,0.89,43,39,4,0.907,1.14,-2.4,9,12,30.58,25.06
46,Andrei Vasilevskiy,T.B,63,3753.95,1860,1705,155,0.917,2.48,17.95,164.92,511,418,93,0.818,1.49,0.82,564,525,39,0.931,0.62,17.3,719,696,23,0.968,0.37,3.81,84,180,33.45,21.25
47,Matt Murray,OTT,20,1182.4,640,580,60,0.906,3.04,-0.49,61.28,163,133,30,0.816,1.52,-0.07,218,192,26,0.881,1.32,-4.24,231,227,4,0.983,0.2,4.61,20,82,33.83,19.57
48,Jon Gillies,"N.J, STL",20,1004.75,550,488,62,0.887,3.7,-10.86,46.63,141,110,31,0.780,1.85,-5.11,160,141,19,0.881,1.13,-3.03,220,208,12,0.945,0.72,-3.8,32,45,35.18,23.4
49,Chris Driedger,SEA,27,1478.4,722,649,73,0.899,2.96,-5.86,66.17,195,155,40,0.795,1.62,-4.2,188,167,21,0.888,0.85,-2.23,302,290,12,0.960,0.49,-0.74,29,92,34.94,20.67
50,Joonas Korpisalo,CBJ,22,1128.4833333333,634,556,78,0.877,4.15,-19.05,60.64,196,156,40,0.796,2.13,-4.02,194,166,28,0.856,1.49,-8.63,222,212,10,0.955,0.53,-1.72,34,81,32.83,20.97
51,Anthony Stolarz,ANA,28,1506.4166666667,809,742,67,0.917,2.67,8.23,70.32,213,177,36,0.831,1.43,3.11,232,220,12,0.948,0.48,11.16,330,311,19,0.942,0.76,-6.7,47,83,34.07,23.78
52,Connor Hellebuyck,WPG,66,3903.5,2155,1962,193,0.91,2.97,7.38,198.98,624,508,116,0.814,1.78,-1.44,577,529,48,0.917,0.74,9.6,837,808,29,0.965,0.45,2.2,104,258,35.58,19.46
53,Linus Ullmark,BOS,41,2330.4333333333,1142,1047,95,0.917,2.45,11.19,94.08,284,234,50,0.824,1.29,2.14,297,269,28,0.906,0.72,1.65,507,490,17,0.966,0.44,1.9,62,101,36.8,22.25
54,Aaron Dell,BUF,12,565.38333333333,355,317,38,0.893,4.03,-4.99,29.7,105,83,22,0.790,2.33,-2.72,88,79,9,0.898,0.96,-0.21,141,134,7,0.950,0.74,-1.74,14,36,35.35,22.21
55,Andrew Hammond,"MTL, N.J",11,586.46666666667,314,276,38,0.879,3.89,-8.8,29.86,89,71,18,0.798,1.84,-1.66,94,84,10,0.894,1.02,-0.62,119,110,9,0.924,0.92,-4.56,10,40,33.69,24.84
56,Antti Raanta,CAR,28,1516.6333333333,706,644,62,0.912,2.45,3.65,67.46,221,182,39,0.824,1.54,1.57,177,159,18,0.898,0.71,-0.33,269,264,5,0.981,0.2,5.03,35,94,34.49,19.23
57,Cal Petersen,L.A,37,2176.5,1000,895,105,0.895,2.89,-12.01,95.38,308,253,55,0.821,1.52,1.55,293,256,37,0.874,1.02,-7.75,351,338,13,0.963,0.36,0.09,48,131,33.14,20.3
58,Juuse Saros,NSH,67,3931.3833333333,2107,1934,173,0.918,2.64,22.92,180.35,504,425,79,0.843,1.21,13.53,689,625,64,0.907,0.98,4.78,837,807,30,0.964,0.46,1.2,108,186,33.52,21.96
59,Zach Fucale,WSH,4,171.58333333333,66,61,5,0.924,1.75,1.14,6.97,17,17,0,1.000,0.0,3.12,24,21,3,0.875,1.05,-0.6,24,22,2,0.917,0.7,-1.11,6,10,32.03,37.6
60,Tristan Jarry,PIT,58,3414.7166666667,1711,1573,138,0.919,2.42,21.1,143.68,460,376,84,0.817,1.48,0.45,481,443,38,0.921,0.67,10.02,699,683,16,0.977,0.28,10.06,92,201,34.78,20.06
61,Eric Comrie,WPG,19,1024.8166666667,550,506,44,0.92,2.58,7.14,51.64,153,128,25,0.837,1.46,3.09,154,145,9,0.942,0.53,6.37,219,209,10,0.954,0.59,-1.84,22,59,33.8,21.43
62,Spencer Martin,VAN,6,378.35,218,207,11,0.95,1.74,9.27,21.11,62,57,5,0.919,0.79,6.38,66,63,3,0.955,0.48,3.59,84,81,3,0.964,0.48,0.13,8,27,33.36,25.09
63,Pheonix Copley,WSH,2,96.583333333333,41,36,5,0.878,3.11,-1.19,3.43,4,3,1,0.750,0.62,-0.27,13,10,3,0.769,1.86,-1.7,23,22,1,0.957,0.62,-0.14,2,5,39.32,26.8
64,Thatcher Demko,VAN,64,3699.55,1967,1799,168,0.915,2.72,14.9,173.21,536,446,90,0.832,1.46,8.41,576,524,52,0.91,0.84,5.5,761,735,26,0.966,0.42,2.37,99,216,35.13,22.38
65,Alex Nedeljkovic,DET,59,3230.8,1797,1619,178,0.901,3.31,-10.9,160.14,529,433,96,0.819,1.78,1.12,494,439,55,0.889,1.02,-5.68,705,680,25,0.965,0.46,1.28,75,191,33.13,20.76
66,Vitek Vanecek,WSH,42,2317.3833333333,1118,1015,103,0.908,2.67,0.96,98.99,305,242,63,0.793,1.63,-7.0,307,281,26,0.915,0.67,4.65,453,439,14,0.969,0.36,2.89,57,129,35.3,20.21
67,Jonas Johansson,"COL, FLA",11,486.51666666667,265,226,39,0.853,4.81,-14.36,21.72,75,53,22,0.707,2.71,-8.23,71,58,13,0.817,1.6,-5.91,107,103,4,0.963,0.49,-0.01,11,30,35.98,21.72
68,Elvis Merzlikins,CBJ,59,3320.4,1922,1744,178,0.907,3.22,0.72,164.75,522,431,91,0.826,1.64,4.84,541,489,52,0.904,0.94,2.01,784,749,35,0.955,0.63,-5.77,73,182,34.18,21.42
69,Ilya Sorokin,NYI,52,3072.45,1643,1520,123,0.925,2.4,29.78,139.74,451,388,63,0.860,1.23,19.8,469,432,37,0.921,0.72,9.82,666,643,23,0.965,0.45,1.83,91,171,34.57,22.33
70,Ville Husso,STL,40,2339.2333333333,1235,1135,100,0.919,2.56,14.84,113.84,324,276,48,0.852,1.23,11.48,413,376,37,0.91,0.95,4.23,453,438,15,0.967,0.38,1.89,57,143,32.55,21.87
71,Kaapo Kahkonen,"MIN, S.J",36,1946.0666666667,1056,963,93,0.912,2.87,5.19,92.45,257,204,53,0.794,1.63,-5.82,295,270,25,0.915,0.77,4.45,456,442,14,0.969,0.43,3.0,57,123,37.04,22.86
72,Igor Shesterkin,NYR,53,3075.5333333333,1622,1516,106,0.935,2.07,44.82,145.49,468,408,60,0.872,1.17,25.92,436,406,30,0.931,0.59,13.53,638,622,16,0.975,0.31,7.79,79,180,34.08,19.67
73,Mackenzie Blackwood,N.J,25,1399.05,731,652,79,0.892,3.39,-11.03,61.57,190,145,45,0.763,1.93,-10.12,199,178,21,0.894,0.9,-1.13,301,288,13,0.957,0.56,-1.78,36,64,36.52,21.08
74,Felix Sandstrom,PHI,5,297.25,177,161,16,0.91,3.23,0.46,17.56,49,43,6,0.878,1.21,3.0,65,58,7,0.892,1.41,-0.51,59,56,3,0.949,0.61,-0.8,10,19,32.55,24.06
75,Dan Vladar,CGY,23,1243.1333333333,609,552,57,0.906,2.75,-0.37,52.38,139,110,29,0.791,1.4,-3.48,173,152,21,0.879,1.01,-3.73,265,258,7,0.974,0.34,2.88,39,62,36.82,21.3
76,Sam Montembeault,MTL,38,1942.8166666667,1125,1003,122,0.892,3.77,-17.39,101.46,324,255,69,0.787,2.13,-9.52,301,268,33,0.89,1.02,-2.95,454,434,20,0.956,0.62,-3.07,51,115,34.37,20.24
77,Ilya Samsonov,WSH,44,2361.3,1145,1026,119,0.896,3.02,-12.53,105.58,310,240,70,0.774,1.78,-13.09,325,295,30,0.908,0.76,2.45,447,428,19,0.957,0.48,-2.33,54,159,35.63,19.99
78,Adin Hill,S.J,25,1375.95,648,587,61,0.906,2.66,-0.75,52.15,155,126,29,0.813,1.26,-0.54,190,169,21,0.889,0.92,-2.03,258,247,11,0.957,0.48,-1.38,38,58,37.3,22.92
79,Karel Vejmelka,ARI,52,2769.1666666667,1662,1493,169,0.898,3.66,-14.46,147.63,466,383,83,0.822,1.8,2.56,442,384,58,0.869,1.26,-13.87,689,662,27,0.961,0.59,-1.31,76,196,35.0,22.98
80,Erik Kallgren,TOR,14,779.48333333333,385,342,43,0.888,3.31,-7.2,33.38,98,76,22,0.776,1.69,-4.01,112,97,15,0.866,1.15,-3.82,155,149,6,0.961,0.46,-0.22,27,43,35.61,19.56
81,Adam Huska,NYR,1,39.7,39,32,7,0.821,10.58,-3.37,3.07,9,5,4,0.556,6.05,-2.35,12,10,2,0.833,3.02,-0.8,16,15,1,0.938,1.51,-0.4,0,3,34.79,22.0
82,Joey Daccord,SEA,5,293.21666666667,140,119,21,0.85,4.3,-7.98,13.81,48,35,13,0.729,2.66,-4.19,40,33,7,0.825,1.43,-3.01,46,45,1,0.978,0.2,0.71,7,11,29.84,16.19
83,Michael McNiven,MTL,1,20.0,7,4,3,0.571,9.0,-2.35,1.13,3,2,1,0.667,3.0,-0.45,2,1,1,0.5,3.0,-0.8,2,1,1,0.500,3.0,-0.93,0,2,22.86,19.33
84,Connor Ingram,NSH,3,177.75,91,80,11,0.879,3.71,-2.54,7.99,23,19,4,0.826,1.35,0.22,24,22,2,0.917,0.68,0.4,40,35,5,0.875,1.69,-3.51,3,13,35.52,29.0
85,Casey DeSmith,PIT,26,1417.65,769,703,66,0.914,2.79,5.51,63.57,196,159,37,0.811,1.57,-1.02,199,180,19,0.905,0.8,0.87,331,321,10,0.970,0.42,2.34,34,96,36.94,22.62
86,Charlie Lindgren,STL,5,246.41666666667,118,113,5,0.958,1.22,5.97,10.21,29,27,2,0.931,0.49,3.32,26,23,3,0.885,0.73,-0.4,54,54,0,1.000,0.0,2.01,2,13,36.58,16.4
87,Alex Lyon,CAR,2,122.81666666667,65,59,6,0.908,2.93,0.04,7.68,15,10,5,0.667,2.44,-2.25,28,27,1,0.964,0.49,1.8,20,20,0,1.000,0.0,0.75,3,10,29.37,13.83
88,Zach Sawchenko,S.J,7,268.96666666667,151,136,15,0.901,3.35,-0.96,14.58,50,40,10,0.800,2.23,-0.82,35,31,4,0.886,0.89,-0.51,55,54,1,0.982,0.22,1.05,7,20,35.18,16.07
89,Joseph Woll,TOR,4,239.31666666667,123,112,11,0.911,2.76,0.44,9.88,34,29,5,0.853,1.25,1.24,41,36,5,0.878,1.25,-0.91,44,43,1,0.977,0.25,0.64,16,8,38.23,24.36
90,Carter Hart,PHI,45,2603.0666666667,1441,1304,137,0.905,3.16,-3.01,125.81,390,323,67,0.828,1.54,4.6,386,347,39,0.899,0.9,-0.47,595,564,31,0.948,0.71,-8.82,61,181,34.76,22.48
91,Filip Gustavsson,OTT,18,1048.55,574,512,62,0.892,3.55,-8.63,52.75,159,123,36,0.774,2.06,-6.81,163,143,20,0.877,1.14,-3.73,229,223,6,0.974,0.34,2.54,27,73,32.82,18.74
92,David Rittich,NSH,17,822.93333333333,432,383,49,0.887,3.57,-8.83,38.96,118,89,29,0.754,2.11,-7.34,129,115,14,0.891,1.02,-1.12,170,165,5,0.971,0.36,1.34,22,51,32.93,20.31
93,Jack LaFontaine,CAR,2,74.95,41,32,9,0.78,7.2,-5.19,3.76,14,8,6,0.571,4.8,-3.43,12,10,2,0.833,1.6,-0.8,15,14,1,0.933,0.8,-0.44,5,5,27.44,21.22
94,Stuart Skinner,EDM,13,734.15,367,335,32,0.913,2.62,2.13,31.49,107,89,18,0.832,1.47,1.64,84,78,6,0.929,0.49,2.39,153,145,8,0.948,0.65,-2.3,19,43,35.81,21.22
95,Jake Oettinger,DAL,48,2707.6,1331,1217,114,0.914,2.53,9.76,112.1,344,294,50,0.855,1.11,13.16,371,332,39,0.895,0.86,-1.96,538,513,25,0.954,0.55,-4.94,58,146,35.56,22.61
96,Michael Dipietro,VAN,1,57.35,17,14,3,0.824,3.14,-1.42,1.77,7,5,2,0.714,2.09,-0.71,4,4,0,1.0,0.0,0.4,4,3,1,0.750,1.05,-0.85,1,2,36.82,24.33
97,Ukko-Pekka Luukkonen,BUF,9,503.06666666667,277,254,23,0.917,2.74,2.76,22.67,63,53,10,0.841,1.19,1.57,83,73,10,0.88,1.19,-1.71,122,119,3,0.975,0.36,1.55,12,27,35.89,24.61
98,Cayden Primeau,MTL,12,519.21666666667,302,262,40,0.868,4.62,-11.92,26.24,79,59,20,0.747,2.31,-5.5,95,78,17,0.821,1.96,-7.52,111,108,3,0.973,0.35,1.14,20,37,35.97,23.9
99,Daniil Tarasov,CBJ,4,174.85,111,104,7,0.937,2.4,3.32,9.07,31,25,6,0.806,2.06,-0.31,30,29,1,0.967,0.34,1.99,44,44,0,1.000,0.0,1.64,3,18,37.5,19.71
100,Jeremy Swayman,BOS,41,2390.25,1111,1015,96,0.914,2.41,7.31,92.34,262,210,52,0.802,1.31,-3.9,285,257,28,0.902,0.7,0.45,499,483,16,0.968,0.4,2.6,73,115,37.71,21.8
101,Logan Thompson,VGK,19,1097.7333333333,569,520,49,0.914,2.68,3.91,49.02,148,123,25,0.831,1.37,2.17,164,150,14,0.915,0.77,2.37,233,223,10,0.957,0.55,-1.31,36,72,34.23,22.92
102,Josef Korenar,ARI,2,70.3,35,32,3,0.914,2.56,0.25,2.92,6,4,2,0.667,1.71,-0.9,17,16,1,0.941,0.85,0.7,9,9,0,1.000,0.0,0.34,1,4,32.97,13.33
103,Alexandar Georgiev,NYR,33,1746.1,832,747,85,0.898,2.92,-7.64,78.05,234,188,46,0.803,1.58,-3.04,226,203,23,0.898,0.79,-0.44,341,325,16,0.953,0.55,-3.29,45,106,33.8,21.51
104,Collin Delia,CHI,8,343.1,218,196,22,0.899,3.85,-1.73,17.49,53,41,12,0.774,2.1,-2.27,59,52,7,0.881,1.22,-1.11,98,95,3,0.969,0.52,0.65,18,22,34.95,17.95
105,Thomas Hodges,ANA,1,19.266666666667,3,2,1,0.667,3.11,-0.72,0.18,0,0,0,-,0.0,0.0,2,1,1,0.5,3.11,-0.8,0,0,0,-,0.0,0.0,1,0,74.0,30.0
106,Lukas Dostal,ANA,4,201.45,108,98,10,0.907,2.98,0.04,8.84,26,21,5,0.808,1.49,-0.23,38,34,4,0.895,1.19,-0.21,39,38,1,0.974,0.3,0.45,3,10,34.07,24.9
107,Pavel Francouz,COL,21,1200.15,608,557,51,0.916,2.55,5.54,50.62,179,147,32,0.821,1.6,0.86,139,132,7,0.95,0.35,6.88,262,252,10,0.962,0.5,-0.23,38,78,35.59,25.24
108,Kevin Lankinen,CHI,32,1815.5833333333,973,867,106,0.891,3.5,-15.52,80.87,237,184,53,0.776,1.75,-9.49,287,245,42,0.854,1.39,-13.35,407,396,11,0.973,0.36,4.17,58,94,34.23,21.11
109,Joel Hofer,STL,2,117.15,50,44,6,0.88,3.07,-1.35,5.09,10,8,2,0.800,1.02,-0.16,9,7,2,0.778,1.02,-1.1,30,28,2,0.933,1.02,-0.88,4,5,38.3,33.5
110,Justus Annunen,COL,2,96.766666666667,51,44,7,0.863,4.34,-2.26,3.8,9,5,4,0.556,2.48,-2.35,9,7,2,0.778,1.24,-1.1,27,26,1,0.963,0.62,0.01,2,7,46.67,20.86
111,Ivan Prosvetov,ARI,3,185.0,104,91,13,0.875,4.22,-3.33,9.57,25,20,5,0.800,1.62,-0.41,28,23,5,0.821,1.62,-2.2,48,45,3,0.938,0.97,-1.21,4,11,33.0,21.23
112,Akira Schmid,N.J,6,235.98333333333,114,95,19,0.833,4.83,-8.4,8.88,28,19,9,0.679,2.29,-3.86,40,31,9,0.775,2.29,-5.01,41,40,1,0.976,0.25,0.53,3,14,35.87,21.74
113,Spencer Knight,FLA,32,1740.2333333333,876,795,81,0.908,2.79,0.46,77.52,249,200,49,0.803,1.69,-3.28,243,220,23,0.905,0.79,1.26,339,330,9,0.973,0.31,3.64,56,108,34.69,18.72
114,Mads Sogaard,OTT,2,117.3,54,48,6,0.889,3.07,-0.98,5.41,17,13,4,0.765,2.05,-0.88,13,13,0,1.0,0.0,1.3,22,20,2,0.909,1.02,-1.18,0,5,27.65,17.0
115,Hugo Alnefelt,T.B,1,20.0,10,7,3,0.7,9.0,-2.07,0.56,4,2,2,0.500,6.0,-1.27,2,2,0,1.0,0.0,0.2,3,2,1,0.667,3.0,-0.89,0,1,33.9,21.0
116,Pyotr Kochetkov,CAR,3,148.6,61,55,6,0.902,2.42,-0.33,4.85,19,16,3,0.842,1.21,0.49,15,15,0,1.0,0.0,1.5,23,20,3,0.870,1.21,-2.14,4,4,35.75,28.67
117,Nico Daws,N.J,25,1271.85,617,551,66,0.893,3.11,-8.63,55.82,143,109,34,0.762,1.6,-7.75,190,165,25,0.868,1.18,-6.03,253,246,7,0.972,0.33,2.43,28,56,37.24,23.11
