,Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
10,Devan Dubnyk,MIN,30,1664.65,849,756,93,0.89,3.35,-16.2,64.06,186,137,49,0.737,1.77,-14.25,226,196,30,0.867,1.08,-8.17,404,391,13,0.968,0.47,1.45,36,95,38.16,22.57
11,Cory Schneider,N.J,13,679.26666666667,355,315,40,0.887,3.53,-7.89,31.07,97,75,22,0.773,1.94,-3.88,93,82,11,0.882,0.97,-2.02,150,143,7,0.953,0.62,-1.64,21,40,36.08,22.58
12,Thomas Greiss,NYI,31,1575.9333333333,839,766,73,0.913,2.78,2.89,67.86,240,199,41,0.829,1.56,3.84,216,200,16,0.926,0.61,4.86,340,324,16,0.953,0.61,-3.84,43,83,35.3,23.48
13,Anton Khudobin,DAL,30,1677.4833333333,882,820,62,0.93,2.22,17.78,65.45,200,165,35,0.825,1.25,2.37,219,205,14,0.936,0.5,7.15,413,400,13,0.969,0.46,1.77,37,83,37.76,21.18
14,Pekka Rinne,NSH,36,1987.7666666667,1003,898,105,0.895,3.17,-14.27,84.09,279,225,54,0.806,1.63,-1.87,263,231,32,0.878,0.97,-6.6,409,390,19,0.954,0.57,-4.37,51,93,34.59,22.09
15,Carey Price,MTL,58,3439.8166666667,1755,1595,160,0.909,2.79,-1.25,141.29,469,386,83,0.823,1.45,4.63,421,376,45,0.893,0.78,-4.34,754,722,32,0.958,0.56,-5.03,85,170,38.36,22.65
16,Tuukka Rask,BOS,41,2401.7833333333,1189,1104,85,0.929,2.12,22.55,93.52,279,237,42,0.849,1.05,10.13,305,277,28,0.908,0.7,1.46,530,515,15,0.972,0.37,3.96,73,129,39.25,23.61
17,Jonathan Quick,L.A,42,2516.2333333333,1223,1106,117,0.904,2.79,-6.37,107.69,307,250,57,0.814,1.36,0.36,331,297,34,0.897,0.81,-2.03,523,497,26,0.95,0.62,-7.29,61,136,36.23,22.81
18,Ben Bishop,DAL,44,2474.1833333333,1284,1181,103,0.92,2.5,13.15,107.11,340,286,54,0.841,1.31,9.53,327,300,27,0.917,0.65,4.58,556,535,21,0.962,0.51,-1.11,65,141,35.51,21.43
19,Alex Stalock,MIN,38,2177.35,1082,985,97,0.91,2.67,0.87,80.66,211,163,48,0.773,1.32,-8.58,279,249,30,0.892,0.83,-3.05,521,503,18,0.965,0.5,0.63,43,109,40.51,23.72
20,James Reimer,CAR,25,1378.0166666667,712,651,61,0.914,2.66,3.41,64.7,217,169,48,0.779,2.09,-7.46,190,181,9,0.953,0.39,9.35,273,269,4,0.985,0.17,5.76,37,83,34.11,14.92
21,Jonathan Bernier,DET,46,2545.9333333333,1353,1227,126,0.907,2.97,-3.61,120.96,386,312,74,0.808,1.74,-1.88,331,300,31,0.906,0.73,0.97,580,559,21,0.964,0.49,-0.26,58,144,34.6,19.6
22,Semyon Varlamov,NYI,45,2536.6833333333,1276,1166,110,0.914,2.6,5.42,110.72,351,285,66,0.812,1.56,-0.42,350,325,25,0.929,0.59,8.8,503,485,18,0.964,0.43,-0.01,75,148,35.77,21.93
23,Jacob Markstrom,VAN,43,2551.8833333333,1420,1303,117,0.918,2.75,11.45,119.93,370,310,60,0.838,1.41,9.13,385,349,36,0.906,0.85,1.18,598,577,21,0.965,0.49,0.39,64,168,35.15,21.33
24,Jake Allen,STL,24,1341.9833333333,655,607,48,0.927,2.15,11.25,54.82,168,149,19,0.887,0.85,12.39,178,167,11,0.938,0.49,6.19,274,256,18,0.934,0.8,-8.2,30,71,35.26,27.19
25,Michael Hutchinson,"COL, TOR",16,847.01666666667,439,390,49,0.888,3.47,-9.29,39.23,136,107,29,0.787,2.05,-3.59,121,105,16,0.868,1.13,-4.31,168,164,4,0.976,0.28,2.01,32,36,32.85,18.49
26,Braden Holtby,WSH,48,2743.1666666667,1384,1242,142,0.897,3.11,-16.81,122.96,378,295,83,0.780,1.82,-12.37,364,324,40,0.89,0.87,-4.84,553,535,18,0.967,0.39,1.78,71,165,36.78,20.69
27,Martin Jones,S.J,41,2340.4166666667,1140,1022,118,0.896,3.03,-14.88,106.29,339,281,58,0.829,1.49,5.34,321,282,39,0.879,1.0,-8.0,404,383,21,0.948,0.54,-6.55,52,153,35.79,22.18
28,Mikko Koskinen,EDM,38,2096.5166666667,1173,1076,97,0.917,2.78,9.11,102.31,320,268,52,0.838,1.49,7.79,342,311,31,0.909,0.89,2.03,445,432,13,0.971,0.37,2.92,62,155,35.57,21.6
29,Anders Nilsson,OTT,20,1093.2666666667,628,570,58,0.908,3.18,-1.19,49.55,157,123,34,0.783,1.87,-4.67,167,151,16,0.904,0.88,0.13,269,261,8,0.97,0.44,1.62,24,60,38.06,21.33
30,Robin Lehner,"CHI, VGK",36,2056.9,1235,1136,99,0.92,2.89,12.71,101.81,335,273,62,0.815,1.81,0.59,347,323,24,0.931,0.7,9.51,482,469,13,0.973,0.38,4.24,56,132,35.3,18.21
31,Darcy Kuemper,ARI,29,1757.6,903,838,65,0.928,2.22,16.68,72.85,217,181,36,0.834,1.23,4.54,240,218,22,0.908,0.75,1.18,406,399,7,0.983,0.24,7.52,41,100,36.65,19.49
32,Carter Hutton,BUF,31,1775.4333333333,918,824,94,0.898,3.18,-10.96,78.2,261,204,57,0.782,1.93,-8.23,231,206,25,0.892,0.84,-2.69,384,372,12,0.969,0.41,1.73,43,108,35.47,18.4
33,Cam Talbot,CGY,26,1414.65,780,717,63,0.919,2.67,7.56,62.34,159,127,32,0.799,1.36,-2.29,251,230,21,0.916,0.89,3.24,329,320,9,0.973,0.38,2.77,42,80,36.51,22.21
34,Sergei Bobrovsky,FLA,50,2785.9833333333,1504,1353,151,0.9,3.25,-14.95,134.9,439,367,72,0.836,1.55,10.02,384,338,46,0.88,0.99,-8.91,592,560,32,0.946,0.69,-10.83,69,213,36.13,23.91
35,Calvin Pickard,DET,3,164.88333333333,74,59,15,0.797,5.46,-8.31,7.31,25,14,11,0.560,4.0,-6.33,16,13,3,0.813,1.09,-1.45,30,29,1,0.967,0.36,0.07,4,11,34.18,13.4
36,Jack Campbell,"L.A, TOR",26,1566.9833333333,761,688,73,0.904,2.8,-4.16,63.92,201,153,48,0.761,1.84,-10.45,196,180,16,0.918,0.61,2.93,325,316,9,0.972,0.34,2.62,43,93,36.65,18.36
37,Philipp Grubauer,COL,36,2057.1,1067,977,90,0.916,2.63,6.52,87.81,299,245,54,0.819,1.58,1.87,265,243,22,0.917,0.64,3.59,441,427,14,0.968,0.41,1.77,64,148,37.17,21.07
38,Louis Domingue,"N.J, VAN",17,802.31666666667,434,383,51,0.882,3.81,-11.74,36.18,103,73,30,0.709,2.24,-10.76,140,128,12,0.914,0.9,1.52,168,159,9,0.946,0.67,-2.99,15,35,36.02,21.37
39,Petr Mrazek,CAR,40,2320.9833333333,1091,987,104,0.905,2.69,-5.31,102.15,322,264,58,0.820,1.5,2.16,277,248,29,0.895,0.75,-2.25,410,393,17,0.959,0.44,-2.34,56,130,35.78,19.27
40,Frederik Andersen,TOR,52,3006.6666666667,1577,1434,143,0.909,2.85,-0.35,130.02,396,319,77,0.806,1.54,-3.01,407,365,42,0.897,0.84,-2.69,696,672,24,0.966,0.48,0.89,92,143,36.86,20.9
41,Keith Kinkaid,MTL,6,339.98333333333,192,168,24,0.875,4.24,-6.63,14.73,47,35,12,0.745,2.12,-3.22,47,39,8,0.83,1.41,-3.46,86,82,4,0.953,0.71,-0.92,10,22,38.44,21.42
42,Laurent Brossoit,WPG,19,987.88333333333,512,458,54,0.895,3.28,-7.69,47.25,170,131,39,0.771,2.37,-7.24,113,104,9,0.92,0.55,1.91,206,200,6,0.971,0.36,1.37,24,64,34.12,17.93
43,Anton Forsberg,CAR,3,143.15,78,70,8,0.897,3.35,-0.94,6.02,23,18,5,0.783,2.1,-0.7,20,18,2,0.9,0.84,-0.07,30,29,1,0.967,0.42,0.07,8,10,37.14,21.13
44,Garret Sparks,VGK,1,27.4,14,12,2,0.857,4.38,-0.73,0.98,0,0,0,-,0.0,0.0,5,3,2,0.6,4.38,-1.52,9,9,0,1.0,0.0,0.32,0,2,38.93,18.5
45,Jordan Binnington,STL,50,2927.8666666667,1430,1304,126,0.912,2.58,3.35,127.41,413,358,55,0.867,1.13,22.16,408,367,41,0.9,0.84,-1.6,540,510,30,0.944,0.61,-10.69,73,168,35.22,23.66
46,John Gibson,ANA,51,2981.2833333333,1554,1405,149,0.904,3.0,-8.43,137.48,431,351,80,0.814,1.61,0.53,441,393,48,0.891,0.97,-5.41,614,593,21,0.966,0.42,0.96,82,169,34.57,20.34
47,Oscar Dansk,VGK,1,60.0,37,31,6,0.838,6.0,-2.65,2.55,7,5,2,0.714,2.0,-0.69,11,8,3,0.727,3.0,-1.94,14,13,1,0.929,1.0,-0.5,0,2,37.92,23.83
48,Malcolm Subban,"CHI, VGK",21,1136.0166666667,546,486,60,0.89,3.17,-10.61,51.86,178,143,35,0.803,1.85,-1.74,123,115,8,0.935,0.42,3.88,228,211,17,0.925,0.9,-8.85,16,72,32.37,19.62
49,Andrei Vasilevskiy,T.B,52,3124.6333333333,1600,1467,133,0.917,2.55,11.73,124.43,408,338,70,0.828,1.34,6.23,473,430,43,0.909,0.83,2.68,637,617,20,0.969,0.38,2.78,85,169,37.1,22.81
50,Matt Murray,PIT,38,2237.5,1055,948,107,0.899,2.87,-11.57,87.96,304,248,56,0.816,1.5,0.8,292,257,35,0.88,0.94,-6.8,402,388,14,0.965,0.38,0.38,55,115,35.37,24.26
51,Chris Driedger,FLA,12,642.66666666667,354,332,22,0.938,2.05,10.02,29.85,100,87,13,0.870,1.21,5.68,90,83,7,0.922,0.65,1.69,141,139,2,0.986,0.19,3.04,18,31,35.83,20.73
52,Joonas Korpisalo,CBJ,37,2125.9,1030,938,92,0.911,2.6,1.17,80.92,260,211,49,0.812,1.38,-0.42,266,239,27,0.898,0.76,-1.31,448,432,16,0.964,0.45,0.02,50,99,37.44,21.18
53,Anthony Stolarz,ANA,1,58.866666666667,36,34,2,0.944,2.04,1.26,2.83,7,6,1,0.857,1.02,0.31,10,10,0,1.0,0.0,0.97,15,14,1,0.933,1.02,-0.46,2,3,42.42,29.0
54,Connor Hellebuyck,WPG,58,3270.6166666667,1795,1655,140,0.922,2.57,22.37,157.28,509,419,90,0.823,1.65,5.1,439,411,28,0.936,0.51,14.4,760,739,21,0.972,0.39,6.18,63,232,36.05,19.26
55,Linus Ullmark,BUF,34,2027.4,1066,975,91,0.915,2.69,5.43,83.97,275,216,59,0.785,1.75,-7.62,287,268,19,0.934,0.56,8.72,456,443,13,0.971,0.38,3.31,43,86,35.87,18.26
56,Aaron Dell,S.J,33,1835.2333333333,984,892,92,0.907,3.01,-2.99,87.67,298,241,57,0.809,1.86,-1.32,275,249,26,0.905,0.85,0.56,347,338,9,0.974,0.29,3.41,65,117,35.74,18.55
57,Antti Raanta,ARI,33,1822.9,1014,934,80,0.921,2.63,11.72,85.19,263,208,55,0.791,1.81,-5.86,255,238,17,0.933,0.56,7.63,441,433,8,0.982,0.26,7.77,46,136,37.0,17.24
58,Antoine Bibeau,COL,2,91.75,42,37,5,0.881,3.27,-1.2,4.47,12,10,2,0.833,1.31,0.24,13,10,3,0.769,1.96,-1.74,13,13,0,1.0,0.0,0.46,0,5,37.48,18.6
59,Cal Petersen,L.A,8,477.36666666667,269,248,21,0.922,2.64,3.33,26.33,73,62,11,0.849,1.38,2.64,83,74,9,0.892,1.13,-0.98,100,99,1,0.99,0.13,2.58,7,42,33.8,19.48
60,Marcus Hogberg,OTT,24,1344.55,726,656,70,0.904,3.12,-4.33,61.38,195,153,42,0.785,1.87,-5.57,183,165,18,0.902,0.8,-0.33,317,307,10,0.968,0.45,1.34,40,94,36.75,20.74
61,Juuse Saros,NSH,40,2175.6166666667,1142,1044,98,0.914,2.7,5.3,94.99,297,237,60,0.798,1.65,-4.51,301,277,24,0.92,0.66,5.07,483,471,12,0.975,0.33,5.27,54,123,35.49,20.97
62,Tristan Jarry,PIT,33,1926.4833333333,982,904,78,0.921,2.43,10.83,77.48,241,194,47,0.805,1.46,-1.97,255,234,21,0.918,0.65,3.63,425,415,10,0.976,0.31,5.2,51,93,38.08,20.37
63,Eric Comrie,DET,3,126.25,66,57,9,0.864,4.28,-3.03,6.39,22,16,6,0.727,2.85,-1.89,17,15,2,0.882,0.95,-0.36,25,24,1,0.96,0.48,-0.11,2,10,32.61,18.0
64,Thatcher Demko,VAN,27,1529.05,821,743,78,0.905,3.06,-3.73,75.06,234,188,46,0.803,1.81,-2.28,264,245,19,0.928,0.75,6.5,288,276,12,0.958,0.47,-1.7,48,95,34.94,22.59
65,Alex Nedeljkovic,CAR,4,216.31666666667,97,86,11,0.887,3.05,-2.23,8.4,31,24,7,0.774,1.94,-1.21,28,25,3,0.893,0.83,-0.3,34,33,1,0.971,0.28,0.22,5,12,35.03,18.0
66,Jonas Johansson,BUF,6,326.73333333333,151,135,16,0.894,2.94,-2.34,12.27,45,36,9,0.800,1.65,-0.59,37,31,6,0.838,1.1,-2.43,63,62,1,0.984,0.18,1.25,9,14,34.42,21.44
67,Elvis Merzlikins,CBJ,33,1880.1333333333,919,848,71,0.923,2.27,12.13,69.23,188,159,29,0.846,0.93,6.13,264,234,30,0.886,0.96,-4.5,415,403,12,0.971,0.38,2.84,36,91,37.68,23.55
68,Kaapo Kahkonen,MIN,5,304.2,172,157,15,0.913,2.96,0.56,10.86,33,24,9,0.727,1.78,-2.83,42,38,4,0.905,0.79,0.06,91,89,2,0.978,0.39,1.25,4,10,39.19,21.13
69,Igor Shesterkin,NYR,12,691.58333333333,424,395,29,0.932,2.52,9.35,36.39,119,101,18,0.849,1.56,4.23,90,83,7,0.922,0.61,1.69,192,188,4,0.979,0.35,2.87,17,55,36.05,19.41
70,Mackenzie Blackwood,N.J,47,2684.0166666667,1452,1328,124,0.915,2.77,7.34,118.99,345,289,56,0.838,1.25,8.46,433,391,42,0.903,0.94,-0.18,605,579,26,0.957,0.58,-4.36,65,138,36.79,23.43
71,Sam Montembeault,FLA,14,700.75,356,317,39,0.89,3.34,-6.8,27.32,88,74,14,0.841,1.2,2.44,95,79,16,0.832,1.37,-6.82,150,142,8,0.947,0.68,-2.64,17,32,37.54,28.03
72,Ilya Samsonov,WSH,26,1411.0333333333,686,626,60,0.913,2.55,2.05,58.7,185,147,38,0.795,1.62,-3.43,174,159,15,0.914,0.64,1.8,281,274,7,0.975,0.3,3.05,34,70,36.29,19.53
73,Adin Hill,ARI,13,640.76666666667,343,315,28,0.918,2.62,3.03,29.1,87,68,19,0.782,1.78,-2.74,95,89,6,0.937,0.56,3.18,141,139,2,0.986,0.19,3.04,17,35,37.07,21.46
74,David Ayres,CAR,1,28.683333333333,10,8,2,0.8,4.18,-1.1,1.35,4,3,1,0.750,2.09,-0.25,5,4,1,0.8,2.09,-0.52,1,1,0,1.0,0.0,0.04,1,3,23.7,23.0
75,Kasimir Kaskisuo,TOR,1,60.0,38,32,6,0.842,6.0,-2.56,3.19,11,7,4,0.636,4.0,-1.94,11,10,1,0.909,1.0,0.06,14,13,1,0.929,1.0,-0.5,5,2,35.0,23.5
76,Charlie Lindgren,MTL,6,360.85,178,158,20,0.888,3.33,-3.9,18.63,56,42,14,0.750,2.33,-3.54,43,40,3,0.93,0.5,1.15,71,68,3,0.958,0.5,-0.46,11,28,34.61,22.4
77,Alex Lyon,PHI,3,135.31666666667,73,65,8,0.89,3.55,-1.4,6.43,21,16,5,0.762,2.22,-1.08,29,27,2,0.931,0.89,0.8,21,20,1,0.952,0.44,-0.25,3,10,34.11,18.25
78,Carter Hart,PHI,43,2355.8333333333,1100,1005,95,0.914,2.42,4.5,96.64,289,237,52,0.820,1.32,2.0,277,252,25,0.91,0.64,1.75,459,441,18,0.961,0.46,-1.58,46,154,38.16,21.17
79,David Rittich,CGY,48,2791.9666666667,1478,1340,138,0.907,2.97,-4.3,125.33,367,307,60,0.837,1.29,8.57,448,393,55,0.877,1.18,-11.73,596,573,23,0.961,0.49,-1.68,83,172,35.67,22.72
80,Adam Werner,COL,2,87.833333333333,58,53,5,0.914,3.42,0.25,3.83,8,7,1,0.875,0.68,0.49,20,17,3,0.85,2.05,-1.07,25,24,1,0.96,0.68,-0.11,3,3,43.22,32.0
81,Michael Dipietro,VAN,1,8.3833333333333,7,6,1,0.857,7.16,-0.37,0.43,2,2,0,1.000,0.0,0.37,2,1,1,0.5,7.16,-0.81,3,3,0,1.0,0.0,0.11,0,0,35.29,25.0
82,Cayden Primeau,MTL,2,119.1,72,67,5,0.931,2.52,1.51,4.76,15,12,3,0.800,1.51,-0.2,9,8,1,0.889,0.5,-0.13,43,42,1,0.977,0.5,0.54,6,6,42.72,21.4
83,Matiss Kivlenieks,CBJ,6,284.83333333333,137,123,14,0.898,2.95,-1.61,10.26,33,28,5,0.848,1.05,1.17,24,18,6,0.75,1.26,-3.68,69,66,3,0.957,0.63,-0.53,5,21,39.27,20.86
84,Gilles Senn,N.J,2,70.083333333333,41,37,4,0.902,3.42,-0.29,3.31,9,9,0,1.000,0.0,1.68,16,12,4,0.75,3.42,-2.45,14,14,0,1.0,0.0,0.5,1,5,35.95,30.5
85,Alexandar Georgiev,NYR,34,1891.7333333333,1061,965,96,0.91,3.04,-0.02,96.54,293,242,51,0.826,1.62,3.74,283,252,31,0.89,0.98,-3.67,434,420,14,0.968,0.44,1.52,55,114,35.45,21.64
86,Pavel Francouz,COL,34,1874.4333333333,996,919,77,0.923,2.46,13.1,76.89,233,188,45,0.807,1.44,-1.47,247,232,15,0.939,0.48,8.86,449,432,17,0.962,0.54,-0.94,45,109,38.99,21.86
