Simulation,PlayerID,Player,Position,Team,Age,Games Played,Goals,Assists,Points
3,8476329.0,Travis Boyd,C,ARI,30,16,2,6,8
3,8480196.0,Jacob Bryson,D,BUF,26,36,1,7,8
3,8478450.0,Parker Wotherspoon,D,BOS,26,41,0,8,8
3,8480950.0,Ilya Lyubushkin,D,ANA,29,74,0,8,8
3,8479066.0,Ryan Lomberg,L,FLA,29,75,5,2,7
3,8478569.0,Noel Acciari,C,PIT,32,55,4,3,7
3,8477930.0,Pierre-Edouard Bellemare,L,SEA,38,40,4,3,7
3,8482241.0,Radim Zohorna,L,PIT,27,33,4,3,7
3,8482624.0,Daniil Miromanov,D,VGK,26,24,3,4,7
3,8479346.0,Dillon Dube,C,CGY,25,43,3,4,7
3,8482496.0,Nils Aman,C,VAN,23,43,3,4,7
3,8481019.0,David Gustafsson,C,WPG,23,39,3,4,7
3,8478408.0,Travis Dermott,D,ARI,27,50,2,5,7
3,8479458.0,Nikita Zaitsev,D,CHI,32,38,2,5,7
3,8481167.0,Brayden Pachal,D,CGY,24,50,2,5,7
3,8480084.0,Nick DeSimone,D,NJD,29,34,2,5,7
3,8482652.0,Walker Duehr,R,CGY,26,40,2,5,7
3,8480807.0,Mattias Samuelsson,D,BUF,23,41,1,6,7
3,8479442.0,Troy Stecher,D,ARI,29,54,1,6,7
3,8482516.0,Matthew Kessel,D,STL,23,39,1,6,7
3,8474568.0,Luke Schenn,D,NSH,34,63,1,6,7
3,8478454.0,Noah Juulsen,D,VAN,26,54,1,6,7
3,8478502.0,Dennis Gilbert,D,CGY,27,34,1,6,7
3,8478104.0,Sammy Blais,L,STL,27,53,1,6,7
3,8482176.0,Wyatt Kaiser,D,CHI,21,32,0,7,7
3,8473446.0,Erik Johnson,D,BUF,35,67,5,1,6
3,8471817.0,Ryan Reaves,R,TOR,36,49,4,2,6
3,8479370.0,Tyson Jost,C,BUF,25,43,3,3,6
3,8477369.0,Carson Soucy,D,VAN,29,40,2,4,6
3,8474612.0,Travis Hamonic,D,OTT,33,48,2,4,6
3,8482730.0,Brandt Clarke,D,LAK,20,16,2,4,6
3,8477944.0,Jakub Vrana,L,STL,27,21,2,4,6
3,8477931.0,Tomas Nosek,L,NJD,31,36,2,4,6
3,8480789.0,Oliver Wahlstrom,R,NYI,23,32,2,4,6
3,8481013.0,Jonatan Berggren,R,DET,23,12,2,4,6
3,8476441.0,Joel Edmundson,D,WSH,30,53,1,5,6
3,8482192.0,Isaak Phillips,D,CHI,22,33,0,6,6
3,8480078.0,Filip Chytil,C,NYR,24,10,0,6,6
3,8483524.0,Shane Wright,C,SEA,19,8,4,1,5
3,8477962.0,Brendan Lemieux,L,CAR,27,32,3,2,5
3,8481541.0,Samuel Bolduc,D,NYI,23,34,2,3,5
3,8481147.0,Reese Johnson,C,CHI,25,42,2,3,5
3,8481422.0,Jacob Lucchini,C,MIN,28,40,2,3,5
3,8479536.0,Axel Jonsson-Fjallby,L,WPG,25,26,2,3,5
3,8481122.0,Simon Benoit,D,TOR,25,64,1,4,5
3,8477938.0,Haydn Fleury,D,TBL,27,24,1,4,5
3,8477810.0,Joel Hanley,D,DAL,32,42,1,4,5
3,8471686.0,Marc Staal,D,PHI,36,35,1,4,5
3,8474009.0,Nick Bonino,C,NYR,35,45,1,4,5
3,8476952.0,Dominic Toninato,C,WPG,29,15,1,4,5
3,8479547.0,Matthew Phillips,R,PIT,25,31,1,4,5
3,8480245.0,Olle Lycksell,R,PHI,24,18,1,4,5
3,8474716.0,Jared Spurgeon,D,MIN,34,16,0,5,5
3,8475906.0,John Klingberg,D,TOR,31,14,0,5,5
3,8476429.0,Scott Mayfield,D,NYI,31,41,0,5,5
3,8475718.0,Justin Holl,D,DET,31,38,0,5,5
3,8478452.0,Caleb Jones,D,COL,26,25,0,5,5
3,8479291.0,Kevin Rooney,C,CGY,30,33,3,1,4
3,8479344.0,Jesse Puljujarvi,R,PIT,25,22,3,1,4
3,8478051.0,Max Willman,C,NJD,28,18,3,1,4
3,8475791.0,Taylor Hall,L,CHI,32,10,2,2,4
3,8481056.0,Spencer Stastney,D,NSH,23,20,2,2,4
3,8476867.0,Brendan Gaunce,C,CBJ,29,24,2,2,4
3,8479981.0,Jonah Gadjovich,L,FLA,25,39,2,2,4
3,8475766.0,Austin Watson,L,TBL,31,33,2,2,4
3,8477499.0,Rasmus Ristolainen,D,PHI,29,31,1,3,4
3,8478451.0,Ethan Bear,D,WSH,26,24,1,3,4
3,8481609.0,Vladislav Kolyachonok,D,ARI,22,5,1,3,4
3,8477244.0,Chad Ruhwedel,D,PIT,33,52,1,3,4
3,8476442.0,Matt Nieto,L,PIT,31,22,1,3,4
3,8479994.0,Jaret Anderson-Dolan,C,LAK,24,31,1,3,4
3,8475752.0,Tyler Pitlick,C,NYR,32,34,1,3,4
3,8481532.0,Alex Turcotte,C,LAK,22,20,1,3,4
3,8477527.0,Ross Johnston,L,ANA,29,68,1,3,4
3,8475235.0,Nicolas Deslauriers,L,PHI,32,60,1,3,4
3,8476913.0,Devin Shore,C,SEA,29,21,1,3,4
3,8479379.0,Givani Smith,R,SJS,25,36,1,3,4
3,8475762.0,Derek Forbort,D,BOS,31,35,0,4,4
3,8478424.0,Jansen Harkins,C,PIT,26,45,0,4,4
3,8480441.0,Trey Fix-Wolansky,R,CBJ,24,11,2,1,3
3,8478078.0,Rourke Chartier,C,OTT,27,37,2,1,3
3,8480776.0,Sheldon Rempal,R,VGK,28,9,2,1,3
3,8480468.0,James Hamblin,L,EDM,24,31,2,1,3
3,8479772.0,Zack MacEwen,R,OTT,27,30,2,1,3
3,8477073.0,Kurtis MacDermid,D,COL,29,45,2,1,3
3,8480823.0,Alexander Alexeyev,D,WSH,24,39,1,2,3
3,8480007.0,Jonas Rondbjerg,R,VGK,24,20,1,2,3
3,8476934.0,Brock McGinn,L,ANA,29,24,1,2,3
3,8478409.0,Anthony Richard,C,BOS,27,9,1,2,3
3,8483570.0,Ben Meyers,C,COL,25,23,1,2,3
3,8476994.0,Vinnie Hinostroza,C,PIT,29,14,1,2,3
3,8481592.0,Jakob Pelletier,L,CGY,22,13,1,2,3
3,8478904.0,Steven Lorentz,C,FLA,27,38,1,2,3
3,8479972.0,Mason Shaw,C,MIN,25,20,1,2,3
3,8480853.0,Liam Foudy,C,NSH,23,13,0,3,3
3,8482762.0,Simon Edvinsson,D,DET,20,16,1,1,2
3,8482101.0,Danil Gushchin,L,SJS,21,4,1,1,2
3,8479378.0,Logan Stanley,D,WPG,25,25,1,1,2
3,8481006.0,Tyler Tucker,D,STL,23,26,1,1,2
3,8478495.0,Denis Gurianov,R,NSH,26,18,1,1,2
3,8479362.0,Riley Tufte,L,COL,25,5,1,1,2
3,8480292.0,Carson Meyer,R,CBJ,26,14,1,1,2
3,8477454.0,Adam Erne,L,EDM,28,24,1,1,2
3,8475780.0,Chris Wagner,R,BOS,32,13,1,1,2
3,8476988.0,Matt Benning,D,SJS,29,14,0,2,2
3,8477034.0,Jaycob Megna,D,CHI,31,44,0,2,2
3,8481521.0,Ronnie Attard,D,PHI,24,12,0,2,2
3,8480070.0,Ian Mitchell,D,BOS,24,13,0,2,2
3,8477851.0,Jordan Oesterle,D,CGY,31,22,0,2,2
3,8481161.0,Jake Christiansen,D,CBJ,24,12,0,2,2
3,8482451.0,Mikael Pyyhtia,L,CBJ,22,17,0,2,2
3,8473473.0,Milan Lucic,L,BOS,35,4,0,2,2
3,8480870.0,Bo Groulx,C,ANA,23,45,0,2,2
3,8481598.0,Philip Broberg,D,EDM,22,12,0,2,2
3,8477464.0,Nic Petan,C,MIN,28,6,0,2,2
3,8481617.0,Vasily Podkolzin,R,VAN,22,19,0,2,2
3,8481751.0,Lukas Rousek,R,BUF,24,15,0,2,2
3,8481550.0,Adam Beckman,L,MIN,22,11,0,2,2
3,8481523.0,Kirby Dach,C,MTL,22,2,0,2,2
3,8481543.0,Nikita Alexandrov,C,STL,23,23,0,2,2
3,8478146.0,Matthew Highmore,C,OTT,27,7,0,2,2
3,8481043.0,Cole Koepke,L,TBL,25,9,0,2,2
3,8483565.0,Nick Blankenburg,D,CBJ,25,12,1,0,1
3,8483397.0,Marc McLaughlin,C,BOS,24,1,1,0,1
3,8480874.0,Adam Ginning,D,PHI,23,9,1,0,1
3,8481754.0,Nikita Nesterenko,C,ANA,22,3,1,0,1
3,8480021.0,Jack Studnicka,C,SJS,24,22,1,0,1
3,8481518.0,Nolan Foote,L,NJD,23,4,1,0,1
3,8479421.0,Jacob Moverare,D,LAK,25,24,1,0,1
3,8481239.0,Samuel Fagemo,L,LAK,23,8,1,0,1
3,8479546.0,Oskar Steen,C,BOS,25,34,1,0,1
3,8480836.0,Jonathan Gruden,C,PIT,23,13,1,0,1
3,8481077.0,John Leonard,L,NSH,25,6,1,0,1
3,8482147.0,Jean-Luc Foudy,C,COL,21,4,1,0,1
3,8474053.0,Logan Couture,C,SJS,34,6,0,1,1
3,8481812.0,Nikolai Knyzhov,D,SJS,26,10,0,1,1
3,8479984.0,Cal Foote,D,NJD,25,4,0,1,1
3,8479321.0,Lucas Johansen,D,WSH,26,6,0,1,1
3,8473563.0,Nicklas Backstrom,C,WSH,36,8,0,1,1
3,8479320.0,Max Lajoie,D,TOR,26,7,0,1,1
3,8482095.0,Tyler Kleven,D,OTT,21,9,0,1,1
3,8480157.0,Calle Rosen,D,STL,29,6,0,1,1
3,8480031.0,Max Comtois,L,ANA,24,1,0,1,1
3,8478017.0,Mark Friedman,D,VAN,28,23,0,1,1
3,8479348.0,Kale Clague,D,BUF,25,3,0,1,1
3,8475278.0,Byron Froese,C,VGK,32,16,0,1,1
3,8475795.0,Dylan McIlrath,D,WSH,31,3,0,1,1
3,8480845.0,Rasmus Kupari,C,WPG,23,28,0,1,1
3,8480890.0,Jan Jenik,R,ARI,23,5,0,1,1
3,8477887.0,Patrick Brown,C,BOS,31,11,0,1,1
3,8478512.0,Austin Czarnik,C,DET,31,34,0,1,1
3,8479367.0,William Lockwood,R,FLA,25,26,0,1,1
3,8483597.0,Milos Kelemen,L,ARI,24,10,0,1,1
3,8477126.0,Jayson Megna,C,ANA,33,1,0,0,0
3,8479639.0,Dylan Coghlan,D,CAR,25,1,0,0,0
3,8482067.0,Connor Mackey,D,NYR,27,1,0,0,0
3,8476856.0,Matt Dumba,D,ARI,29,0,0,0,0
3,8478483.0,Mitchell Marner,R,TOR,26,0,0,0,0
3,8471873.0,Anton Stralman,D,BOS,37,0,0,0,0
3,8474162.0,Jake Muzzin,D,TOR,34,0,0,0,0
3,8470638.0,Patrice Bergeron,C,BOS,38,0,0,0,0
3,8473604.0,Jonathan Toews,C,CHI,35,0,0,0,0
3,8471276.0,David Krejci,C,BOS,37,0,0,0,0
3,8474207.0,Nick Holden,D,OTT,36,0,0,0,0
3,8475747.0,Patrik Nemeth,D,ARI,31,0,0,0,0
3,8477467.0,Gustav Olofsson,D,SEA,29,1,0,0,0
3,8479514.0,Rem Pitlick,C,CHI,26,9,0,0,0
3,8474027.0,Justin Braun,D,PHI,36,0,0,0,0
3,8481599.0,Victor Soderstrom,D,ARI,22,3,0,0,0
3,8474161.0,Jakub Voracek,R,CBJ,34,0,0,0,0
3,8479985.0,Cale Fleury,D,SEA,25,1,0,0,0
3,8471303.0,Alexander Edler,D,LAK,37,0,0,0,0
3,8474573.0,Josh Bailey,R,NYI,34,0,0,0,0
3,8483619.0,Filip Roos,D,CHI,24,4,0,0,0
3,8474818.0,Jordie Benn,D,TOR,36,0,0,0,0
3,8476449.0,Scott Harrington,D,ANA,30,0,0,0,0
3,8483620.0,Marcus Bjork,D,CBJ,26,0,0,0,0
3,8470595.0,Eric Staal,C,FLA,39,0,0,0,0
3,8481585.0,Egor Afanasyev,L,NSH,22,2,0,0,0
3,8482712.0,Oskar Olausson,R,COL,21,1,0,0,0
3,8481072.0,Tim Berni,D,CBJ,23,0,0,0,0
3,8479945.0,Gavin Bayreuther,D,CBJ,29,0,0,0,0
3,8481600.0,Tobias Bjornfot,D,VGK,22,4,0,0,0
3,8481679.0,Maxence Guenette,D,OTT,22,7,0,0,0
3,8474683.0,Derek Grant,C,ANA,33,0,0,0,0
3,8476470.0,Nathan Beaulieu,D,ANA,31,0,0,0,0
3,8474145.0,Robert Bortuzzo,D,NYI,34,27,0,0,0
3,8480216.0,Jacob Peterson,C,SJS,24,6,0,0,0
3,8473548.0,Phil Kessel,R,VGK,36,0,0,0,0
3,8480160.0,Radim Simek,D,SJS,31,0,0,0,0
3,8480883.0,Ty Smith,D,PIT,23,0,0,0,0
3,8471669.0,Paul Stastny,C,CAR,38,0,0,0,0
3,8475227.0,Chris Wideman,D,MTL,33,0,0,0,0
3,8480913.0,Jordan Gross,D,NSH,28,0,0,0,0
3,8475625.0,Matt Irwin,D,WSH,36,0,0,0,0
3,8479388.0,Riley Stillman,D,BUF,25,0,0,0,0
3,8474628.0,Michael Stone,D,CGY,33,0,0,0,0
3,8484254.0,Akito Hirose,D,VAN,24,3,0,0,0
3,8477941.0,Nick Ritchie,L,CGY,28,0,0,0,0
3,8477462.0,Robert Hagg,D,ANA,28,5,0,0,0
3,8478062.0,Dysin Mayo,D,ARI,27,0,0,0,0
3,8482634.0,Alex Steeves,C,TOR,24,1,0,0,0
3,8477433.0,Ben Harpur,D,NYR,28,0,0,0,0
3,8478841.0,Colton White,D,ANA,26,0,0,0,0
3,8473544.0,Derick Brassard,C,OTT,36,0,0,0,0
3,8476884.0,Derrick Pouliot,D,SJS,29,5,0,0,0
3,8479376.0,Victor Mete,D,PHI,25,1,0,0,0
3,8483630.0,Pavol Regenda,L,ANA,24,5,0,0,0
3,8479026.0,Philippe Myers,D,TBL,26,5,0,0,0
3,8477482.0,Zach Sanford,L,CHI,29,0,0,0,0
3,8477359.0,Tucker Poolman,D,VAN,30,0,0,0,0
3,8475857.0,Kevin Gravel,D,NSH,31,0,0,0,0
3,8476779.0,Brad Hunt,D,COL,35,0,0,0,0
3,8476850.0,Ryan Murray,D,EDM,30,0,0,0,0
3,8477341.0,Andreas Johnsson,L,SJS,29,0,0,0,0
3,8474218.0,Jason Demers,D,EDM,35,0,0,0,0
3,8480844.0,Grigori Denisenko,L,VGK,23,6,0,0,0
3,8484287.0,Cole McWard,D,VAN,22,1,0,0,0
3,8479322.0,Wade Allison,R,PHI,26,0,0,0,0
3,8478846.0,Christian Wolanin,D,VAN,28,0,0,0,0
3,8471887.0,Patric Hornqvist,R,FLA,36,0,0,0,0
3,8475163.0,Alex Chiasson,R,DET,33,0,0,0,0
3,8478881.0,Brett Seney,L,CHI,27,4,0,0,0
3,8474697.0,Mark Borowiecki,D,NSH,34,0,0,0,0
3,8476410.0,Josh Leivo,L,STL,30,0,0,0,0
3,8475968.0,Alex Belzile,R,MTL,32,0,0,0,0
3,8479580.0,Dylan Gambrell,C,OTT,27,0,0,0,0
3,8480901.0,Karson Kuhlman,C,WPG,28,0,0,0,0
3,8480326.0,Sheldon Dries,C,VAN,29,0,0,0,0
3,8478465.0,Guillaume Brisebois,D,VAN,26,0,0,0,0
3,8482861.0,Vincent Iorio,D,WSH,21,6,0,0,0
3,8471794.0,Darren Helm,C,COL,36,0,0,0,0
3,8479335.0,Rasmus Asplund,C,NSH,26,0,0,0,0
3,8478415.0,Jakub Zboril,D,BOS,26,0,0,0,0
3,8476310.0,Lukas Sedlak,C,PHI,30,0,0,0,0
3,8478075.0,Anders Bjork,L,CHI,27,0,0,0,0
3,8480267.0,Sammy Walker,C,MIN,24,4,0,0,0
3,8479578.0,Casey Fitzgerald,D,FLA,26,0,0,0,0
3,8480032.0,Shane Bowers,C,NJD,24,8,0,0,0
3,8478400.0,Colin White,C,PIT,26,28,0,0,0
3,8478431.0,Evgeny Svechnikov,L,SJS,27,0,0,0,0
3,8475772.0,Riley Sheahan,C,BUF,32,0,0,0,0
3,8481690.0,Tyler Angle,C,CBJ,23,2,0,0,0
3,8476326.0,Josh Archibald,R,PIT,31,0,0,0,0
3,8478843.0,Denis Malgin,C,COL,26,0,0,0,0
3,8478446.0,Glenn Gawdin,C,ANA,26,1,0,0,0
3,8477357.0,Saku Maenalanen,R,WPG,29,0,0,0,0
3,8478870.0,Rudolfs Balcers,L,TBL,26,0,0,0,0
3,8478476.0,Kyle Capobianco,D,WPG,26,0,0,0,0
3,8476439.0,Brett Ritchie,R,ARI,30,0,0,0,0
3,8474613.0,Derek Stepan,C,CAR,33,0,0,0,0
3,8475178.0,Zack Kassian,R,ARI,32,0,0,0,0
3,8480226.0,Marián Studenic,R,SEA,25,2,0,0,0
3,8481070.0,Hugh McGing,L,STL,25,5,0,0,0
3,8482250.0,Callahan Burke,C,CAR,26,1,0,0,0
3,8481591.0,Sam Poulin,R,PIT,22,3,0,0,0
3,8481441.0,Joe Snively,C,WSH,27,3,0,0,0
3,8478967.0,Lane Pederson,C,CBJ,26,0,0,0,0
3,8479333.0,Libor Hajek,D,NYR,25,0,0,0,0
3,8480833.0,Vitali Kravtsov,R,VAN,24,0,0,0,0
3,8477460.0,Laurent Dauphin,C,ARI,28,0,0,0,0
3,8481461.0,Corey Schueneman,D,MTL,28,0,0,0,0
3,8474190.0,Wayne Simmonds,R,TOR,35,0,0,0,0
3,8483549.0,Lucas Condotta,L,MTL,26,3,0,0,0
3,8477993.0,Justin Kirkland,C,ARI,27,2,0,0,0
3,8480935.0,Lawrence Pilut,D,BUF,28,0,0,0,0
3,8477210.0,Buddy Robinson,R,CHI,32,0,0,0,0
3,8476851.0,Alex Galchenyuk,C,COL,29,0,0,0,0
3,8482197.0,Adam Raska,R,MIN,22,5,0,0,0
3,8479366.0,Logan Brown,C,STL,25,0,0,0,0
3,8479356.0,Kieffer Bellows,L,PHI,25,0,0,0,0
3,8479533.0,Joona Koppanen,L,PIT,25,4,0,0,0
3,8477401.0,John Hayden,C,SEA,28,2,0,0,0
3,8480822.0,Martin Kaut,R,SJS,24,0,0,0,0
3,8474610.0,Zac Dalpe,C,FLA,34,0,0,0,0
3,8482399.0,Billy Sweezey,D,CBJ,27,0,0,0,0
3,8479991.0,Jake Leschyshyn,C,NYR,24,1,0,0,0
3,8479550.0,Tanner Laczynski,C,PHI,26,0,0,0,0
3,8476166.0,Taylor Fedun,D,PIT,35,0,0,0,0
3,8479338.0,Markus Niemelainen,D,EDM,25,0,0,0,0
3,8477320.0,Anton Blidh,L,NYR,28,1,0,0,0
3,8478147.0,Bokondji Imama,L,ARI,27,6,0,0,0
3,8478067.0,Oskar Lindblom,L,SJS,27,1,0,0,0
3,8478506.0,Gabriel Carlsson,D,WSH,26,0,0,0,0
3,8478131.0,Ondrej Kase,R,CAR,28,0,0,0,0
3,8479644.0,Matt Luff,R,DET,26,0,0,0,0
3,8482824.0,Nick Cicek,D,SJS,23,0,0,0,0
3,8482834.0,Jesper Froden,R,SEA,29,0,0,0,0
3,8478491.0,Jacob Larsson,D,OTT,26,0,0,0,0
3,8474089.0,Brad Malone,C,EDM,34,0,0,0,0
3,8482641.0,Matt Kiersted,D,FLA,25,0,0,0,0
3,8480071.0,Robin Salo,D,NYI,25,0,0,0,0
3,8475461.0,Andrew Agozzino,L,SJS,32,0,0,0,0
3,8475160.0,Kyle Clifford,L,TOR,32,0,0,0,0
3,8480056.0,Jack Rathbone,D,VAN,24,0,0,0,0
3,8481725.0,Elmer Soderblom,L,DET,22,0,0,0,0
3,8479465.0,Drake Caggiula,L,PIT,29,0,0,0,0
3,8476948.0,Charles Hudon,L,COL,29,0,0,0,0
3,8479523.0,Lucas Carlsson,D,FLA,26,0,0,0,0
3,8478455.0,Austin Wagner,L,CHI,26,0,0,0,0
3,8481572.0,Ville Heinola,D,WPG,22,0,0,0,0
3,8479404.0,Henrik Borgstrom,C,WSH,26,0,0,0,0
3,8479944.0,Zach Aston-Reese,C,DET,29,3,0,0,0
3,8482635.0,Mike Hardman,L,CHI,24,0,0,0,0
3,8479705.0,Jeffrey Viel,L,SJS,26,0,0,0,0
3,8480467.0,Austin Strand,D,ANA,26,0,0,0,0
3,8480037.0,Aleksi Heponiemi,C,FLA,24,0,0,0,0
3,8479573.0,Mikhail Maltsev,L,COL,25,0,0,0,0
3,8476404.0,Andy Andreoff,C,NYI,32,0,0,0,0
3,8484125.0,Hunter McKown,C,CBJ,21,0,0,0,0
3,8481649.0,Joona Luoto,L,CBJ,26,0,0,0,0
3,8477981.0,Roland McKeown,D,NSH,27,0,0,0,0
3,8480831.0,Alec Regula,D,CHI,23,0,0,0,0
3,8482691.0,Aatu Raty,C,VAN,21,0,0,0,0
3,8482623.0,Josh Dunne,C,CBJ,25,0,0,0,0
3,8481433.0,Taro Hirose,L,DET,27,0,0,0,0
3,8480328.0,David Gust,R,CHI,29,0,0,0,0
3,8479526.0,Otto Koivula,L,NYI,25,0,0,0,0
3,8476390.0,Joseph Cramarossa,C,MIN,31,0,0,0,0
3,8482654.0,Jackson Cates,C,PHI,26,0,0,0,0
3,8480439.0,Mac Hollowell,D,TOR,25,0,0,0,0
3,8480072.0,Lias Andersson,C,LAK,25,0,0,0,0
3,8479395.0,Dennis Cholowski,D,NYI,25,0,0,0,0
3,8477463.0,Steven Santini,D,STL,28,0,0,0,0
3,8479347.0,Tyler Benson,L,EDM,25,0,0,0,0
3,8477471.0,Dillon Heatherington,D,OTT,28,0,0,0,0
3,8477520.0,Jean-Sebastien Dea,C,ARI,29,0,0,0,0
3,8480846.0,Sampo Ranta,L,COL,23,0,0,0,0
3,8480979.0,Nathan Smith,C,ARI,25,0,0,0,0
3,8484256.0,Jake Livingstone,D,NSH,24,0,0,0,0
3,8476396.0,Steven Fogarty,C,MIN,30,0,0,0,0
3,8479252.0,Dan Renouf,D,BOS,29,0,0,0,0
3,8479518.0,Fredrik Karlström,C,DAL,25,0,0,0,0
3,8481683.0,Aidan McDonough,L,VAN,24,0,0,0,0
3,8478373.0,Nikita Soshnikov,R,NYI,30,0,0,0,0
3,8482081.0,Sean Farrell,C,MTL,22,0,0,0,0
3,8481575.0,Lassi Thomson,D,OTT,23,0,0,0,0
3,8481102.0,Egor Sokolov,L,OTT,23,0,0,0,0
3,8481712.0,Matej Blumel,R,DAL,23,0,0,0,0
3,8479602.0,Jeremy Davies,D,BUF,27,0,0,0,0
3,8480443.0,Kristian Reichel,C,WPG,25,0,0,0,0
3,8479304.0,Kyle Criscuolo,C,SJS,31,0,0,0,0
3,8478224.0,Luke Philp,C,CHI,28,0,0,0,0
3,8480242.0,Arnaud Durandeau,L,NYI,24,0,0,0,0
3,8479329.0,Frederic Allard,D,MTL,26,0,0,0,0
3,8476941.0,Connor Carrick,D,BOS,29,0,0,0,0
3,8479375.0,William Bitten,C,STL,25,0,0,0,0
3,8481720.0,Nick Abruzzese,C,TOR,24,0,0,0,0
3,8482452.0,Elliot Desnoyers,L,PHI,21,0,0,0,0
3,8476915.0,Jujhar Khaira,L,MIN,29,1,0,0,0
3,8483641.0,Anton Levtchi,L,FLA,28,0,0,0,0
3,8481740.0,Tyce Thompson,R,NJD,24,0,0,0,0
3,8478173.0,Hayden Hodgson,R,PHI,27,0,0,0,0
3,8482181.0,Tristen Robins,C,SJS,22,0,0,0,0
3,8481563.0,Drew Helleson,D,ANA,22,0,0,0,0
3,8480863.0,Gabriel Fortier,L,TBL,23,0,0,0,0
3,8478058.0,CJ Suess,L,SJS,29,0,0,0,0
3,8480041.0,Dmitri Samorukov,D,STL,24,0,0,0,0
3,8482179.0,Justin Richards,C,CBJ,25,0,0,0,0
3,8480034.0,Joel Teasdale,L,MTL,24,0,0,0,0
3,8480820.0,Filip Kral,D,TOR,24,0,0,0,0
3,8480842.0,Filip Hallander,C,PIT,23,0,0,0,0
3,8478367.0,Cole Bardreau,C,NYI,30,0,0,0,0
3,8482448.0,Samuel Knazko,D,CBJ,21,0,0,0,0
3,8482711.0,Stanislav Svozil,D,CBJ,20,0,0,0,0
3,8480275.0,Nick Swaney,R,MIN,26,0,0,0,0
3,8480994.0,Damien Giroux,C,MIN,23,0,0,0,0
3,8480977.0,Semyon Der-Arguchintsev,C,TOR,23,0,0,0,0
3,8482207.0,William Dufour,R,NYI,21,0,0,0,0
3,8483464.0,Marco Kasper,C,DET,19,0,0,0,0
3,8483424.0,Owen Beck,C,MTL,19,0,0,0,0
4,8476453.0,Nikita Kucherov,R,TBL,30,81,44,100,144
4,8477492.0,Nathan MacKinnon,C,COL,28,82,51,89,140
4,8478402.0,Connor McDavid,C,EDM,26,76,32,100,132
4,8478550.0,Artemi Panarin,L,NYR,32,82,49,71,120
4,8477956.0,David Pastrnak,R,BOS,27,82,47,63,110
4,8479318.0,Auston Matthews,C,TOR,26,81,69,38,107
4,8477934.0,Leon Draisaitl,C,EDM,28,81,41,65,106
4,8478420.0,Mikko Rantanen,R,COL,27,80,42,62,104
4,8476468.0,J.T. Miller,C,VAN,30,81,37,66,103
4,8477939.0,William Nylander,R,TOR,27,82,40,58,98
4,8478864.0,Kirill Kaprizov,L,MIN,26,75,46,50,96
4,8477933.0,Sam Reinhart,C,FLA,28,82,57,37,94
4,8476887.0,Filip Forsberg,L,NSH,29,82,48,46,94
4,8471675.0,Sidney Crosby,C,PIT,36,82,42,52,94
4,8480800.0,Quinn Hughes,D,VAN,24,82,17,75,92
4,8478010.0,Brayden Point,C,TBL,27,81,46,44,90
4,8480069.0,Cale Makar,D,COL,25,77,21,69,90
4,8478427.0,Sebastian Aho,C,CAR,26,78,36,53,89
4,8480012.0,Elias Pettersson,C,VAN,25,82,34,55,89
4,8479314.0,Matthew Tkachuk,L,FLA,26,80,26,62,88
4,8480023.0,Robert Thomas,C,STL,24,82,26,60,86
4,8474600.0,Roman Josi,D,NSH,33,82,23,62,85
4,8479407.0,Jesper Bratt,L,NJD,25,82,27,56,83
4,8480803.0,Evan Bouchard,D,EDM,24,81,18,64,82
4,8474564.0,Steven Stamkos,C,TBL,33,79,40,41,81
4,8480027.0,Jason Robertson,L,DAL,24,82,29,51,80
4,8478445.0,Mathew Barzal,C,NYI,26,80,23,57,80
4,8477493.0,Aleksander Barkov,C,FLA,28,73,23,57,80
4,8475786.0,Zach Hyman,L,EDM,31,80,54,23,77
4,8480018.0,Nick Suzuki,C,MTL,24,82,33,44,77
4,8477404.0,Jake Guentzel,L,PIT,29,67,30,47,77
4,8476389.0,Vincent Trocheck,C,NYR,30,82,25,52,77
4,8479343.0,Clayton Keller,R,ARI,25,78,33,43,76
4,8475167.0,Victor Hedman,D,TBL,33,78,13,63,76
4,8475184.0,Chris Kreider,L,NYR,32,82,39,36,75
4,8475172.0,Nazem Kadri,C,CGY,33,82,29,46,75
4,8477960.0,Adrian Kempe,R,LAK,27,77,28,47,75
4,8479542.0,Brandon Hagel,L,TBL,25,82,26,49,75
4,8474679.0,Gustav Nyquist,C,NSH,34,81,23,52,75
4,8480801.0,Brady Tkachuk,L,OTT,24,81,37,37,74
4,8481559.0,Jack Hughes,C,NJD,22,62,27,47,74
4,8478444.0,Brock Boeser,R,VAN,26,81,40,33,73
4,8477942.0,Kevin Fiala,L,LAK,27,82,29,44,73
4,8479323.0,Adam Fox,D,NYR,25,72,17,56,73
4,8477409.0,Carter Verhaeghe,C,FLA,28,76,34,38,72
4,8482078.0,Lucas Raymond,L,DET,21,82,31,41,72
4,8476459.0,Mika Zibanejad,C,NYR,30,81,26,46,72
4,8476460.0,Mark Scheifele,C,WPG,30,74,25,47,72
4,8471685.0,Anze Kopitar,C,LAK,36,81,26,44,70
4,8482116.0,Tim Stützle,C,OTT,21,75,18,52,70
4,8480865.0,Noah Dobson,D,NYI,23,79,10,60,70
4,8476539.0,Jonathan Marchessault,R,VGK,33,82,42,27,69
4,8475754.0,Brock Nelson,C,NYI,32,82,34,35,69
4,8477946.0,Dylan Larkin,C,DET,27,68,33,36,69
