,GameID,DatetimeEST,Date,TimeEST,Home Team,Home Abbreviation,Visiting Team,Visiting Abbreviation,Home Score,Visiting Score,Home Win,Visitor Win,Overtime
122,2025020122,2025-10-23T21:00:00,2025-10-23,21:00:00,Edmonton Oilers,EDM,Montréal Canadiens,MTL,4.280052713940554,2.910331992104306,0.7193639239390716,0.28063607606092844,0.1341804034343572
123,2025020123,2025-10-24T19:30:00,2025-10-24,19:30:00,Buffalo Sabres,BUF,Toronto Maple Leafs,TOR,3.415131313990072,3.8724031545334063,0.4237394708924384,0.5762605291075616,0.14854481545669515
124,2025020124,2025-10-24T19:00:00,2025-10-24,19:00:00,New Jersey Devils,NJD,San Jose Sharks,SJS,3.666630277362885,2.9388477630561547,0.6279442570856362,0.37205574291436383,0.15270311212728416
125,2025020125,2025-10-24T19:00:00,2025-10-24,19:00:00,Columbus Blue Jackets,CBJ,Washington Capitals,WSH,3.0161035348378236,3.4018018372674597,0.4300632306685379,0.5699367693314621,0.1591653791830759
126,2025020126,2025-10-24T20:00:00,2025-10-24,20:00:00,Winnipeg Jets,WPG,Calgary Flames,CGY,3.410759173166568,2.3733336297544043,0.693415146998849,0.306584853001151,0.1560317268119144
127,2025020127,2025-10-25T12:30:00,2025-10-25,12:30:00,Philadelphia Flyers,PHI,New York Islanders,NYI,2.954467378414206,2.857883427873575,0.51871719251734,0.48128280748266,0.16934425249928375
128,2025020128,2025-10-25T15:00:00,2025-10-25,15:00:00,Boston Bruins,BOS,Colorado Avalanche,COL,2.580610908692965,3.3115455862690086,0.3623540293823589,0.6376459706176412,0.1614266974723668
129,2025020129,2025-10-25T17:00:00,2025-10-25,17:00:00,Tampa Bay Lightning,TBL,Anaheim Ducks,ANA,4.676474796564843,2.8060944313431992,0.7799448332808222,0.22005516671917782,0.11907248338125842
130,2025020130,2025-10-25T18:00:00,2025-10-25,18:00:00,Florida Panthers,FLA,Vegas Golden Knights,VGK,2.9334688666825603,3.2506768831958026,0.44103737469177223,0.5589626253082278,0.1628132280023604
131,2025020131,2025-10-25T18:00:00,2025-10-25,18:00:00,Minnesota Wild,MIN,Utah Mammoth,UTA,3.1736849500082807,2.950579365255109,0.5418001750398559,0.4581998249601441,0.16425923221812228
132,2025020132,2025-10-25T19:00:00,2025-10-25,19:00:00,Toronto Maple Leafs,TOR,Buffalo Sabres,BUF,4.075667226912253,3.244809877046837,0.6362040687066757,0.3637959312933243,0.14373108161579234
133,2025020133,2025-10-25T19:00:00,2025-10-25,19:00:00,Detroit Red Wings,DET,St. Louis Blues,STL,2.8519413741843063,3.20951274643103,0.43277615474673387,0.5672238452532661,0.16417598097648303
134,2025020134,2025-10-25T19:00:00,2025-10-25,19:00:00,Pittsburgh Penguins,PIT,Columbus Blue Jackets,CBJ,4.076296270526649,3.2185783552928275,0.6407390645522006,0.35926093544779936,0.14355557071471026
135,2025020135,2025-10-25T19:00:00,2025-10-25,19:00:00,Washington Capitals,WSH,Ottawa Senators,OTT,3.509280116219289,3.101194372527968,0.572589453529738,0.427410546470262,0.15657122482450914
136,2025020136,2025-10-25T19:00:00,2025-10-25,19:00:00,Vancouver Canucks,VAN,Montréal Canadiens,MTL,3.642101528997118,2.9470324087726993,0.6225715299858335,0.37742847001416646,0.1533889099654163
137,2025020137,2025-10-25T20:00:00,2025-10-25,20:00:00,Nashville Predators,NSH,Los Angeles Kings,LAK,2.758096227030426,3.260572565794194,0.4055684893754139,0.5944315106245861,0.16322505071419743
138,2025020138,2025-10-25T20:00:00,2025-10-25,20:00:00,Dallas Stars,DAL,Carolina Hurricanes,CAR,3.1243904001559013,3.464374864444941,0.43929336765638444,0.5607066323436156,0.15739542550735403
139,2025020139,2025-10-25T22:00:00,2025-10-25,22:00:00,Seattle Kraken,SEA,Edmonton Oilers,EDM,2.793196704201513,4.079402505041067,0.28703155497795657,0.7129684450220435,0.13875092508237627
140,2025020140,2025-10-26T13:00:00,2025-10-26,13:00:00,New Jersey Devils,NJD,Colorado Avalanche,COL,2.9454980749952635,3.5299316831489724,0.39531910092864075,0.6046808990713592,0.15627803194949022
141,2025020141,2025-10-26T17:00:00,2025-10-26,17:00:00,Tampa Bay Lightning,TBL,Vegas Golden Knights,VGK,3.8244451248090257,3.1985406193428254,0.6063433223623866,0.3936566776376133,0.14955039683909258
142,2025020142,2025-10-26T18:00:00,2025-10-26,18:00:00,Minnesota Wild,MIN,San Jose Sharks,SJS,3.236238833716543,2.808092946488047,0.5804635419954283,0.41953645800457173,0.16372775344992035
143,2025020143,2025-10-26T18:00:00,2025-10-26,18:00:00,Winnipeg Jets,WPG,Utah Mammoth,UTA,3.3527817225198393,2.817346477922582,0.5989875707767598,0.4010124292232402,0.1607664563835659
144,2025020144,2025-10-26T19:00:00,2025-10-26,19:00:00,Chicago Blackhawks,CHI,Los Angeles Kings,LAK,2.20916027362604,3.2895464604253446,0.2935235975060395,0.7064764024939605,0.15841080611670225
